Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,0,3,0,2,8.075000e-01
2,4,8,2,0,5.000000e-01,8.075000e-01
3,0,8,3,0,2,8.075000e-01
4,4,2,1,0,5.000000e-01,8.075000e-01
5,2,8,1,0,2,2.422500e+00
6,0,2,1,1,2,2.422500e+00
7,4,2,3,0,5.000000e-01,2.422500e+00
8,0,2,1,0,5.000000e-01,8.075000e-01
9,0,8,2,1,5.000000e-01,8.075000e-01
10,8,4,3,0,5.000000e-01,8.075000e-01
11,2,8,2,1,5.000000e-01,8.075000e-01
12,8,2,2,1,5.000000e-01,8.075000e-01
13,0,8,3,1,5.000000e-01,4.037500e+00
14,2,8,2,0,5.000000e-01,8.075000e-01
15,0,2,2,0,2,4.037500e+00
16,8,0,2,0,2,2.422500e+00
17,4,2,2,1,5.000000e-01,2.422500e+00
18,0,4,1,1,5.000000e-01,8.075000e-01
19,8,2,3,0,3.500000e+00,8.075000e-01
20,8,2,3,1,2,7.267500e+00
21,2,8,2,0,2,4.037500e+00
22,0,2,2,1,3.500000e+00,2.422500e+00
23,2,0,3,1,5.000000e-01,2.422500e+00
24,8,2,3,1,5.000000e-01,8.882500e+00
25,4,2,1,1,3.500000e+00,8.075000e-01
26,0,4,2,1,2,4.037500e+00
27,2,4,3,1,5.000000e-01,8.075000e-01
28,0,4,2,0,5.000000e-01,8.075000e-01
29,8,0,1,1,2,5.652500e+00
30,4,0,3,1,5.000000e-01,8.075000e-01
31,2,8,3,0,2,8.075000e-01
32,4,8,1,1,5.000000e-01,8.075000e-01
33,2,8,1,0,5.000000e-01,2.422500e+00
34,2,0,3,0,5.000000e-01,2.422500e+00
35,8,4,2,1,2,2.422500e+00
36,8,2,1,1,2,8.075000e-01
37,4,8,1,0,3.500000e+00,4.037500e+00
38,0,8,1,0,5.000000e-01,8.075000e-01
39,2,8,1,1,2,5.652500e+00
40,4,2,2,0,5.000000e-01,7.267500e+00
41,4,0,1,0,2,2.422500e+00
42,8,4,3,1,5.000000e-01,8.075000e-01
