TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,2,32,0.5575,1,0,16,1.0,0.0,4.514084,5.5035,5.520638,5.52074,6.520023,6.52019,2.0,2.8839707,9.4041605,10.2868,3.7672412,10.287556,10.847986
2,2,3,16,0.5575,1,0,8,1.0,1.0,11.421343,12.3373,12.353568,12.353641,13.353918,13.354068,2.0,2.5005841,15.854651,17.121037,3.7675009,17.12167,17.68158
3,3,2,32,1.365,1,8,0,1.0,2.0,18.180704,19.17022,19.187307,19.187382,20.187208,20.18735,2.0,2.5664668,22.753817,23.954565,3.767758,23.955212,25.322008
4,4,3,16,2.98,1,0,4,1.0,3.0,25.897335,26.820217,26.837341,26.837416,27.838003,27.83814,999.0,999.0,999.0,31.103767,3.7831664,31.621447,34.602993
5,5,3,16,1.365,1,4,0,1.0,4.0,35.18308,36.087246,36.103447,36.103523,37.10299,37.103134,2.0,1.7675459,38.87068,40.870045,3.7674365,40.870674,42.23697
6,6,2,32,2.98,1,0,3,1.0,5.0,42.747494,43.736824,43.753895,43.753983,44.754997,44.75514,1.0,1.6490083,46.40415,48.52103,3.766425,48.521667,51.50369
7,7,2,32,1.365,1,8,0,1.0,6.0,52.013966,53.003418,53.020657,53.020733,54.021034,54.021187,2.0,1.8657743,55.88696,57.788994,3.7683396,57.789627,59.156994
8,8,3,16,1.365,1,1,0,1.0,7.0,59.729538,60.6534,60.67061,60.67068,61.67083,61.670967,2.0,1.6000175,63.270985,65.43695,3.766532,65.43761,66.80402
9,9,3,32,2.98,1,0,8,1.0,8.0,67.379,68.30343,68.32088,68.32101,69.321014,69.32116,1.0,1.9829108,71.30407,73.08802,3.7674148,73.088684,76.07099
10,10,2,16,4.595,1,0,1,1.0,9.0,76.580956,77.57013,77.5875,77.58758,78.587006,78.58716,1.0,1.3506575,79.93781,82.3531,3.766483,82.353745,86.950005
11,11,2,16,0.5575,1,0,4,1.0,10.0,87.44767,88.43663,88.453804,88.45388,89.453835,89.45397,1.0,1.4002553,90.854225,93.22102,3.7675834,93.22166,93.78139
12,12,3,16,1.365,1,4,0,1.0,11.0,94.371346,95.27047,95.28713,95.28721,96.287,96.28715,2.0,2.4162595,98.70341,100.05501,3.7683978,100.05565,101.42164
13,13,2,32,1.365,1,0,2,1.0,12.0,101.930595,102.92008,102.937195,102.93726,103.93707,103.93721,1.0,1.06664,105.003845,107.70401,3.7673354,107.70464,109.07069
14,14,2,16,0.5575,1,0,1,1.0,13.0,109.580574,110.57005,110.5871,110.58718,111.58699,111.587135,1.0,0.9163686,112.5035,115.35447,3.7678812,115.35512,115.91404
15,15,2,32,1.365,1,0,16,1.0,14.0,116.41383,117.40329,117.420525,117.4206,118.42101,118.42115,2.0,1.2656888,119.686844,122.189026,3.7684126,122.18967,123.55599
16,16,3,16,0.5575,1,0,1,1.0,15.0,124.11922,125.05327,125.07048,125.07056,126.06998,126.070114,1.0,1.0007263,127.07084,129.83716,3.7675707,129.83778,130.397
17,17,2,16,6.21,1,0,4,1.0,16.0,130.89737,131.88638,131.90372,131.90382,132.90399,132.90413,1.0,1.466149,134.37027,136.67107,3.7674813,136.6717,142.88301
18,18,2,16,0.5575,1,2,0,1.0,17.0,143.38058,144.36995,144.38712,144.38719,145.387,145.38715,1.0,0.9663436,146.35349,149.15416,3.7675545,149.1548,149.71416
19,19,3,32,2.98,1,16,0,1.0,18.0,150.29439,151.2038,151.21997,151.22005,152.21999,152.22012,1.0,1.3672028,153.58733,155.986,3.7664056,155.98663,158.96802
20,20,2,32,2.98,1,3,0,1.0,19.0,159.46382,160.45325,160.47035,160.47043,161.46974,161.4699,2.0,1.2510976,162.721,165.23544,3.7661514,165.23624,168.21704
21,21,2,32,0.5575,1,0,16,1.0,20.0,168.71375,169.70316,169.72032,169.7204,170.721,170.72115,2.0,1.5328547,172.254,174.48758,3.766963,174.4882,175.04703
22,22,3,32,2.98,1,0,16,1.0,21.0,175.62038,176.53694,176.5532,176.55327,177.55302,177.55316,2.0,1.2508323,178.804,181.31973,3.7670996,181.32036,184.3012
23,23,3,16,0.5575,1,2,0,1.0,22.0,184.86966,185.78691,185.80322,185.8033,186.80302,186.80318,2.0,1.3835396,188.1867,190.56992,3.7672718,190.57054,191.12961
24,24,2,16,1.365,1,2,0,1.0,23.0,191.6305,192.61986,192.63696,192.63704,193.63683,193.63696,1.0,1.8336484,195.47061,197.40402,3.7675772,197.40465,198.77101
25,25,3,16,0.5575,1,0,1,1.0,24.0,199.33833,200.26985,200.28687,200.28694,201.28743,201.28757,1.0,2.3157642,203.60333,205.0552,3.7681756,205.05586,205.61499
26,26,3,16,0.5575,1,4,0,1.0,25.0,206.16898,207.10312,207.12022,207.12029,208.12,208.12015,1.0,1.4836338,209.60378,211.88718,3.7676296,211.88788,212.44713
27,27,2,32,0.5575,1,0,3,1.0,26.0,212.94714,213.93637,213.95392,213.95409,214.954,214.95413,2.0,2.365952,217.32008,218.72198,3.7683883,218.72263,219.28201
28,28,3,32,1.365,1,0,3,1.0,27.0,219.88373,220.77026,220.78699,220.78712,221.7872,221.78734,1.0,2.299657,224.08699,225.55519,3.768445,225.55588,226.92186
29,29,3,16,4.595,1,0,1,1.0,28.0,227.47493,228.42041,228.43675,228.43683,229.43605,229.4362,1.0,1.0669873,230.50319,233.20403,3.768376,233.20468,237.80112
