Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,0,4,3,1,5.000000e-01,8.075000e-01
2,4,0,2,1,5.000000e-01,8.882500e+00
3,2,8,1,0,2,8.075000e-01
4,8,4,1,1,2,8.075000e-01
5,4,2,3,1,2,2.422500e+00
6,2,8,1,1,5.000000e-01,4.037500e+00
7,8,0,1,0,2,4.037500e+00
8,2,4,2,0,5.000000e-01,2.422500e+00
9,2,8,3,0,5.000000e-01,2.422500e+00
10,4,8,3,1,5.000000e-01,2.422500e+00
11,8,0,3,1,5.000000e-01,5.652500e+00
12,0,2,2,0,5.000000e-01,8.075000e-01
13,8,0,3,0,5.000000e-01,8.075000e-01
14,2,8,2,1,3.500000e+00,8.075000e-01
15,2,8,1,0,5.000000e-01,8.075000e-01
16,2,0,1,0,5.000000e-01,8.075000e-01
17,8,2,2,0,5.000000e-01,8.075000e-01
18,0,4,3,0,2,7.267500e+00
19,0,2,1,1,5.000000e-01,2.422500e+00
20,2,4,2,1,5.000000e-01,4.037500e+00
21,2,8,3,0,5.000000e-01,4.037500e+00
22,4,0,1,0,3.500000e+00,8.075000e-01
23,2,0,3,0,2,2.422500e+00
24,4,8,2,0,5.000000e-01,2.422500e+00
25,0,8,2,0,2,2.422500e+00
26,0,8,1,1,5.000000e-01,8.075000e-01
27,0,2,3,1,2,5.652500e+00
28,4,0,1,1,2,8.075000e-01
29,0,8,2,1,2,2.422500e+00
30,2,4,1,0,2,8.075000e-01
31,0,2,2,1,5.000000e-01,2.422500e+00
32,8,4,2,1,2,8.075000e-01
33,0,4,2,0,3.500000e+00,8.075000e-01
34,2,8,3,1,5.000000e-01,8.075000e-01
35,2,4,1,1,5.000000e-01,8.075000e-01
36,2,8,1,1,5.000000e-01,8.075000e-01
37,2,8,2,1,3.500000e+00,8.075000e-01
38,4,2,3,0,5.000000e-01,7.267500e+00
39,8,2,3,1,2,8.075000e-01
40,8,2,2,0,2,4.037500e+00
41,8,4,3,0,5.000000e-01,2.422500e+00
42,4,8,1,0,2,8.075000e-01
