Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,0,2,3,1,2,5.652500e+00
2,8,0,1,0,5.000000e-01,2.422500e+00
3,8,2,3,0,5.000000e-01,8.075000e-01
4,8,2,2,1,5.000000e-01,8.075000e-01
5,0,2,1,0,2,8.075000e-01
6,0,8,3,1,2,2.422500e+00
7,0,2,3,0,5.000000e-01,7.267500e+00
8,8,2,3,1,2,7.267500e+00
9,8,0,1,1,5.000000e-01,8.075000e-01
10,8,2,1,1,5.000000e-01,8.075000e-01
11,8,4,3,1,2,2.422500e+00
12,8,2,3,1,5.000000e-01,5.652500e+00
13,0,8,2,1,5.000000e-01,8.075000e-01
14,8,4,1,0,5.000000e-01,2.422500e+00
15,2,4,1,1,5.000000e-01,8.075000e-01
16,4,8,2,1,5.000000e-01,4.037500e+00
17,4,8,3,0,3.500000e+00,8.075000e-01
18,8,4,1,1,2,8.075000e-01
19,0,4,2,1,2,8.882500e+00
20,2,0,2,1,5.000000e-01,2.422500e+00
21,8,2,1,1,5.000000e-01,8.075000e-01
22,0,4,1,0,5.000000e-01,8.075000e-01
23,8,4,2,0,2,8.075000e-01
24,2,0,1,1,5.000000e-01,2.422500e+00
25,2,4,3,0,2,8.075000e-01
26,2,8,2,0,5.000000e-01,2.422500e+00
27,0,2,2,0,5.000000e-01,8.075000e-01
28,0,8,3,0,5.000000e-01,2.422500e+00
29,4,2,2,1,5.000000e-01,8.075000e-01
30,4,2,1,0,2,4.037500e+00
31,0,4,1,1,2,4.037500e+00
32,2,4,2,0,2,8.075000e-01
33,2,8,3,0,5.000000e-01,2.422500e+00
34,0,8,2,0,5.000000e-01,8.075000e-01
35,2,8,2,0,5.000000e-01,8.075000e-01
36,2,4,3,1,2,8.075000e-01
37,0,4,3,1,5.000000e-01,8.075000e-01
38,2,8,1,0,3.500000e+00,2.422500e+00
39,4,0,3,0,2,4.037500e+00
40,0,4,2,0,3.500000e+00,8.075000e-01
41,2,8,2,1,3.500000e+00,2.422500e+00
42,8,2,1,0,2,4.037500e+00
