Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,0,2,0,5.000000e-01,5.652500e+00
2,2,0,2,0,3.500000e+00,8.075000e-01
3,8,2,2,1,5.000000e-01,8.075000e-01
4,2,8,3,0,2,2.422500e+00
5,8,4,2,1,5.000000e-01,7.267500e+00
6,0,4,3,1,2,8.075000e-01
7,8,4,3,1,5.000000e-01,2.422500e+00
8,2,4,2,1,2,8.075000e-01
9,4,8,1,0,3.500000e+00,8.882500e+00
10,0,8,3,0,5.000000e-01,8.075000e-01
11,8,2,1,0,5.000000e-01,8.075000e-01
12,4,8,1,1,5.000000e-01,2.422500e+00
13,4,0,3,0,2,4.037500e+00
14,4,0,1,1,2,2.422500e+00
15,2,8,3,0,5.000000e-01,2.422500e+00
16,2,8,2,0,5.000000e-01,4.037500e+00
17,2,0,1,0,5.000000e-01,8.075000e-01
18,4,2,1,1,2,2.422500e+00
19,8,4,3,0,2,8.075000e-01
20,0,8,1,0,5.000000e-01,8.075000e-01
21,0,4,2,1,5.000000e-01,2.422500e+00
22,8,4,2,0,5.000000e-01,8.075000e-01
23,4,2,1,0,5.000000e-01,8.075000e-01
24,0,2,1,1,2,8.075000e-01
25,0,8,2,0,5.000000e-01,2.422500e+00
26,2,0,3,1,5.000000e-01,2.422500e+00
27,0,8,3,1,3.500000e+00,8.075000e-01
28,8,2,2,1,5.000000e-01,8.075000e-01
29,2,8,1,1,5.000000e-01,4.037500e+00
30,8,2,3,1,2,4.037500e+00
31,2,8,3,1,2,8.075000e-01
32,2,4,3,0,2,8.075000e-01
33,2,8,1,0,5.000000e-01,8.075000e-01
34,0,4,1,0,2,8.075000e-01
35,0,2,2,1,5.000000e-01,5.652500e+00
36,8,0,2,1,2,8.075000e-01
37,8,0,1,1,5.000000e-01,2.422500e+00
38,4,2,2,0,2,8.075000e-01
39,8,2,2,0,5.000000e-01,8.075000e-01
40,0,2,3,0,5.000000e-01,4.037500e+00
41,8,2,1,1,3.500000e+00,2.422500e+00
42,4,2,3,1,2,7.267500e+00
