TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,3,16,1.365,1,2,0,1.0,0.0,4.598922,5.5063324,5.5226984,5.5228205,6.5233655,6.5235395,1.0,1.7324715,8.256011,10.291318,3.7685065,10.292178,11.659155
2,2,3,16,0.5575,1,8,0,1.0,1.0,12.244788,13.156489,13.172713,13.172815,14.172996,14.173168,1.0,1.4167517,15.58992,17.939219,3.7666075,17.939888,18.498726
3,3,3,32,0.5575,1,0,8,1.0,2.0,18.99919,19.989864,20.006693,20.006777,21.006804,21.00695,2.0,1.4658977,22.472847,24.77514,3.7687354,24.775795,25.33563
4,4,3,16,0.5575,1,0,1,1.0,3.0,25.923609,26.823076,26.839705,26.83978,27.838976,27.839123,2.0,1.0840126,28.923136,31.60568,3.7670908,31.606323,32.16536
5,5,3,32,1.365,1,8,0,1.0,4.0,32.742676,33.656376,33.672623,33.672737,34.672356,34.6725,1.0,1.2833759,35.955875,38.439793,3.7678256,38.440434,39.806957
6,6,3,32,2.98,1,8,0,1.0,5.0,40.385048,41.306004,41.323112,41.323193,42.322365,42.322517,1.0,0.9840315,43.30655,46.08907,3.7671025,46.08973,49.0715
7,7,3,32,0.5575,1,2,0,1.0,6.0,49.6521,50.556324,50.572605,50.572685,51.573097,51.5733,1.0,1.0500911,52.62339,55.339775,3.76701,55.340416,55.899452
8,8,2,32,0.5575,1,16,0,1.0,7.0,56.399902,57.389336,57.406437,57.406578,58.40653,58.406677,1.0,1.2499723,59.65665,62.1741,3.7679694,62.17476,62.733833
9,9,3,32,2.98,1,2,0,1.0,8.0,63.31039,64.222984,64.23918,64.23928,65.238785,65.23893,1.0,1.450877,66.689804,69.00627,3.7678893,69.00693,71.987686
10,10,3,32,1.365,1,0,3,1.0,9.0,72.58502,73.47304,73.4896,73.48968,74.49069,74.49084,2.0,1.082477,75.57331,78.25687,3.7665699,78.257515,79.62409
11,11,2,32,0.5575,1,0,2,1.0,10.0,80.133835,81.122505,81.13965,81.13976,82.14021,82.140366,2.0,1.1994438,83.339806,85.90706,3.7672389,85.90771,86.466896
12,12,2,32,0.5575,1,0,16,1.0,11.0,86.96661,87.95587,87.973,87.97308,88.973175,88.97332,2.0,1.0661263,90.039444,92.73967,3.7668917,92.74032,93.2992
13,13,2,16,1.365,1,2,0,1.0,12.0,93.799805,94.78908,94.80629,94.806366,95.806694,95.80685,1.0,1.0331001,96.83995,99.57278,3.7664692,99.573425,100.93965
14,14,2,32,0.5575,1,0,3,1.0,13.0,101.449615,102.43888,102.45638,102.45646,103.45662,103.45676,2.0,1.0995597,104.55631,107.2231,3.7668743,107.22374,107.78332
15,15,2,32,1.365,1,0,8,1.0,14.0,108.283165,109.2725,109.28952,109.2896,110.28966,110.289795,2.0,1.0998677,111.38966,114.05687,3.7676072,114.05751,115.423515
16,16,2,16,2.98,1,0,8,1.0,15.0,115.93352,116.92251,116.93976,116.93984,117.93976,117.9399,2.0,1.2159452,119.155846,121.708435,3.7690566,121.70907,124.6907
17,17,2,32,4.595,1,8,0,1.0,16.0,125.199715,126.18901,126.206215,126.20629,127.20577,127.205925,1.0,1.2668332,128.47275,130.97365,3.76828,130.9743,135.5703
18,18,2,32,0.5575,1,16,0,1.0,17.0,136.06653,137.05576,137.07274,137.07281,138.0727,138.07285,1.0,0.933543,139.0064,141.8398,3.7674878,141.84044,142.40001
19,19,2,16,1.365,1,0,2,1.0,18.0,142.89989,143.88898,143.90616,143.90623,144.90675,144.9069,2.0,1.0993181,146.00623,148.67375,3.7673953,148.67441,150.04065
20,20,2,32,0.5575,1,0,8,1.0,19.0,150.54971,151.5389,151.55624,151.55632,152.55678,152.55692,2.0,1.033078,153.59,156.32352,3.767141,156.32416,156.88373
21,21,2,16,4.595,1,4,0,1.0,20.0,157.3828,158.37238,158.38939,158.38947,159.38985,159.39,1.0,1.0829902,160.47299,163.15714,3.7676818,163.15779,167.75363
22,22,2,16,1.365,1,0,2,1.0,21.0,168.25017,169.23878,169.25609,169.25616,170.25601,170.25616,2.0,0.9999241,171.25609,174.0237,3.7680721,174.02434,175.39046
23,23,3,16,1.365,1,4,0,1.0,22.0,175.96864,176.88902,176.90611,176.90619,177.90704,177.90718,1.0,1.1991563,179.10634,181.67368,3.767044,181.67433,183.04028
24,24,2,32,0.5575,1,0,2,1.0,23.0,183.54976,184.53868,184.55605,184.55612,185.55583,185.55598,2.0,1.050497,186.60648,189.32243,3.7669861,189.32307,189.88272
25,25,3,32,0.5575,1,2,0,1.0,24.0,190.42416,191.37268,191.38936,191.38945,192.39055,192.39069,1.0,1.0490534,193.43974,196.15622,3.7660906,196.15689,196.7157
26,26,3,16,0.5575,1,4,0,1.0,25.0,197.28004,198.20552,198.22266,198.22273,199.22289,199.22302,1.0,1.04996,200.27298,202.98955,3.7670665,202.9902,203.5495
27,27,2,16,0.5575,1,8,0,1.0,26.0,204.04942,205.03905,205.0561,205.05618,206.0553,206.05545,1.0,0.7007058,206.75615,209.82188,3.7669857,209.82254,210.38235
28,28,3,32,0.5575,1,0,16,1.0,27.0,210.95554,211.8726,211.88881,211.88889,212.88892,212.88907,2.0,0.5834632,213.47253,216.6569,3.7683823,216.65756,217.2165
29,29,3,32,2.98,1,16,0,1.0,28.0,217.82266,218.70529,218.7226,218.72267,219.72264,219.7228,1.0,0.6659422,220.38873,223.49023,3.7679808,223.49088,226.47171
30,30,2,32,2.98,1,2,0,1.0,29.0,226.96634,227.95555,227.9725,227.97258,228.97256,228.9727,1.0,0.8662699,229.83897,232.73975,3.767576,232.74039,235.72154
31,31,3,16,0.5575,1,2,0,1.0,30.0,236.23781,237.20592,237.22208,237.22215,238.22176,238.2219,1.0,0.8508084,239.07271,241.98865,3.7672913,241.9893,242.54863
32,32,3,16,4.595,1,2,0,1.0,31.0,243.10265,244.03926,244.05595,244.05603,245.05544,245.05559,1.0,0.86682,245.92241,248.82286,3.7678103,248.8235,253.4196
33,33,3,32,0.5575,1,0,3,1.0,32.0,253.97466,254.90547,254.9225,254.92258,255.92328,255.92342,2.0,1.082671,257.00607,259.69046,3.767573,259.6911,260.2501
34,34,2,32,0.5575,1,0,16,1.0,33.0,260.74954,261.73874,261.75583,261.75595,262.75522,262.75537,2.0,1.0168796,263.77225,266.5227,3.7678573,266.52335,267.08267
35,35,3,32,0.5575,1,2,0,1.0,34.0,267.63223,268.57248,268.589,268.58908,269.58908,269.58923,1.0,0.9663188,270.55554,273.35623,3.7675328,273.35687,273.91663
36,36,3,16,0.5575,1,0,8,1.0,35.0,274.4983,275.40613,275.4223,275.42242,276.42188,276.42203,2.0,0.8508284,277.27286,280.18878,3.7673016,280.18945,280.7488
37,37,3,32,1.365,1,3,0,1.0,36.0,281.3519,282.2392,282.2559,282.25595,283.25598,283.25613,1.0,0.765819,284.02194,287.02438,3.7687798,287.02502,288.39185
38,38,2,16,0.5575,1,2,0,1.0,37.0,288.89954,289.8886,289.90585,289.90594,290.90527,290.90543,1.0,0.8505251,291.75595,294.67175,3.7668974,294.67242,295.23166
39,39,3,16,1.365,1,1,0,1.0,38.0,295.81723,296.72244,296.73868,296.73877,297.7396,297.73975,1.0,1.0825983,298.82236,301.50665,3.7674432,301.5073,302.87387
40,40,2,16,1.365,1,0,1,1.0,39.0,303.3827,304.37204,304.38913,304.3892,305.3899,305.39,2.0,0.8655204,306.25555,309.15738,3.7678702,309.158,310.52377
41,41,2,16,6.21,1,0,4,1.0,40.0,311.0328,312.02194,312.03906,312.03915,313.03943,313.03955,2.0,0.8658757,313.90543,316.80737,3.768366,316.80804,323.02023
42,42,3,16,0.5575,1,0,8,1.0,41.0,323.59583,324.50574,324.52194,324.522,325.52225,325.5224,2.0,0.7830829,326.30548,329.28873,3.7668705,329.28937,329.84866
43,43,2,32,1.365,1,3,0,1.0,42.0,330.3495,331.3386,331.3557,331.3558,332.35577,332.35593,1.0,1.3831229,333.73904,336.12164,3.7662754,336.12228,337.48816
44,44,3,32,0.5575,1,0,8,1.0,43.0,338.05518,338.97232,338.98853,338.9886,339.98956,339.98972,2.0,1.099609,341.08932,343.7559,3.7667134,343.75653,344.31577
45,45,2,16,2.98,1,0,4,1.0,44.0,344.81674,345.80518,345.8222,345.82233,346.82275,346.8229,2.0,1.4158584,348.23877,350.59,3.7676115,350.59064,353.5716
46,46,3,32,1.365,1,0,16,1.0,45.0,354.15253,355.07184,355.0889,355.089,356.08865,356.0888,2.0,1.133694,357.2225,359.85556,3.7673109,359.85623,361.2232
47,47,2,16,0.5575,1,0,1,1.0,46.0,361.73282,362.72186,362.739,362.73914,363.73868,363.73883,2.0,0.8503378,364.58917,367.5057,3.767405,367.50635,368.06537
