Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,2,4,2,1,2,2.422500e+00
2,8,2,1,1,2,2.422500e+00
3,8,2,1,0,5.000000e-01,2.422500e+00
4,2,4,3,1,3.500000e+00,4.037500e+00
5,2,4,1,1,5.000000e-01,8.882500e+00
6,8,0,3,0,3.500000e+00,8.075000e-01
7,2,8,2,0,2,8.075000e-01
8,0,4,1,0,5.000000e-01,8.075000e-01
9,0,2,2,0,2,2.422500e+00
10,0,2,2,1,2,8.075000e-01
11,2,8,2,1,5.000000e-01,8.075000e-01
12,8,0,1,1,2,4.037500e+00
13,8,4,1,1,5.000000e-01,2.422500e+00
14,2,8,3,1,5.000000e-01,2.422500e+00
15,0,4,3,1,5.000000e-01,8.075000e-01
16,4,8,1,0,2,8.075000e-01
17,2,0,1,0,2,2.422500e+00
18,4,8,2,1,5.000000e-01,7.267500e+00
19,8,2,2,1,5.000000e-01,8.075000e-01
20,0,4,1,1,3.500000e+00,8.075000e-01
21,8,2,3,1,5.000000e-01,8.075000e-01
22,8,0,2,0,5.000000e-01,5.652500e+00
23,0,2,3,0,2,8.075000e-01
24,8,4,2,0,5.000000e-01,8.075000e-01
25,0,4,3,0,5.000000e-01,5.652500e+00
26,2,4,2,0,3.500000e+00,8.075000e-01
27,8,2,1,0,5.000000e-01,8.075000e-01
28,8,4,3,1,2,2.422500e+00
29,8,0,2,1,5.000000e-01,4.037500e+00
30,8,2,1,1,2,8.075000e-01
31,4,8,3,0,5.000000e-01,2.422500e+00
32,8,2,2,0,2,7.267500e+00
33,0,8,3,1,5.000000e-01,2.422500e+00
34,8,2,3,0,5.000000e-01,2.422500e+00
35,0,4,2,1,2,8.075000e-01
36,0,8,1,0,5.000000e-01,8.075000e-01
37,4,2,1,0,5.000000e-01,8.075000e-01
38,8,2,3,0,2,8.075000e-01
39,0,2,3,1,2,4.037500e+00
40,0,4,2,0,5.000000e-01,4.037500e+00
41,0,2,1,1,5.000000e-01,8.075000e-01
42,4,2,3,0,5.000000e-01,8.075000e-01
