TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,4,8,1,0,5.000000e-01,8.075000e-01,1.0,0.0,4.0163293,1.0,4,5.56147,low,1.5451411,1.4548589,6.0806813,9.266261,9.268234,11.269809,7.2534795,11.270266,12.073257
2,2,4,8,3,1,2,8.075000e-01,1.0,1.0,12.260269,2.0,8,13.711399,high,1.4511306,1.5488694,14.231242,19.010565,19.012533,21.014109,8.75384,21.014503,21.81802
3,3,4,8,2,0,5.000000e-01,8.075000e-01,1.0,2.0,21.928518,1.0,4,23.527603,low,1.5990859,1.4009141,24.047554,27.178238,27.180115,29.18187,7.2533526,29.182251,29.986969
4,4,8,0,1,1,5.000000e-01,8.075000e-01,1.0,3.0,29.993292,2.0,0,32.0948,low,2.1015067,0.8984932,32.614113,35.243896,35.24402,37.246094,7.2528014,37.246506,38.05119
5,5,4,0,1,0,5.000000e-01,8.075000e-01,1.0,4.0,38.05466,2.0,0,39.694798,low,1.6401392,1.3598608,40.214333,43.304943,43.305065,45.306614,7.2519555,45.30702,46.11288
6,6,0,8,1,0,2,8.075000e-01,1.0,5.0,46.11733,1.0,0,47.527424,low,1.4100956,1.5899044,48.047558,52.86777,52.867893,54.869827,8.752499,54.87022,55.674496
7,7,8,2,1,1,3.500000e+00,2.422500e+00,1.0,6.0,55.67897,2.0,2,57.82803,low,2.14906,0.85094,58.346928,63.929367,63.931572,65.93475,10.255788,65.93516,68.35122
8,8,4,0,3,1,2,8.075000e-01,1.0,7.0,68.540115,1.0,4,70.011345,high,1.471227,1.528773,70.531845,75.29089,75.29286,77.2944,8.754289,77.29481,78.09788
9,9,2,8,3,1,5.000000e-01,4.037500e+00,1.0,8.0,78.28632,2.0,8,80.111336,high,1.82501,1.17499,80.63055,83.53692,83.53732,85.53984,7.253519,85.540245,89.574905
10,10,4,2,3,0,5.000000e-01,2.422500e+00,1.0,9.0,89.76345,1.0,4,91.69457,high,1.9311242,1.0688758,92.213585,95.014465,95.01641,97.01868,7.2552266,97.01908,99.436134
11,11,0,2,3,0,2,4.037500e+00,1.0,10.0,99.624985,2.0,2,101.0611,high,1.4361072,1.5638928,101.58107,106.375694,106.37611,108.37814,8.753154,108.378525,112.412674
12,12,4,8,2,1,5.000000e-01,8.075000e-01,1.0,11.0,112.52791,1.0,4,114.04459,low,1.5166829,1.4833171,114.56421,117.778755,117.78089,119.78398,7.2560687,119.784386,120.58563
13,13,2,8,1,0,2,8.075000e-01,1.0,12.0,120.59059,1.0,2,122.24406,low,1.6534652,1.3465348,122.76356,127.34134,127.34326,129.34593,8.755341,129.34631,130.14848
14,14,4,0,1,1,5.000000e-01,2.422500e+00,1.0,13.0,130.15295,2.0,0,132.2111,low,2.0581434,0.9418566,132.73088,135.40405,135.40417,137.40555,7.2525945,137.40594,139.82698
15,15,2,0,2,1,5.000000e-01,5.652500e+00,1.0,14.0,139.94247,1.0,2,142.06136,high,2.118893,0.8811072,142.58003,145.1925,145.19446,147.19658,7.254103,147.19696,152.84506
16,16,8,2,2,0,3.500000e+00,2.422500e+00,1.0,15.0,152.96158,2.0,2,154.66087,low,1.6992995,1.3007005,155.18018,161.21123,161.21301,163.21481,10.253248,163.21521,165.6351
17,17,8,0,3,0,5.000000e-01,8.075000e-01,1.0,16.0,165.8243,1.0,8,167.47746,high,1.6531706,1.3468294,167.99664,171.07545,171.07742,173.08069,7.256385,173.08107,173.88216
18,18,8,2,3,0,5.000000e-01,8.075000e-01,1.0,17.0,174.06946,1.0,8,175.71094,high,1.6414688,1.3585312,176.23103,179.3203,179.32072,181.32292,7.2534566,181.32332,182.12643
19,19,2,8,2,1,5.000000e-01,8.882500e+00,1.0,18.0,182.24269,1.0,2,184.04459,low,1.8018929,1.1981071,184.56435,187.49393,187.49582,189.49817,7.255487,189.49858,198.3747
20,20,0,4,2,1,5.000000e-01,2.422500e+00,1.0,19.0,198.49329,2.0,4,200.44487,high,1.9515741,1.0484259,200.96426,203.74341,203.7438,205.74686,7.25356,205.74724,208.16614
21,21,0,2,1,1,5.000000e-01,2.422500e+00,1.0,20.0,208.17093,1.0,0,209.64479,low,1.4738654,1.5261346,210.16313,213.42145,213.42157,215.42296,7.2520256,215.42334,217.844
22,22,0,2,3,1,5.000000e-01,4.037500e+00,1.0,21.0,218.03241,2.0,2,219.34416,high,1.3117437,1.6882563,219.8652,223.28279,223.28479,225.28653,7.254117,225.28693,229.32074
23,23,8,2,3,0,5.000000e-01,5.652500e+00,1.0,22.0,229.51013,1.0,8,231.34389,high,1.8337536,1.1662464,231.8637,234.76076,234.76266,236.76479,7.254648,236.76518,242.41283
24,24,2,4,2,1,2,8.075000e-01,1.0,23.0,242.53143,2.0,4,244.7946,high,2.263161,0.7368391,245.31352,249.28099,249.28288,251.28586,8.754414,251.28624,252.08984
25,25,8,4,3,0,2,8.075000e-01,1.0,24.0,252.27963,1.0,8,254.04399,high,1.7643673,1.2356327,254.5631,259.02972,259.03165,261.03387,8.754251,261.03427,261.83752
26,26,2,4,3,1,2,2.422500e+00,1.0,25.0,262.02536,2.0,4,263.56033,high,1.5349958,1.4650042,264.08096,268.77542,268.77744,270.77942,8.754085,270.77982,273.19888
27,27,0,8,2,1,3.500000e+00,8.075000e-01,1.0,26.0,273.3157,2.0,8,275.51062,high,2.1948943,0.8051057,276.0303,281.5664,281.5683,283.57095,10.255229,283.57132,284.37344
28,28,8,2,2,1,2,2.422500e+00,1.0,27.0,284.48862,2.0,2,286.4943,low,2.0056822,0.9943178,287.01373,291.23996,291.24036,293.24268,8.754069,293.2431,295.66183
29,29,0,2,1,0,2,8.075000e-01,1.0,28.0,295.66678,1.0,0,297.09384,low,1.427072,1.572928,297.61334,302.41812,302.41824,304.42047,8.753695,304.42087,305.2248
30,30,4,2,1,0,5.000000e-01,7.267500e+00,1.0,29.0,305.22977,2.0,2,306.7937,low,1.5639327,1.4360673,307.31412,310.47952,310.4815,312.48398,7.2542295,312.48438,319.74844
31,31,0,4,2,0,2,4.037500e+00,1.0,30.0,319.86493,2.0,4,321.3101,high,1.4451666,1.5548334,321.83017,326.61487,326.6166,328.6187,8.753785,328.6191,332.65408
32,32,8,2,2,0,2,8.075000e-01,1.0,31.0,332.76794,2.0,2,334.8774,low,2.10949,0.8905101,335.39645,339.51834,339.51877,341.5208,8.752887,341.5212,342.32587
33,33,0,2,2,0,5.000000e-01,8.075000e-01,1.0,32.0,342.43915,2.0,2,343.9273,high,1.4881722,1.5118278,344.44614,347.69,347.69043,349.69254,7.2533836,349.69296,350.4978
34,34,8,2,1,1,5.000000e-01,7.267500e+00,1.0,33.0,350.5021,2.0,2,351.94455,low,1.4424376,1.5575624,352.46332,355.7529,355.7551,357.75745,7.255343,357.75784,365.0199
35,35,0,8,2,0,2,8.075000e-01,1.0,34.0,365.13525,2.0,8,367.54416,high,2.4089077,0.5910923,368.06287,371.88574,371.8875,373.88992,8.754662,373.89032,374.69293
36,36,8,0,3,1,5.000000e-01,4.037500e+00,1.0,35.0,374.88385,1.0,8,376.31064,high,1.4267734,1.5732266,376.83124,380.13434,380.1366,382.13974,7.255885,382.14014,386.1729
37,37,0,4,3,0,5.000000e-01,2.422500e+00,1.0,36.0,386.36353,2.0,4,387.79395,high,1.4304374,1.5695626,388.3129,391.61313,391.61508,393.61786,7.254343,393.61826,396.03644
38,38,2,8,3,1,5.000000e-01,2.422500e+00,1.0,37.0,396.2252,2.0,8,397.5273,high,1.3021379,1.6978621,398.04688,401.47452,401.47647,403.47827,7.253097,403.47867,405.89853
39,39,4,8,1,1,2,8.075000e-01,1.0,38.0,405.9039,1.0,4,407.86002,low,1.9560972,1.0439028,408.38022,412.65372,412.65598,414.65817,8.754261,414.65857,415.46204
40,40,4,2,2,0,5.000000e-01,8.075000e-01,1.0,39.0,415.57535,2.0,2,417.97702,low,2.4016652,0.59833467,418.49695,420.82526,420.827,422.82874,7.2534003,422.82913,423.6334
41,41,2,8,1,0,2,8.075000e-01,1.0,40.0,423.63895,1.0,2,425.3933,low,1.7543525,1.2456475,425.9132,430.3891,430.39102,432.3946,8.755633,432.395,433.19598
42,42,2,4,1,1,3.500000e+00,2.422500e+00,1.0,41.0,433.19916,1.0,2,434.99377,low,1.7945971,1.2054029,435.5133,441.44937,441.45135,443.45282,10.253652,443.45322,445.8714
