TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,9,3,3,8.075000e-01,2.422500e+00,1.0,0.0,2.6002526e-06,0.0105021,4.200747,1.0,5.8533564,1.6526093,5.9537916,3.4698906,9.425364,1.0,9.425515,10.032966,5.832218,10.03316,10.843127,--
2,2,3,1,3,8.075000e-01,2.422500e+00,1.0,1.0,--,--,10.84893,2.0,11.986614,1.1376842,12.087024,3.9848158,16.073133,8.0,16.073252,16.678284,5.8293543,16.678434,17.488062,--
3,3,2,1,2,8.075000e-01,1.615000e+00,1.0,2.0,--,--,17.489891,1.0,18.53681,1.0469187,18.637161,3.2680812,21.907022,5.0,21.907154,22.513897,5.0240064,22.51405,23.323254,--
4,4,4,2,1,2.422500e+00,1.615000e+00,1.0,3.0,--,--,23.336298,2.0,24.486767,1.1504675,24.587135,3.1645324,27.754145,1.0,27.754261,28.359995,5.0236964,28.36015,30.784595,--
5,5,5,2,2,4.037500e+00,1.615000e+00,1.0,4.0,--,--,30.794888,2.0,31.420029,0.6251407,31.520386,3.6898594,35.211174,5.0,35.211292,35.81587,5.02098,35.816013,39.856956,--
6,6,4,2,1,4.037500e+00,2.422500e+00,1.0,5.0,--,--,39.867493,2.0,41.220234,1.3527423,41.320618,3.7697577,45.09225,1.0,45.09237,45.69782,5.830328,45.69797,49.73735,--
7,7,4,2,1,8.075000e-01,1.615000e+00,1.0,6.0,--,--,49.74834,2.0,50.88655,1.1382099,50.986935,3.17679,54.166416,4.0,54.166534,54.77153,5.023187,54.77168,55.58163,--
8,8,3,1,3,8.075000e-01,8.075000e-01,1.0,7.0,--,--,55.58454,1.0,57.336464,1.7519202,57.436863,1.7555798,59.19419,4.0,59.19431,59.799133,4.2145896,59.799282,60.6094,--
9,9,7,3,1,2.422500e+00,8.075000e-01,1.0,8.0,--,--,60.79563,2.0,62.13697,1.3413388,62.237297,2.1661613,64.40589,2.0,64.40601,65.01226,4.2166286,65.01243,67.436844,--
10,10,1,1,1,8.075000e-01,2.422500e+00,1.0,9.0,--,--,67.44024,2.0,68.4867,1.0464613,68.58706,4.076039,72.6649,2.0,72.66502,73.2699,5.8296537,73.27004,74.07944,--
