TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,6,2,3,8.075000e-01,2.422500e+00,1.0,0.0,2.7000206e-06,0.0095529,4.027034,1.0,5.1771264,1.1500928,5.2775483,3.972407,9.251739,2.0,9.251889,9.859364,5.8323293,9.859557,10.668806,--
2,2,3,1,3,8.075000e-01,2.422500e+00,1.0,1.0,--,--,10.676029,2.0,11.510193,0.8341634,11.610579,4.2883368,15.901181,8.0,15.901304,16.50677,5.8307395,16.506918,17.316835,--
3,3,7,3,1,2.422500e+00,2.422500e+00,1.0,2.0,--,--,17.337519,2.0,18.576777,1.239258,18.67716,3.883242,22.56279,1.0,22.562912,23.1695,5.8319817,23.169659,25.594772,--
4,4,1,1,1,2.422500e+00,1.615000e+00,1.0,3.0,--,--,25.597708,2.0,26.226803,0.6290942,26.327162,3.6859057,30.01416,4.0,30.014286,30.619871,5.022163,30.620024,33.04434,--
5,5,6,2,3,4.037500e+00,2.422500e+00,1.0,4.0,--,--,33.05831,1.0,33.893604,0.835291,33.99397,4.287209,38.283703,4.0,38.283825,38.88883,5.830518,38.888977,42.928764,--
6,6,3,1,3,8.075000e-01,1.615000e+00,1.0,5.0,--,--,42.931755,2.0,43.56015,0.6283942,43.66054,3.6866057,47.348373,7.0,47.348488,47.95307,5.021315,47.95322,48.762886,--
7,7,5,2,2,5.652500e+00,8.075000e-01,1.0,6.0,--,--,48.77442,1.0,49.51023,0.7358095,49.610607,2.7716906,52.38471,5.0,52.384827,52.991825,4.217403,52.991978,58.64683,--
8,8,7,3,1,8.075000e-01,1.615000e+00,1.0,7.0,--,--,58.65478,2.0,59.2775,0.6227188,59.377876,3.6922812,63.072254,3.0,63.072372,63.678825,5.0240436,63.678978,64.48815,--
9,9,9,3,3,8.075000e-01,2.422500e+00,1.0,8.0,--,--,64.49466,1.0,65.32676,0.8321028,65.42713,4.290397,69.71982,1.0,69.71995,70.32487,5.8302116,70.32502,71.13464,--
10,10,8,3,2,8.075000e-01,8.075000e-01,1.0,9.0,--,--,71.14082,1.0,71.77697,0.6361421,71.87734,2.871358,74.75188,5.0,74.752,75.356705,4.215881,75.356865,76.166145,--
11,11,7,3,1,8.075000e-01,1.615000e+00,1.0,10.0,--,--,76.17268,1.0,76.794586,0.6218962,76.89497,3.6931038,80.59054,8.0,80.59066,81.19589,5.023202,81.196045,82.00587,--
12,12,9,3,3,8.882500e+00,1.615000e+00,1.0,11.0,--,--,82.01247,1.0,82.74332,0.7308497,82.84371,3.5841503,86.4305,1.0,86.43062,87.035965,5.023495,87.03612,95.920685,--
13,13,9,3,3,7.267500e+00,2.422500e+00,1.0,12.0,--,--,95.92726,1.0,96.77688,0.8496156,96.87727,4.2728844,101.15181,3.0,101.15193,101.75553,5.8282676,101.75568,109.02481,--
14,14,3,1,3,5.652500e+00,1.615000e+00,1.0,13.0,--,--,109.027756,1.0,109.87683,0.849073,109.97721,3.465927,113.4448,3.0,113.44492,114.04888,5.02112,114.049034,119.70384,--
15,15,6,2,3,8.075000e-01,2.422500e+00,1.0,14.0,--,--,119.715195,1.0,120.5602,0.8450118,120.66058,4.277488,124.93966,2.0,124.93978,125.54386,5.828669,125.544014,126.35334,--
16,16,3,1,3,8.075000e-01,8.075000e-01,1.0,15.0,--,--,126.35637,1.0,126.9784,0.6220328,127.07877,2.8854673,129.96652,4.0,129.96664,130.57083,4.2144613,130.57098,131.38036,--
