Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,2,2,1,2,8.075000e-01
2,2,0,1,0,5.000000e-01,8.075000e-01
3,0,4,2,1,2,4.037500e+00
4,8,2,2,1,5.000000e-01,2.422500e+00
5,8,0,2,0,2,8.075000e-01
6,2,4,3,0,5.000000e-01,2.422500e+00
7,4,8,1,0,5.000000e-01,8.075000e-01
8,2,8,1,0,2,8.075000e-01
9,8,4,3,0,2,2.422500e+00
10,8,2,2,0,2,8.075000e-01
11,2,4,3,1,3.500000e+00,8.882500e+00
12,0,4,3,0,5.000000e-01,8.075000e-01
13,2,8,3,1,2,7.267500e+00
14,8,0,3,1,5.000000e-01,8.075000e-01
15,8,2,1,1,2,2.422500e+00
16,8,2,1,1,2,4.037500e+00
17,8,0,3,0,5.000000e-01,8.075000e-01
18,4,0,1,0,5.000000e-01,2.422500e+00
19,0,8,1,0,5.000000e-01,2.422500e+00
20,8,4,1,1,5.000000e-01,2.422500e+00
21,4,8,3,1,5.000000e-01,8.075000e-01
22,8,2,3,0,2,7.267500e+00
23,2,0,3,0,5.000000e-01,2.422500e+00
24,8,2,3,1,2,8.075000e-01
25,4,8,2,0,5.000000e-01,5.652500e+00
26,0,4,1,1,2,4.037500e+00
27,2,4,2,0,5.000000e-01,8.075000e-01
28,8,2,2,1,5.000000e-01,8.075000e-01
29,0,4,3,1,5.000000e-01,8.075000e-01
30,0,2,1,1,5.000000e-01,5.652500e+00
31,8,2,1,0,3.500000e+00,8.075000e-01
32,0,2,3,1,5.000000e-01,2.422500e+00
33,8,0,1,1,5.000000e-01,8.075000e-01
34,2,8,3,0,3.500000e+00,8.075000e-01
35,8,4,2,1,2,2.422500e+00
36,2,8,2,0,2,4.037500e+00
37,8,0,2,1,3.500000e+00,8.075000e-01
38,0,2,2,0,5.000000e-01,8.075000e-01
39,2,4,1,0,2,4.037500e+00
40,4,0,2,0,5.000000e-01,8.075000e-01
41,0,2,2,1,5.000000e-01,8.075000e-01
42,2,4,1,1,5.000000e-01,2.422500e+00
