TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,4,2,2,0,5.000000e-01,2.422500e+00,1.0,0.0,4.1236954,1.0,4,5.5445585,high,1.4208629,1.5791371,6.063397,9.374732,9.376681,11.379374,7.255678,11.379832,13.796088
2,2,2,0,2,1,2,8.075000e-01,1.0,1.0,13.910067,1.0,2,15.194168,high,1.2841016,1.7158984,15.714078,20.66023,20.662136,22.664732,8.754664,22.665112,23.46842
3,3,0,4,2,1,5.000000e-01,8.075000e-01,1.0,2.0,23.581844,2.0,4,25.127136,high,1.5452923,1.4547077,25.64725,28.83281,28.833218,30.835747,7.2539034,30.836124,31.640532
4,4,8,4,2,0,5.000000e-01,4.037500e+00,1.0,3.0,31.75266,1.0,8,33.19395,high,1.4412923,1.5587077,33.71412,37.002758,37.004536,39.007446,7.2547855,39.00783,43.040764
5,5,2,8,2,1,5.000000e-01,8.075000e-01,1.0,4.0,43.154602,1.0,2,44.56127,low,1.4066675,1.5933325,45.08102,48.405746,48.407604,50.409412,7.254807,50.40981,51.212826
6,6,0,4,3,0,5.000000e-01,8.075000e-01,1.0,5.0,51.226997,2.0,4,52.644222,high,1.417224,1.582776,53.16383,56.476543,56.478294,58.480198,7.2532005,58.48059,59.28481
7,7,2,8,2,1,5.000000e-01,8.075000e-01,1.0,6.0,59.400013,2.0,8,60.82776,high,1.4277449,1.5722551,61.34645,64.650665,64.65278,66.65524,7.2552314,66.655655,67.456764
8,8,2,0,2,0,5.000000e-01,2.422500e+00,1.0,7.0,67.56925,1.0,2,68.87771,high,1.3084606,1.6915394,69.39741,72.819756,72.82156,74.82369,7.2544427,74.82407,77.24136
9,9,4,2,1,0,5.000000e-01,8.075000e-01,1.0,8.0,77.24698,1.0,4,78.56086,high,1.3138856,1.6861144,79.08122,82.49782,82.49981,84.50179,7.2548165,84.502174,85.30486
10,10,2,4,2,1,5.000000e-01,2.422500e+00,1.0,9.0,85.41927,1.0,2,86.62873,low,1.2094604,1.7905396,87.147026,90.66915,90.67106,92.67374,7.254461,92.67411,95.09194
11,11,8,4,1,1,5.000000e-01,2.422500e+00,1.0,10.0,95.096405,1.0,8,96.778114,high,1.6817096,1.3182904,97.29804,100.346466,100.348526,102.3518,7.2553935,102.35218,104.76894
12,12,8,2,1,1,2,2.422500e+00,1.0,11.0,104.7722,2.0,2,106.11096,low,1.338759,1.661241,106.62997,111.522804,111.5232,113.52579,8.753584,113.52618,115.94588
13,13,2,8,1,0,5.000000e-01,4.037500e+00,1.0,12.0,115.95041,1.0,2,117.31039,low,1.3599833,1.6400167,117.83018,121.20078,121.203026,123.205795,7.2553916,123.20618,127.23846
14,14,4,8,1,0,2,8.075000e-01,1.0,13.0,127.24174,1.0,4,128.66096,low,1.4192314,1.5807686,129.18098,133.99258,133.99301,135.99493,8.75319,135.99532,136.80037
15,15,2,8,1,0,2,7.267500e+00,1.0,14.0,136.80363,2.0,8,138.14406,high,1.3404137,1.6595863,138.66405,143.55339,143.5538,145.55682,8.75319,145.5572,152.82182
16,16,0,2,3,0,2,8.075000e-01,1.0,15.0,152.83617,2.0,2,154.21089,high,1.3747226,1.6252774,154.72916,159.58636,159.58838,161.59158,8.755422,161.59196,162.39407
17,17,8,0,1,0,3.500000e+00,2.422500e+00,1.0,16.0,162.39938,1.0,8,164.61052,high,2.2111292,0.7888707,165.13019,170.65025,170.65213,172.65622,10.256833,172.6566,175.07193
18,18,0,4,1,0,3.500000e+00,8.075000e-01,1.0,17.0,175.07635,1.0,0,176.22766,low,1.1512952,1.8487048,176.7471,183.32585,183.32596,185.32782,10.251458,185.3282,186.13356
19,19,0,4,2,0,2,8.075000e-01,1.0,18.0,186.24698,2.0,4,187.62724,high,1.3802755,1.6197245,188.14735,192.99754,192.99931,195.00185,8.754868,195.00221,195.80457
20,20,2,4,1,1,5.000000e-01,8.075000e-01,1.0,19.0,195.8089,2.0,4,197.14363,high,1.334732,1.665268,197.6633,201.05965,201.06168,203.0643,7.2554045,203.0647,203.86624
21,21,4,8,3,1,5.000000e-01,8.075000e-01,1.0,20.0,203.88094,2.0,8,205.16069,high,1.2797472,1.7202528,205.68011,209.13185,209.13408,211.13687,7.25593,211.13728,211.93968
22,22,8,0,3,0,5.000000e-01,8.075000e-01,1.0,21.0,211.95326,2.0,0,213.69379,low,1.7405246,1.2594754,214.21405,217.2037,217.20383,219.20586,7.252597,219.20624,220.01086
23,23,8,0,3,1,2,4.037500e+00,1.0,22.0,220.02148,1.0,8,221.14415,high,1.1226549,1.8773451,221.66331,226.77185,226.77225,228.77487,8.7533865,228.77527,232.80956
24,24,2,4,3,1,5.000000e-01,2.422500e+00,1.0,23.0,232.82314,1.0,2,234.1104,low,1.2872659,1.7127341,234.63013,238.0739,238.0743,240.07657,7.253441,240.07695,242.49506
25,25,8,0,1,1,5.000000e-01,8.075000e-01,1.0,24.0,242.50058,2.0,0,244.194,low,1.693424,1.306576,244.71422,247.75055,247.75067,249.75201,7.251431,249.7524,250.55757
26,26,4,0,1,1,2,2.422500e+00,1.0,25.0,250.56091,1.0,4,251.81186,high,1.2509452,1.7490548,252.33006,257.31088,257.31284,259.31586,8.754963,259.31625,261.7339
27,27,8,2,1,1,2,5.652500e+00,1.0,26.0,261.73846,1.0,8,262.84348,high,1.1050098,1.8949902,263.3642,268.4899,268.49033,270.49286,8.754396,270.49326,276.1419
28,28,2,8,3,0,5.000000e-01,8.075000e-01,1.0,27.0,276.15604,1.0,2,277.29364,low,1.137596,1.862404,277.8141,281.4069,281.4088,283.4117,7.2556787,283.41214,284.2149
29,29,0,4,3,1,5.000000e-01,7.267500e+00,1.0,28.0,284.2282,2.0,4,285.61075,high,1.3825433,1.6174567,286.12927,289.47858,289.48044,291.4829,7.2547145,291.4833,298.74588
30,30,0,8,2,0,3.500000e+00,4.037500e+00,1.0,29.0,298.8603,1.0,0,300.16046,low,1.300167,1.699833,300.68,307.1109,307.11102,309.11258,10.25229,309.11298,313.14807
31,31,2,8,3,1,2,8.075000e-01,1.0,30.0,313.1613,2.0,8,314.4603,high,1.2990057,1.7009943,314.98013,319.91196,319.91235,321.91507,8.753782,321.91544,322.71893
32,32,2,0,3,1,2,2.422500e+00,1.0,31.0,322.7311,1.0,2,323.8768,high,1.1456811,1.8543189,324.3971,329.48105,329.48145,331.48392,8.752815,331.4843,333.9034
33,33,8,4,3,0,2,8.075000e-01,1.0,32.0,333.9173,2.0,4,335.39355,low,1.4762434,1.5237566,335.91312,340.66678,340.66855,342.671,8.753671,342.67136,343.47495
34,34,2,8,2,0,5.000000e-01,8.075000e-01,1.0,33.0,343.58865,1.0,2,345.14395,low,1.5553074,1.4446926,345.66415,348.83896,348.8407,350.84393,7.2552996,350.84433,351.64548
35,35,8,2,3,0,2,2.422500e+00,1.0,34.0,351.6602,2.0,2,352.91006,low,1.2498527,1.7501473,353.43027,358.41092,358.41266,360.4151,8.7549095,360.4155,362.83282
36,36,2,0,1,1,3.500000e+00,5.652500e+00,1.0,35.0,362.83826,1.0,2,364.4272,high,1.588933,1.411067,364.94635,371.08893,371.09088,373.09393,10.255688,373.0943,378.74094
37,37,4,8,2,1,5.000000e-01,8.075000e-01,1.0,36.0,378.85446,2.0,8,380.37726,high,1.5227987,1.4772013,380.8964,384.10513,384.107,386.1098,7.2553563,386.11017,386.91196
38,38,2,8,2,0,2,2.422500e+00,1.0,37.0,387.02057,1.0,2,388.12744,low,1.1068996,1.8931004,388.6472,393.77097,393.7727,395.77448,8.753931,395.77487,398.19394
39,39,2,4,3,0,2,8.882500e+00,1.0,38.0,398.21854,2.0,4,399.7601,high,1.54159,1.45841,400.28143,404.96997,404.9719,406.97495,8.756436,406.97534,415.85068
40,40,0,8,2,1,5.000000e-01,8.075000e-01,1.0,39.0,415.9643,2.0,8,417.50952,high,1.545206,1.454794,418.02975,421.21463,421.21655,423.21997,7.255679,423.22037,424.02194
41,41,0,2,1,0,5.000000e-01,4.037500e+00,1.0,40.0,424.02655,1.0,0,425.42725,low,1.4007043,1.5992957,425.9472,429.27734,429.27747,431.27887,7.2523046,431.27924,435.31454
42,42,2,8,3,1,5.000000e-01,8.075000e-01,1.0,41.0,435.32898,2.0,8,436.69406,high,1.3650908,1.6349092,437.2132,440.57935,440.5814,442.5838,7.2548356,442.5842,443.38693
