onset	duration	trial_type	response_time	Endowment	Endowment_pmod	Decision	Decision_pmod	Offer_pmod
4.586026	2	cue_social	n/a	32	8	n/a	n/a	n/a
4.586026	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
13.852764	2	cue_social	n/a	32	8	n/a	n/a	n/a
13.852764	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
20.619110	2	cue_nonsocial	n/a	16	-9	n/a	n/a	n/a
20.619110	2	cue_nonsocial_low	n/a	16	-8	n/a	n/a	n/a
27.527327	2	cue_social	n/a	16	-8	n/a	n/a	n/a
27.527327	2	cue_social_low	n/a	16	-9	n/a	n/a	n/a
34.354140	2	cue_social	n/a	32	8	n/a	n/a	n/a
34.354140	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
41.935646	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
41.935646	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
52.858310	2	cue_social	n/a	32	8	n/a	n/a	n/a
52.858310	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
59.635590	2	cue_nonsocial	n/a	16	-9	n/a	n/a	n/a
59.635590	2	cue_nonsocial_low	n/a	16	-8	n/a	n/a	n/a
68.885350	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
68.885350	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
75.768100	2	cue_social	n/a	32	8	n/a	n/a	n/a
75.768100	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
84.968910	2	cue_nonsocial	n/a	16	-9	n/a	n/a	n/a
84.968910	2	cue_nonsocial_low	n/a	16	-8	n/a	n/a	n/a
91.801994	2	cue_nonsocial	n/a	16	-9	n/a	n/a	n/a
91.801994	2	cue_nonsocial_low	n/a	16	-8	n/a	n/a	n/a
98.719480	2	cue_social	n/a	32	8	n/a	n/a	n/a
98.719480	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
107.885475	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
107.885475	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
115.535645	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
115.535645	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
122.449490	2	cue_social	n/a	32	8	n/a	n/a	n/a
122.449490	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
130.065890	2	cue_social	n/a	16	-8	n/a	n/a	n/a
130.065890	2	cue_social_low	n/a	16	-9	n/a	n/a	n/a
137.739290	2	cue_social	n/a	32	8	n/a	n/a	n/a
137.739290	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
144.502380	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
144.502380	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
151.335500	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
151.335500	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
158.168800	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
158.168800	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
169.150440	2	cue_social	n/a	16	-8	n/a	n/a	n/a
169.150440	2	cue_social_low	n/a	16	-9	n/a	n/a	n/a
176.725370	2	cue_social	n/a	16	-8	n/a	n/a	n/a
176.725370	2	cue_social_low	n/a	16	-9	n/a	n/a	n/a
183.566040	2	cue_social	n/a	32	8	n/a	n/a	n/a
183.566040	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
191.168470	2	cue_nonsocial	n/a	16	-9	n/a	n/a	n/a
191.168470	2	cue_nonsocial_low	n/a	16	-8	n/a	n/a	n/a
198.050630	2	cue_social	n/a	16	-8	n/a	n/a	n/a
198.050630	2	cue_social_low	n/a	16	-9	n/a	n/a	n/a
205.652770	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
205.652770	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
212.553440	2	cue_social	n/a	16	-8	n/a	n/a	n/a
212.553440	2	cue_social_low	n/a	16	-9	n/a	n/a	n/a
219.318820	2	cue_nonsocial	n/a	16	-9	n/a	n/a	n/a
