Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,8,1,0,2,8.075000e-01
2,0,4,3,0,5.000000e-01,5.652500e+00
3,0,8,1,1,2,4.037500e+00
4,8,0,3,0,5.000000e-01,2.422500e+00
5,8,4,3,0,2,7.267500e+00
6,0,2,1,1,2,4.037500e+00
7,0,8,3,1,5.000000e-01,2.422500e+00
8,0,4,2,0,2,8.075000e-01
9,0,2,2,0,5.000000e-01,8.075000e-01
10,0,2,2,1,3.500000e+00,8.075000e-01
11,8,2,2,1,5.000000e-01,8.075000e-01
12,2,8,1,1,5.000000e-01,2.422500e+00
13,2,4,3,1,2,8.075000e-01
14,2,4,3,0,5.000000e-01,2.422500e+00
15,8,2,1,0,5.000000e-01,8.075000e-01
16,0,8,2,0,2,8.075000e-01
17,2,0,1,0,5.000000e-01,8.882500e+00
18,8,4,3,1,2,8.075000e-01
19,4,2,2,1,2,4.037500e+00
20,0,4,1,0,5.000000e-01,8.075000e-01
21,0,4,3,1,2,8.075000e-01
22,8,0,2,1,2,8.075000e-01
23,2,8,1,0,5.000000e-01,2.422500e+00
24,8,2,2,0,5.000000e-01,8.075000e-01
25,8,2,3,0,5.000000e-01,8.075000e-01
26,2,8,2,0,3.500000e+00,7.267500e+00
27,2,8,2,1,2,4.037500e+00
28,2,4,1,1,2,8.075000e-01
29,8,2,1,1,5.000000e-01,2.422500e+00
30,2,8,3,0,5.000000e-01,2.422500e+00
31,2,0,3,0,5.000000e-01,2.422500e+00
32,4,2,2,0,3.500000e+00,8.075000e-01
33,4,2,1,0,5.000000e-01,8.075000e-01
34,0,4,1,1,5.000000e-01,2.422500e+00
35,4,0,2,1,5.000000e-01,5.652500e+00
36,4,8,1,1,3.500000e+00,8.075000e-01
37,2,8,3,1,5.000000e-01,4.037500e+00
38,0,8,1,0,5.000000e-01,8.075000e-01
39,8,4,2,1,2,2.422500e+00
40,8,4,2,0,5.000000e-01,2.422500e+00
41,0,2,3,1,5.000000e-01,8.075000e-01
42,2,8,3,1,2,8.075000e-01
