TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,2,0,1,1,5.000000e-01,8.075000e-01,1.0,0.0,4.0213127,1.0,2,5.7668414,high,1.7455288,1.2544712,6.286542,9.272039,9.275138,11.277779,7.2564664,11.278234,12.080129
2,2,0,2,3,1,2,8.075000e-01,1.0,1.0,12.101288,2.0,2,13.433765,high,1.3324775,1.6675225,13.9534025,18.852034,18.853916,20.85571,8.754422,20.856104,21.660044
3,3,0,2,3,0,5.000000e-01,5.652500e+00,1.0,2.0,21.667015,2.0,2,23.08367,high,1.4166555,1.5833445,23.603184,26.917988,26.920267,28.92312,7.2561064,28.92351,34.570213
4,4,2,4,2,1,5.000000e-01,4.037500e+00,1.0,3.0,34.691696,2.0,4,36.283344,high,1.5916499,1.4083501,36.80417,39.941967,39.94384,41.94621,7.254513,41.946594,45.979984
5,5,2,0,2,0,5.000000e-01,8.075000e-01,1.0,4.0,46.09348,1.0,2,47.60028,high,1.5068038,1.4931962,48.119213,51.34355,51.345325,53.34692,7.253442,53.347305,54.152424
6,6,4,0,3,1,5.000000e-01,4.037500e+00,1.0,5.0,54.161602,1.0,4,55.517082,high,1.3554792,1.6445208,56.03676,59.41222,59.414078,61.41588,7.2542768,61.41626,65.44945
7,7,8,2,2,1,2,8.075000e-01,1.0,6.0,65.56292,1.0,8,67.08371,high,1.5207957,1.4792043,67.603226,72.31307,72.31492,74.3168,8.753888,74.31718,75.120514
8,8,2,8,2,0,2,8.075000e-01,1.0,7.0,75.23335,2.0,8,76.8331,high,1.5997465,1.4002535,77.35234,81.984,81.98578,83.98751,8.754158,83.98793,84.7911
9,9,2,8,1,0,2,8.075000e-01,1.0,8.0,84.79429,2.0,8,86.4667,high,1.6724038,1.3275962,86.98615,91.54473,91.54671,93.5491,8.754812,93.549484,94.35307
10,10,2,0,1,0,5.000000e-01,8.075000e-01,1.0,9.0,94.356255,1.0,2,96.20044,high,1.8441895,1.1558105,96.71915,99.60654,99.60693,101.60972,7.253467,101.6101,102.414185
11,11,0,8,1,0,5.000000e-01,8.075000e-01,1.0,10.0,102.41855,2.0,8,103.91697,high,1.498421,1.501579,104.43603,107.668655,107.66905,109.6721,7.2535515,109.67248,110.47708
