TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,2,16,1.365,1,4,0,1.0,0.0,4.514769,5.5039434,5.521015,5.5211225,6.5211124,6.521289,1.0,2.0831773,8.604466,10.287845,3.7671878,10.288607,11.654355
2,2,3,16,1.365,1,8,0,1.0,1.0,12.230623,13.153933,13.171016,13.17109,14.170849,14.17099,1.0,2.3501947,16.521185,17.936829,3.7663689,17.937462,19.30379
3,3,2,32,4.595,1,0,16,1.0,2.0,19.797892,20.787148,20.804396,20.804472,21.804764,21.804903,2.0,1.9827677,23.787672,25.571716,3.7673569,25.572365,30.168238
4,4,3,32,0.5575,1,16,0,1.0,3.0,30.734987,31.653807,31.670973,31.671047,32.67174,32.671883,1.0,2.2154713,34.887356,36.438915,3.7676044,36.43959,36.999485
5,5,3,32,2.98,1,3,0,1.0,4.0,37.58009,38.48754,38.5039,38.503975,39.503845,39.503986,2.0,2.417695,41.921684,43.270702,3.767284,43.27139,46.252327
6,6,2,32,0.5575,1,0,8,1.0,5.0,46.747746,47.73726,47.754177,47.754257,48.753967,48.754112,2.0,1.7166483,50.47076,52.520752,3.7671835,52.5214,53.08081
7,7,2,32,1.365,1,2,0,1.0,6.0,53.581375,54.570557,54.58758,54.587654,55.588737,55.58888,2.0,2.364935,57.95381,59.35694,3.7685955,59.35758,60.72437
8,8,3,16,0.5575,1,2,0,1.0,7.0,61.301613,62.220547,62.237507,62.237587,63.236916,63.23706,2.0,2.500707,65.73777,67.00355,3.7670074,67.00417,67.56371
9,9,3,16,0.5575,1,1,0,1.0,8.0,68.10997,69.054276,69.07093,69.07101,70.070786,70.07092,2.0,1.9336087,72.00453,73.8387,3.7683282,73.839355,74.39884
10,10,3,32,2.98,1,3,0,1.0,9.0,74.89836,75.88758,75.90422,75.90442,76.90463,76.90478,1.0,1.9329883,78.83777,80.67209,3.7678409,80.67272,83.65354
11,11,2,32,1.365,1,0,2,1.0,10.0,84.14851,85.137085,85.15425,85.154366,86.15442,86.15456,2.0,2.016201,88.17076,89.920715,3.7667086,89.92137,91.28778
12,12,2,32,0.5575,1,8,0,1.0,11.0,91.79809,92.786896,92.80423,92.804306,93.80482,93.80497,1.0,2.183035,95.988,97.57089,3.7664826,97.571556,98.13092
