TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,3,1,3,4.037500e+00,1.615000e+00,1.0,0.0,2.5000045e-06,0.0101937,4.0165577,2.0,5.46574,1.4491825,5.566108,2.8658175,8.433947,8.0,8.434085,9.041986,5.025429,9.042167,13.08185,--
2,2,3,1,3,2.422500e+00,2.422500e+00,1.0,1.0,--,--,13.083843,2.0,13.615455,0.5316117,13.715757,4.5908885,18.308481,8.0,18.308594,18.91398,5.830137,18.914112,21.338982,--
3,3,7,3,1,8.075000e-01,8.075000e-01,1.0,2.0,--,--,21.347511,2.0,22.69888,1.3513666,22.799215,2.1561334,24.957937,4.0,24.95804,25.566788,4.219276,25.566935,26.376997,--
4,4,7,3,1,2.422500e+00,1.615000e+00,1.0,3.0,--,--,26.38201,2.0,27.832241,1.4502316,27.93258,2.8647685,30.799345,2.0,30.79945,31.40397,5.021961,31.40412,33.829494,--
5,5,1,1,1,8.075000e-01,1.615000e+00,1.0,4.0,--,--,33.833828,1.0,34.365517,0.5316894,34.46583,3.7833107,38.251747,8.0,38.251854,38.85652,5.022692,38.856678,39.666836,--
6,6,4,2,1,5.652500e+00,1.615000e+00,1.0,5.0,--,--,39.681915,1.0,40.832447,1.1505297,40.932877,3.1644702,44.10092,6.0,44.10103,44.706345,5.0244255,44.70649,50.36085,--
7,7,4,2,1,2.422500e+00,2.422500e+00,1.0,6.0,--,--,50.371487,2.0,50.799026,0.4275387,50.89932,4.694961,55.595955,4.0,55.596066,56.206734,5.835248,56.206882,58.6318,--
8,8,9,3,3,2.422500e+00,2.422500e+00,1.0,7.0,--,--,58.637497,2.0,59.165413,0.5279177,59.265724,4.594582,63.86171,9.0,63.861816,64.46893,5.8314395,64.469086,66.89384,--
9,9,6,2,3,8.075000e-01,2.422500e+00,1.0,8.0,--,--,66.905754,2.0,67.332436,0.426684,67.43274,4.695816,72.13056,9.0,72.13066,72.73592,5.8301725,72.73607,73.54552,--
10,10,2,1,2,8.075000e-01,2.422500e+00,1.0,9.0,--,--,73.54866,1.0,74.69881,1.1501497,74.79925,3.9723504,78.77386,5.0,78.773964,79.38095,5.832288,79.38108,80.1909,--
11,11,9,3,3,4.037500e+00,1.615000e+00,1.0,10.0,--,--,80.19705,1.0,80.83246,0.635406,80.93278,3.679594,84.61487,4.0,84.61498,85.21958,5.0225334,85.219734,89.25992,--
12,12,5,2,2,4.037500e+00,8.075000e-01,1.0,11.0,--,--,89.27156,2.0,89.69908,0.4275159,89.79937,3.0799842,92.88064,5.0,92.880745,93.48644,4.214877,93.486595,97.526505,--
13,13,4,2,1,8.882500e+00,1.615000e+00,1.0,12.0,--,--,97.53743,1.0,98.06534,0.5279132,98.16564,3.7870867,101.955666,8.0,101.95577,102.560486,5.023059,102.56064,111.44485,--
14,14,6,2,3,8.075000e-01,8.075000e-01,1.0,13.0,--,--,111.457016,1.0,111.99883,0.5418167,112.099144,2.9656832,115.066826,1.0,115.066925,115.67279,4.215775,115.67294,116.48278,--
15,15,9,3,3,8.075000e-01,2.422500e+00,1.0,14.0,--,--,116.48885,2.0,117.115425,0.6265675,117.21576,4.4959326,121.712814,8.0,121.71292,122.31762,5.8287597,122.317764,123.12698,--
16,16,7,3,1,2.422500e+00,8.075000e-01,1.0,15.0,--,--,123.13147,2.0,123.86566,0.7341954,123.96601,2.7733047,126.741875,1.0,126.74198,127.34751,4.216045,127.347664,129.77281,--
