Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,8,2,2,0,3.500000e+00,8.075000e-01
2,2,8,3,1,5.000000e-01,2.422500e+00
3,0,4,3,1,2,8.075000e-01
4,2,8,3,0,5.000000e-01,8.075000e-01
5,4,2,1,0,3.500000e+00,8.075000e-01
6,0,2,2,1,2,2.422500e+00
7,8,0,3,0,2,8.075000e-01
8,4,8,3,1,5.000000e-01,2.422500e+00
9,0,2,2,0,5.000000e-01,8.075000e-01
10,0,8,3,1,2,8.075000e-01
11,0,4,1,0,2,2.422500e+00
12,4,2,2,0,5.000000e-01,2.422500e+00
13,2,8,1,1,5.000000e-01,2.422500e+00
14,2,8,3,0,2,8.075000e-01
15,4,8,1,1,5.000000e-01,8.075000e-01
16,0,4,1,1,2,8.075000e-01
17,0,8,1,1,2,8.075000e-01
18,0,2,3,1,3.500000e+00,8.075000e-01
19,2,0,1,1,5.000000e-01,2.422500e+00
20,2,4,3,1,2,8.075000e-01
21,0,4,2,0,5.000000e-01,2.422500e+00
22,4,2,3,0,2,5.652500e+00
23,8,2,1,0,2,4.037500e+00
24,2,0,3,0,5.000000e-01,2.422500e+00
25,4,8,3,0,5.000000e-01,8.075000e-01
26,4,8,1,0,5.000000e-01,8.075000e-01
27,0,2,1,0,5.000000e-01,8.075000e-01
28,2,8,3,1,5.000000e-01,5.652500e+00
29,2,8,2,1,5.000000e-01,7.267500e+00
30,0,8,1,0,3.500000e+00,8.075000e-01
31,0,8,2,1,2,2.422500e+00
32,4,0,3,0,5.000000e-01,8.075000e-01
33,8,2,2,0,5.000000e-01,4.037500e+00
34,4,8,2,1,5.000000e-01,4.037500e+00
35,2,8,1,1,5.000000e-01,2.422500e+00
36,2,8,1,0,5.000000e-01,8.075000e-01
37,4,2,1,1,5.000000e-01,4.037500e+00
38,4,8,2,0,5.000000e-01,4.037500e+00
39,4,2,2,1,2,8.075000e-01
40,2,8,2,1,2,8.075000e-01
41,0,4,2,1,2,8.882500e+00
42,8,0,2,0,5.000000e-01,7.267500e+00
