Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,0,4,2,0,2,5.652500e+00
2,2,4,1,1,5.000000e-01,8.075000e-01
3,4,0,2,1,2,8.075000e-01
4,8,2,2,1,2,8.075000e-01
5,2,8,2,0,5.000000e-01,2.422500e+00
6,0,8,2,1,5.000000e-01,4.037500e+00
7,8,0,1,0,2,8.075000e-01
8,8,2,1,0,3.500000e+00,2.422500e+00
9,2,8,1,0,2,8.075000e-01
10,2,0,1,0,5.000000e-01,8.075000e-01
11,4,0,3,1,2,2.422500e+00
12,2,0,3,1,5.000000e-01,8.075000e-01
13,0,2,1,1,2,8.075000e-01
14,0,2,2,1,2,5.652500e+00
15,8,2,3,1,5.000000e-01,7.267500e+00
16,0,2,2,0,2,8.075000e-01
17,0,8,3,0,5.000000e-01,8.075000e-01
18,4,2,2,0,5.000000e-01,8.075000e-01
19,8,4,3,0,3.500000e+00,2.422500e+00
20,2,4,2,1,2,2.422500e+00
21,8,2,3,0,5.000000e-01,2.422500e+00
22,4,8,2,1,5.000000e-01,8.075000e-01
23,8,2,2,1,5.000000e-01,8.075000e-01
24,8,0,2,0,5.000000e-01,8.882500e+00
25,8,4,1,0,5.000000e-01,2.422500e+00
26,0,4,3,0,2,2.422500e+00
27,8,4,1,1,5.000000e-01,8.075000e-01
28,8,0,1,1,2,4.037500e+00
29,2,8,1,1,2,8.075000e-01
30,4,0,1,1,5.000000e-01,2.422500e+00
31,8,0,3,1,5.000000e-01,2.422500e+00
32,2,8,3,0,3.500000e+00,8.075000e-01
33,8,2,2,0,5.000000e-01,4.037500e+00
34,0,2,3,0,3.500000e+00,8.075000e-01
35,2,8,1,1,5.000000e-01,8.075000e-01
36,4,0,1,0,2,4.037500e+00
37,8,2,3,1,5.000000e-01,2.422500e+00
38,4,8,3,1,5.000000e-01,8.075000e-01
39,2,4,3,1,2,8.075000e-01
40,2,4,1,0,5.000000e-01,4.037500e+00
41,4,2,3,0,5.000000e-01,8.075000e-01
42,8,4,2,0,5.000000e-01,7.267500e+00
