TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,2,16,2.98,1,4,0,1.0,0.0,4.5104103,5.4985213,5.515634,5.5157347,6.515686,6.5158415,1.0,1.183836,7.6996775,10.283442,3.768148,10.284108,13.265771
2,2,3,16,0.5575,1,8,0,1.0,1.0,13.85871,14.765717,14.781889,14.781973,15.782733,15.78287,1.0,1.1666412,16.94951,19.549982,3.7675805,19.550547,20.111145
3,3,3,16,0.5575,1,4,0,1.0,2.0,20.706924,21.599041,21.615696,21.615799,22.615774,22.615904,1.0,1.1999635,23.815866,26.38335,3.767936,26.383938,26.942802
4,4,3,16,4.595,1,8,0,1.0,3.0,27.540314,28.432602,28.449093,28.449207,29.449244,29.449379,1.0,0.6999357,30.149315,33.216732,3.7680228,33.217506,37.813858
5,5,2,16,0.5575,1,0,1,1.0,4.0,38.31015,39.29855,39.315853,39.315968,40.316727,40.31686,1.0,1.3988231,41.715683,44.084015,3.7676196,44.084576,44.64374
6,6,2,32,0.5575,1,3,0,1.0,5.0,45.143612,46.132065,46.149414,46.149567,47.14932,47.149452,2.0,1.4330806,48.582535,50.915703,3.7667239,50.91627,51.475838
7,7,2,16,1.365,1,4,0,1.0,6.0,51.976303,52.965073,52.982273,52.982338,53.981876,53.98201,1.0,1.133837,55.115845,57.748726,3.7671902,57.749294,59.115948
8,8,2,16,2.98,1,1,0,1.0,7.0,59.627506,60.614872,60.632263,60.632347,61.632713,61.632843,2.0,1.0833062,62.71615,65.39984,3.7676077,65.40055,68.382774
9,9,3,16,0.5575,1,1,0,1.0,8.0,68.97834,69.88233,69.898415,69.8985,70.897705,70.897835,2.0,1.6507133,72.548546,74.6647,3.7673435,74.665276,75.224335
10,10,2,32,0.5575,1,8,0,1.0,9.0,75.72688,76.71503,76.73215,76.73224,77.73204,77.73217,1.0,1.2159662,78.94814,81.49974,3.7680426,81.50032,82.05997
11,11,2,16,1.365,1,2,0,1.0,10.0,82.56002,83.54844,83.56583,83.56597,84.56582,84.565956,2.0,1.3160049,85.88196,88.33295,3.7674675,88.33352,89.70062
12,12,3,32,1.365,1,0,3,1.0,11.0,90.200806,91.198906,91.21543,91.2155,92.21469,92.21482,1.0,1.4344324,93.649254,95.98168,3.7673216,95.982285,97.34839
13,13,2,16,0.5575,1,4,0,1.0,12.0,97.85955,98.84823,98.86558,98.86569,99.865685,99.865814,1.0,1.1496242,101.01544,103.63282,3.7674668,103.63338,104.19284
14,14,3,32,0.5575,1,0,3,1.0,13.0,104.797935,105.68163,105.69876,105.69883,106.69958,106.69971,1.0,1.3155448,108.01525,110.46692,3.767681,110.46748,111.02667
15,15,3,16,0.5575,1,8,0,1.0,14.0,111.64181,112.515,112.53224,112.532326,113.531715,113.53184,1.0,0.983935,114.51578,117.29841,3.7670238,117.29896,117.85797
16,16,2,16,0.5575,1,2,0,1.0,15.0,118.35942,119.34814,119.365715,119.365845,120.36583,120.36596,2.0,1.0154207,121.38138,124.1328,3.767344,124.13343,124.69341
17,17,3,16,0.5575,1,8,0,1.0,16.0,125.29767,126.18189,126.19893,126.19905,127.198784,127.19891,1.0,0.9665676,128.16548,130.96579,3.7673264,130.96634,131.52588
18,18,3,16,0.5575,1,1,0,1.0,17.0,132.13484,133.01491,133.03201,133.03209,134.0328,134.03294,2.0,0.9153946,134.94833,137.80069,3.7681992,137.80124,138.36098
19,19,3,16,0.5575,1,0,2,1.0,18.0,138.93922,139.84839,139.86473,139.86479,140.86572,140.86586,1.0,1.2829754,142.14883,144.63373,3.7683659,144.63434,145.19397
20,20,2,32,1.365,1,16,0,1.0,19.0,145.69237,146.68155,146.69861,146.69868,147.69879,147.69893,1.0,1.1002133,148.79913,151.4646,3.7661426,151.46516,152.8323
21,21,3,16,1.365,1,0,8,1.0,20.0,153.41368,154.33214,154.34804,154.34811,155.34773,155.34787,2.0,1.0513123,156.39919,159.11465,3.7672465,159.1152,160.48119
