Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,2,0,2,1,2,4.037500e+00
2,4,2,2,1,2,7.267500e+00
3,8,0,1,0,2,2.422500e+00
4,8,2,1,1,5.000000e-01,5.652500e+00
5,8,4,3,1,5.000000e-01,8.075000e-01
6,8,2,2,0,2,2.422500e+00
7,2,4,3,0,5.000000e-01,8.075000e-01
8,8,4,2,0,5.000000e-01,8.075000e-01
9,8,0,3,0,5.000000e-01,2.422500e+00
10,8,2,3,0,5.000000e-01,8.075000e-01
11,4,2,1,0,2,4.037500e+00
12,2,0,3,1,5.000000e-01,2.422500e+00
13,8,0,3,1,5.000000e-01,2.422500e+00
14,4,8,1,1,3.500000e+00,4.037500e+00
15,8,4,3,0,3.500000e+00,8.075000e-01
16,0,8,1,1,2,8.075000e-01
17,2,8,2,0,5.000000e-01,8.075000e-01
18,0,4,3,1,5.000000e-01,8.075000e-01
19,8,4,2,1,5.000000e-01,8.075000e-01
20,2,0,3,0,5.000000e-01,8.075000e-01
21,2,4,1,1,5.000000e-01,8.075000e-01
22,8,2,1,0,5.000000e-01,5.652500e+00
23,8,4,1,0,2,2.422500e+00
24,8,2,2,1,3.500000e+00,2.422500e+00
25,0,2,1,0,2,8.075000e-01
26,4,2,3,1,5.000000e-01,8.075000e-01
27,4,0,1,1,5.000000e-01,4.037500e+00
28,0,4,2,0,2,2.422500e+00
29,2,8,1,0,5.000000e-01,8.075000e-01
30,8,0,2,0,2,8.075000e-01
31,4,2,2,0,5.000000e-01,8.075000e-01
32,0,2,1,1,2,8.075000e-01
33,8,2,3,0,2,8.075000e-01
34,8,2,3,1,2,4.037500e+00
35,4,0,1,0,5.000000e-01,7.267500e+00
36,4,0,3,0,2,8.075000e-01
37,2,8,3,1,5.000000e-01,8.075000e-01
38,2,0,2,0,5.000000e-01,2.422500e+00
39,8,0,2,1,5.000000e-01,2.422500e+00
40,8,2,1,1,5.000000e-01,2.422500e+00
41,0,4,2,1,3.500000e+00,8.882500e+00
42,2,8,2,1,2,8.075000e-01
