Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,0,8,2,1,5.000000e-01,8.075000e-01
2,0,4,2,1,2,2.422500e+00
3,2,4,1,1,3.500000e+00,2.422500e+00
4,4,2,1,0,2,5.652500e+00
5,2,0,2,0,5.000000e-01,8.075000e-01
6,4,2,2,0,2,8.075000e-01
7,0,8,1,1,5.000000e-01,2.422500e+00
8,8,0,3,1,5.000000e-01,4.037500e+00
9,8,2,2,0,5.000000e-01,8.075000e-01
10,8,2,3,0,2,4.037500e+00
11,2,0,1,1,2,8.075000e-01
12,4,0,2,0,5.000000e-01,8.075000e-01
13,4,0,1,1,5.000000e-01,8.075000e-01
14,8,2,2,1,2,7.267500e+00
15,0,2,1,0,5.000000e-01,8.075000e-01
16,0,8,1,0,5.000000e-01,8.075000e-01
17,0,8,2,0,2,2.422500e+00
18,2,8,1,0,5.000000e-01,2.422500e+00
19,2,8,3,1,5.000000e-01,4.037500e+00
20,4,8,2,1,5.000000e-01,4.037500e+00
21,0,2,3,0,3.500000e+00,2.422500e+00
22,8,2,1,1,5.000000e-01,8.075000e-01
23,2,4,2,1,5.000000e-01,8.075000e-01
24,4,2,3,0,5.000000e-01,8.075000e-01
25,0,8,3,0,5.000000e-01,8.075000e-01
26,8,2,1,0,2,8.882500e+00
27,2,0,3,1,2,8.075000e-01
28,8,2,2,0,5.000000e-01,7.267500e+00
29,4,8,1,1,5.000000e-01,8.075000e-01
30,4,0,3,1,5.000000e-01,8.075000e-01
31,0,2,2,1,2,8.075000e-01
32,4,8,1,0,5.000000e-01,8.075000e-01
33,8,2,3,1,2,2.422500e+00
34,2,8,3,0,5.000000e-01,8.075000e-01
35,2,4,3,1,3.500000e+00,2.422500e+00
36,2,8,2,1,2,8.075000e-01
37,8,2,1,1,2,5.652500e+00
38,4,0,1,0,2,4.037500e+00
39,8,4,2,0,5.000000e-01,2.422500e+00
40,4,8,3,1,5.000000e-01,8.075000e-01
41,8,4,3,0,2,2.422500e+00
42,4,0,3,0,3.500000e+00,2.422500e+00
