onset	duration	trial_type	rt	resp	gender
0.752572999999984	3.012586100000135	decision	2.0390758000000915	right	M
4.316150099999959	1.0158787000000302	win	n/a	n/a	n/a
11.393844200000103	3.0517439000000195	decision	3.047032100000024	left	M
14.9907654000001	1.0158262999998442	loss	n/a	n/a	n/a
17.871816099999933	3.0519803000001957	decision	3.0476143000000775	left	M
21.468759200000022	1.0158123999999589	win	n/a	n/a	n/a
24.349830099999963	3.051283200000171	decision	3.047014900000022	right	F
27.946799600000077	1.0157890999998926	win	n/a	n/a	n/a
32.959198600000036	3.0049042999999074	decision	2.048798300000044	left	F
36.506437300000016	1.0157062000000678	loss	n/a	n/a	n/a
43.600603999999976	3.0479377000001477	decision-missed	n/a	n/a	M
47.19760100000008	1.0158108000000539	loss	n/a	n/a	n/a
52.160250099999985	3.004930100000138	decision	1.5316020000000208	right	M
55.70726300000001	1.015778599999976	win	n/a	n/a	n/a
60.686570300000085	3.00489430000016	decision	2.298267399999986	left	F
64.23362169999996	1.0159403000002385	loss	n/a	n/a	n/a
67.11464619999992	3.0047601000001123	decision	1.78137229999993	right	F
70.66163389999997	1.015791000000263	win	n/a	n/a	n/a
73.54267619999996	3.004926500000238	decision	2.2976243000002796	right	F
77.08969339999999	1.0157899000000725	win	n/a	n/a	n/a
79.97068740000009	3.0048774000001686	decision	2.0343425000000934	right	F
83.51771320000012	1.0157497999998668	loss	n/a	n/a	n/a
88.44710950000012	3.004689899999903	decision	1.7822081999997863	left	M
91.99402399999985	1.0158770000002733	loss	n/a	n/a	n/a
94.85847500000023	3.0048727999997027	decision	2.0478344999996807	left	M
98.40543330000014	1.0158680999998069	win	n/a	n/a	n/a
105.49970189999999	3.005243999999948	decision	2.033879600000091	left	M
109.0466684999999	1.015816800000266	win	n/a	n/a	n/a
111.92774639999993	3.0050955000001522	decision	2.297636700000112	right	F
115.4747488999999	1.015802800000074	win	n/a	n/a	n/a
122.53568539999992	3.0047294000000875	decision	2.5474434000002475	left	M
126.08266230000004	1.0158252000001085	win	n/a	n/a	n/a
131.0786730000002	3.0049096999996436	decision	1.7833714999997028	right	F
134.62563750000004	1.0158074000000852	win	n/a	n/a	n/a
139.5549923000001	3.004632700000002	decision	1.7830932000001667	left	M
143.1020102	1.015806899999916	win	n/a	n/a	n/a
148.11465669999984	3.0051264000003357	decision	1.5316084000000956	right	F
151.66159589999984	1.015904800000044	win	n/a	n/a	n/a
165.05064960000004	3.044243899999856	decision-missed	n/a	n/a	M
168.64757269999996	1.0158698000000186	loss	n/a	n/a	n/a
175.75855810000007	3.0052308999997877	decision	2.297672000000148	left	M
179.30554540000026	1.015807599999789	win	n/a	n/a	n/a
186.38314980000018	3.0050140999996984	decision	2.047875899999781	left	M
189.93018860000006	1.0157592000000477	loss	n/a	n/a	n/a
194.89280200000007	3.004574600000069	decision	2.548214299999927	left	M
198.43984979999982	1.0157945000000836	loss	n/a	n/a	n/a
201.3541306999998	3.005290800000239	decision	1.5316304000002674	left	F
204.90118420000022	1.0158151999999063	loss	n/a	n/a	n/a
207.79885149999996	3.0050476000001254	decision	2.048633500000051	left	F
211.34582239999986	1.0158235000003515	win	n/a	n/a	n/a
218.45676630000003	3.0045466999999917	decision	2.797207999999955	left	M
222.0037488999999	1.0158019000000422	loss	n/a	n/a	n/a
229.13125990000003	3.005320799999936	decision	1.5319288999999117	right	M
232.67833700000006	1.015789600000062	win	n/a	n/a	n/a
237.65764049999984	3.0054245000001174	decision	1.531613600000128	right	F
241.2045971	1.0157969000001685	loss	n/a	n/a	n/a
244.0856427000001	3.051740299999892	decision	3.047092899999825	right	F
247.6825765000001	1.0157410000001619	win	n/a	n/a	n/a
252.6786128000001	3.0045273999999154	decision	1.7831906000001254	left	F
256.2255567999998	1.0158701000000292	loss	n/a	n/a	n/a
259.12318949999985	3.005252400000245	decision	1.282735600000251	left	M
262.6701734999999	1.015906200000245	loss	n/a	n/a	n/a
265.55131730000016	3.005168599999706	decision	1.5316064999997252	left	M
269.0983432999999	1.0157834000001458	loss	n/a	n/a	n/a
271.9793866000002	3.004845099999784	decision	1.781409199999871	right	M
275.52641819999985	1.0157536000001528	win	n/a	n/a	n/a
282.62061610000023	3.004587199999605	decision	1.532464599999912	right	F
286.16763220000007	1.0157076999998935	loss	n/a	n/a	n/a
289.08206080000014	3.005055600000105	decision	1.531518799999958	right	F
292.62895719999983	1.0158132999999907	loss	n/a	n/a	n/a
297.64149269999984	3.0045273000000634	decision	1.5315635000001748	right	F
301.1885484000002	1.0158524999997098	win	n/a	n/a	n/a
308.23286429999985	3.0055440000001	decision	1.5316128000004028	left	M
311.77990449999993	1.0157647000000907	loss	n/a	n/a	n/a
318.89075879999996	3.0050992000001315	decision	1.5316072000000531	left	F
322.4377433000002	1.0157251000000542	win	n/a	n/a	n/a
325.3520949000001	3.0050937000000886	decision	2.29766810000001	right	F
328.89913660000025	1.0157827999996698	loss	n/a	n/a	n/a
331.7968106000001	3.0045162000001255	decision	1.7813250999997763	left	F
335.3438153999998	1.0157931000003373	loss	n/a	n/a	n/a
