TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,6,2,3,2.422500e+00,2.422500e+00,1.0,0.0,2.7000206e-06,0.0103478,4.02652,2.0,5.7872276,1.7607077,5.887668,3.3617923,9.250724,9.0,9.250867,9.858941,5.832422,9.859129,12.283891,--
2,2,3,1,3,8.075000e-01,8.075000e-01,1.0,1.0,--,--,12.289861,1.0,13.953948,1.6640873,14.054307,1.8434128,15.899819,3.0,15.899938,16.505833,4.2159715,16.505981,17.316036,--
3,3,1,1,1,2.422500e+00,1.615000e+00,1.0,2.0,--,--,17.317879,1.0,18.154173,0.8362933,18.25459,3.4787066,21.735256,6.0,21.73537,22.342928,5.0250487,22.343079,24.767271,--
4,4,6,2,3,5.652500e+00,8.075000e-01,1.0,3.0,--,--,24.781809,2.0,26.13705,1.3552403,26.237406,2.1522596,28.392838,8.0,28.392956,28.998001,4.2161922,28.99815,34.65285,--
5,5,4,2,1,2.422500e+00,8.075000e-01,1.0,4.0,--,--,34.66333,1.0,35.70377,1.0404377,35.804127,2.4670622,38.27385,6.0,38.273964,38.87904,4.2157097,38.87919,41.303776,--
6,6,7,3,1,2.422500e+00,8.075000e-01,1.0,5.0,--,--,41.318203,2.0,42.570217,1.2520154,42.670605,2.2554846,44.928085,4.0,44.928204,45.533417,4.215215,45.533566,47.957893,--
7,7,3,1,3,8.075000e-01,8.075000e-01,1.0,6.0,--,--,47.96133,1.0,48.68692,0.7255907,48.787334,2.7819092,51.571922,4.0,51.57204,52.177696,4.2163677,52.17784,52.987225,--
8,8,4,2,1,8.075000e-01,8.075000e-01,1.0,7.0,--,--,52.99882,1.0,54.238045,1.2392242,54.3384,2.2682757,56.608772,8.0,56.608887,57.21361,4.2147913,57.21376,58.023354,--
9,9,3,1,3,8.075000e-01,2.422500e+00,1.0,8.0,--,--,58.026363,2.0,58.65354,0.6271775,58.753914,4.4953227,63.25142,9.0,63.251534,63.86299,5.8366284,63.86314,64.67245,--
10,10,7,3,1,8.075000e-01,1.615000e+00,1.0,9.0,--,--,64.68627,1.0,66.33707,1.6507962,66.43743,2.664204,69.103745,7.0,69.10386,69.70915,5.022882,69.709305,70.51911,--
11,11,6,2,3,8.075000e-01,1.615000e+00,1.0,10.0,--,--,70.533745,2.0,72.603516,2.069765,72.70391,2.245235,74.95192,6.0,74.952034,75.55649,5.022739,75.55664,76.36542,--
12,12,4,2,1,4.037500e+00,2.422500e+00,1.0,11.0,--,--,76.37622,1.0,77.62018,1.2439569,77.72055,3.8785431,81.60053,9.0,81.60065,82.20509,5.8288736,82.205246,86.24492,--
13,13,1,1,1,2.422500e+00,2.422500e+00,1.0,12.0,--,--,86.24846,1.0,86.87117,0.6227152,86.97152,4.499785,91.47338,7.0,91.473495,92.07798,5.829522,92.078125,94.503136,--
14,14,7,3,1,8.075000e-01,2.422500e+00,1.0,13.0,--,--,94.51681,2.0,95.03722,0.520413,95.13761,4.602087,99.741905,3.0,99.74202,100.347755,5.8309507,100.34792,101.15789,--
15,15,6,2,3,8.075000e-01,1.615000e+00,1.0,14.0,--,--,101.16904,2.0,102.420395,1.2513531,102.520775,3.0636468,105.58596,9.0,105.586075,106.1906,5.021562,106.19075,107.00024,--
16,16,5,2,2,8.075000e-01,1.615000e+00,1.0,15.0,--,--,107.012314,2.0,108.35431,1.341994,108.45467,2.973006,111.42995,5.0,111.43006,112.03817,5.0258517,112.038315,112.847755,--
