Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,8,1,0,5.000000e-01,8.075000e-01
2,2,8,3,1,3.500000e+00,8.075000e-01
3,4,2,1,0,2,4.037500e+00
4,2,4,1,1,2,8.075000e-01
5,4,2,3,1,2,8.075000e-01
6,2,8,1,0,2,8.075000e-01
7,4,8,1,1,2,8.075000e-01
8,4,2,2,0,2,7.267500e+00
9,2,8,2,1,5.000000e-01,2.422500e+00
10,4,8,3,1,5.000000e-01,8.075000e-01
11,4,2,3,0,5.000000e-01,2.422500e+00
12,2,0,2,0,5.000000e-01,4.037500e+00
13,2,8,3,1,2,2.422500e+00
14,8,0,1,1,5.000000e-01,8.075000e-01
15,8,4,2,1,5.000000e-01,2.422500e+00
16,2,8,2,0,5.000000e-01,8.075000e-01
17,0,2,1,1,5.000000e-01,2.422500e+00
18,8,2,2,1,3.500000e+00,8.882500e+00
19,8,0,2,0,5.000000e-01,8.075000e-01
20,8,2,1,1,2,2.422500e+00
21,0,4,1,0,2,8.075000e-01
22,8,2,1,1,5.000000e-01,4.037500e+00
23,0,2,3,1,2,8.075000e-01
24,2,0,3,0,2,2.422500e+00
25,8,2,1,0,5.000000e-01,2.422500e+00
26,4,0,3,0,5.000000e-01,5.652500e+00
27,2,8,3,0,2,8.075000e-01
28,2,0,2,1,5.000000e-01,8.075000e-01
29,4,8,3,0,5.000000e-01,2.422500e+00
30,0,8,3,1,5.000000e-01,8.075000e-01
31,0,2,1,0,2,7.267500e+00
32,0,8,1,0,2,5.652500e+00
33,8,2,2,0,5.000000e-01,8.075000e-01
34,8,4,2,0,5.000000e-01,4.037500e+00
35,0,4,1,1,3.500000e+00,2.422500e+00
36,4,0,3,1,5.000000e-01,8.075000e-01
37,0,8,3,0,3.500000e+00,4.037500e+00
38,4,0,2,0,5.000000e-01,8.075000e-01
39,8,2,3,0,2,8.075000e-01
40,0,8,2,1,5.000000e-01,2.422500e+00
41,2,4,2,1,5.000000e-01,8.075000e-01
42,4,0,2,1,5.000000e-01,8.075000e-01
