TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,2,0,1,1,5.000000e-01,8.075000e-01,1.0,0.0,4.0220404,1.0,2,6.159181,high,2.1371405,0.8628596,6.6783066,9.272674,9.275621,11.277264,7.2552233,11.2777195,12.079887
2,2,0,2,3,1,2,8.075000e-01,1.0,1.0,12.087156,2.0,2,13.909644,high,1.8224878,1.1775122,14.42845,18.837894,18.839783,20.841925,8.754768,20.842323,21.644491
3,3,0,2,3,0,5.000000e-01,5.652500e+00,1.0,2.0,21.646904,2.0,2,23.259022,high,1.6121172,1.3878828,23.778837,26.896952,26.8987,28.90086,7.2539554,28.901247,34.549488
4,4,2,4,2,1,5.000000e-01,4.037500e+00,1.0,3.0,34.668015,2.0,4,36.526077,high,1.8580619,1.1419381,37.045086,39.91902,39.92092,41.92296,7.2549443,41.923347,45.956345
5,5,2,0,2,0,5.000000e-01,8.075000e-01,1.0,4.0,46.069557,1.0,2,47.72558,high,1.6560222,1.3439778,48.244938,51.3197,51.3214,53.32375,7.2541933,53.324146,54.127388
6,6,4,0,3,1,5.000000e-01,4.037500e+00,1.0,5.0,54.142693,2.0,0,55.809315,low,1.6666213,1.3333787,56.328747,59.392754,59.392876,61.39496,7.252265,61.395336,65.43054
7,7,8,2,2,1,2,8.075000e-01,1.0,6.0,65.54669,2.0,2,67.55918,low,2.0124867,0.9875133,68.07858,72.29721,72.29916,74.3014,8.754705,74.30179,75.10506
8,8,2,8,2,0,2,8.075000e-01,1.0,7.0,75.21838,2.0,8,77.325775,high,2.1073928,0.8926073,77.84588,81.96887,81.97062,83.97318,8.7548,83.97357,84.77682
9,9,2,8,1,0,2,8.075000e-01,1.0,8.0,84.77999,2.0,8,86.841995,high,2.0619977,0.9380024,87.3621,91.53065,91.53268,93.53574,8.755749,93.53613,94.3387
10,10,2,0,1,0,5.000000e-01,8.075000e-01,1.0,9.0,94.34201,2.0,0,95.97534,low,1.6333255,1.3666745,96.49502,99.59348,99.593605,101.59599,7.2539763,101.59638,102.39984
11,11,0,8,1,0,5.000000e-01,8.075000e-01,1.0,10.0,102.40433,1.0,0,104.25841,low,1.8540807,1.1459193,104.778755,107.65452,107.65465,109.655975,7.2516494,109.65638,110.462776
12,12,0,8,1,1,2,4.037500e+00,1.0,11.0,110.46463,1.0,0,112.24241,low,1.7777816,1.2222184,112.762184,117.21502,117.21522,119.21697,8.752346,119.21736,123.253395
13,13,0,4,2,0,2,2.422500e+00,1.0,12.0,123.36489,1.0,0,124.74235,low,1.3774568,1.6225432,125.26182,130.11436,130.11449,132.11606,8.75117,132.11644,134.53801
14,14,0,8,3,0,2,8.882500e+00,1.0,13.0,134.5428,1.0,0,135.87553,low,1.3327281,1.6672719,136.3955,141.29393,141.29405,143.29547,8.752671,143.29585,152.17558
