Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,0,2,2,1,5.000000e-01,4.037500e+00
2,2,0,2,0,5.000000e-01,2.422500e+00
3,0,2,3,0,5.000000e-01,7.267500e+00
4,4,0,2,1,5.000000e-01,8.075000e-01
5,0,2,1,1,5.000000e-01,8.075000e-01
6,4,2,3,1,2,8.075000e-01
7,8,4,2,0,2,2.422500e+00
8,8,4,3,1,5.000000e-01,2.422500e+00
9,8,2,1,1,5.000000e-01,2.422500e+00
10,8,2,2,1,5.000000e-01,2.422500e+00
11,4,8,3,0,2,8.075000e-01
12,8,2,3,1,5.000000e-01,4.037500e+00
13,8,4,1,0,5.000000e-01,2.422500e+00
14,0,2,3,1,5.000000e-01,2.422500e+00
15,8,2,1,0,5.000000e-01,8.075000e-01
16,4,0,3,0,2,8.075000e-01
17,2,8,1,1,2,4.037500e+00
18,2,8,3,0,5.000000e-01,8.075000e-01
19,4,0,1,0,5.000000e-01,8.075000e-01
20,0,8,1,0,2,4.037500e+00
21,8,4,2,1,3.500000e+00,2.422500e+00
22,0,8,1,1,2,8.075000e-01
23,0,4,2,0,5.000000e-01,2.422500e+00
24,2,8,2,1,2,7.267500e+00
25,8,2,3,0,2,8.075000e-01
26,2,8,1,0,2,2.422500e+00
27,8,0,3,1,3.500000e+00,8.075000e-01
28,2,4,2,0,5.000000e-01,8.075000e-01
29,0,8,3,0,2,8.075000e-01
30,4,8,1,1,2,5.652500e+00
31,8,2,2,0,5.000000e-01,8.075000e-01
32,2,0,1,0,2,2.422500e+00
33,4,2,2,1,5.000000e-01,8.075000e-01
34,4,2,1,1,2,8.075000e-01
35,8,2,3,1,5.000000e-01,8.882500e+00
36,0,4,3,1,3.500000e+00,5.652500e+00
37,2,4,3,0,5.000000e-01,8.075000e-01
38,4,2,1,0,3.500000e+00,8.075000e-01
39,8,0,2,1,5.000000e-01,8.075000e-01
40,0,8,2,0,2,4.037500e+00
41,0,4,1,1,5.000000e-01,8.075000e-01
42,2,8,2,0,5.000000e-01,8.075000e-01
