TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,8,4,3,0,2,8.075000e-01,1.0,0.0,4.039162,1.0,8,5.700912,high,1.66175,1.33825,6.2228274,10.78892,10.79334,12.7954445,8.756283,12.795917,13.597558
2,2,0,8,3,0,5.000000e-01,7.267500e+00,1.0,1.0,13.605515,2.0,8,14.984896,high,1.3793813,1.6206187,15.504778,18.85583,18.856237,20.858368,7.2528524,20.858763,28.124697
3,3,2,8,2,1,2,8.075000e-01,1.0,2.0,28.248411,2.0,8,30.418104,high,2.1696937,0.8303063,30.938202,34.99875,35.001606,37.005062,8.756654,37.005455,37.806957
4,4,2,0,2,0,5.000000e-01,5.652500e+00,1.0,3.0,37.921413,1.0,2,39.50153,high,1.580116,1.419884,40.02027,43.172092,43.173862,45.175816,7.2544003,45.176193,50.82525
5,5,2,8,2,1,5.000000e-01,2.422500e+00,1.0,4.0,50.93829,2.0,8,52.834423,high,1.8961356,1.1038644,53.354004,56.188816,56.190796,58.193913,7.255624,58.19431,60.611183
6,6,8,2,2,0,5.000000e-01,7.267500e+00,1.0,5.0,60.72578,1.0,8,62.06771,high,1.3419298,1.6580702,62.58803,65.976494,65.978264,67.980835,7.2550554,67.98122,75.24375
7,7,8,0,2,1,5.000000e-01,4.037500e+00,1.0,6.0,75.35901,1.0,8,76.70115,high,1.3421342,1.6578658,77.22074,80.60911,80.61117,82.61283,7.2538223,82.61323,86.64682
8,8,8,0,3,1,5.000000e-01,8.075000e-01,1.0,7.0,86.65315,1.0,8,88.05124,high,1.3980895,1.6019105,88.57008,91.90377,91.90575,93.908936,7.2557807,93.90932,94.71103
9,9,8,4,2,0,2,8.075000e-01,1.0,8.0,94.82333,1.0,8,96.11772,high,1.2943935,1.7056065,96.6371,101.573906,101.57572,103.57755,8.754219,103.57794,104.381065
10,10,2,4,2,0,5.000000e-01,2.422500e+00,1.0,9.0,104.49376,1.0,2,106.20143,low,1.7076654,1.2923346,106.72092,109.74481,109.74522,111.74782,7.254058,111.74821,114.16658
11,11,2,8,1,1,5.000000e-01,8.075000e-01,1.0,10.0,114.17381,2.0,8,115.56799,high,1.3941777,1.6058223,116.08702,119.42491,119.42705,121.429535,7.2557225,121.42995,122.23292
12,12,8,2,1,1,5.000000e-01,2.422500e+00,1.0,11.0,122.23751,1.0,8,123.61804,high,1.3805276,1.6194724,124.13697,127.487434,127.48784,129.4903,7.2527785,129.49068,131.90994
13,13,8,2,3,0,5.000000e-01,8.882500e+00,1.0,12.0,131.91612,1.0,8,133.46777,high,1.5516506,1.4483494,133.98804,137.16682,137.16873,139.17078,7.2546663,139.17117,148.04929
14,14,4,0,2,1,5.000000e-01,8.075000e-01,1.0,13.0,148.1609,1.0,4,149.76817,high,1.607277,1.392723,150.28848,153.4119,153.41388,155.41542,7.2545247,155.41582,156.2199
15,15,8,2,2,0,5.000000e-01,2.422500e+00,1.0,14.0,156.32903,1.0,8,158.0513,high,1.7222718,1.2777282,158.57037,161.57945,161.58122,163.58296,7.253931,163.58334,166.00227
16,16,2,0,1,0,5.000000e-01,8.075000e-01,1.0,15.0,166.00792,1.0,2,167.56737,high,1.5594535,1.4405465,168.08784,171.25783,171.26031,173.26242,7.2545047,173.26282,174.06581
17,17,8,2,3,0,2,8.075000e-01,1.0,16.0,174.07472,2.0,2,175.95108,low,1.8763576,1.1236424,176.47029,180.82545,180.82741,182.82947,8.754746,182.82985,183.63278
18,18,2,4,3,0,3.500000e+00,4.037500e+00,1.0,17.0,183.6402,2.0,4,185.38454,high,1.7443377,1.2556623,185.90404,191.89095,191.89136,193.89389,10.253691,193.89429,197.92752
19,19,4,2,1,0,5.000000e-01,8.075000e-01,1.0,18.0,197.93309,1.0,4,199.28488,high,1.3517895,1.6482105,199.80351,203.18382,203.18579,205.18782,7.2547307,205.1882,205.99043
20,20,8,2,3,1,2,2.422500e+00,1.0,19.0,205.99765,2.0,2,207.40082,low,1.4031596,1.5968404,207.92076,212.7475,212.74953,214.752,8.754338,214.75238,217.171
21,21,0,2,3,1,2,2.422500e+00,1.0,20.0,217.17737,1.0,0,218.68404,low,1.5066601,1.4933399,219.20415,223.92827,223.92839,225.92975,8.752377,225.93013,228.3502
22,22,4,2,2,1,2,2.422500e+00,1.0,21.0,228.46542,1.0,4,230.00067,high,1.5352458,1.4647542,230.52005,235.2158,235.21776,237.21938,8.753954,237.21976,239.63791
23,23,4,0,3,1,2,8.075000e-01,1.0,22.0,239.64574,1.0,4,241.96765,high,2.321918,0.678082,242.48746,246.39632,246.39839,248.40076,8.755023,248.40114,249.20331
24,24,4,8,1,0,2,8.075000e-01,1.0,23.0,249.20772,2.0,8,250.8842,high,1.6764823,1.3235177,251.40498,255.95892,255.96089,257.96384,8.756134,257.96423,258.76575
25,25,8,2,1,0,2,2.422500e+00,1.0,24.0,258.77014,1.0,8,260.65112,high,1.8809828,1.1190172,261.17056,265.51974,265.52014,267.5229,8.752747,267.5233,269.943
26,26,0,4,1,1,5.000000e-01,4.037500e+00,1.0,25.0,269.9476,2.0,4,271.5678,high,1.620212,1.379788,272.08743,275.1977,275.19974,277.20184,7.2542596,277.20224,281.23477
