TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,2,8,3,0,5.000000e-01,8.075000e-01,1.0,0.0,4.0246935,2.0,8,5.639706,high,1.6150123,1.3849877,6.1589994,9.27454,9.277992,11.280929,7.256235,11.281387,12.0826
2,2,8,4,1,0,5.000000e-01,8.075000e-01,1.0,1.0,12.090564,2.0,4,14.406109,low,2.315546,0.684454,14.926129,17.340927,17.34351,19.345978,7.255415,19.346363,20.147709
3,3,4,8,2,0,5.000000e-01,8.075000e-01,1.0,2.0,20.263577,2.0,8,22.73991,high,2.4763327,0.5236673,23.259054,25.513918,25.5158,27.518915,7.255339,27.519293,28.320951
4,4,4,8,3,0,5.000000e-01,4.037500e+00,1.0,3.0,28.32826,2.0,8,30.68992,high,2.3616586,0.6383414,31.210129,33.578907,33.58065,35.58257,7.2543073,35.582954,39.61682
5,5,0,8,3,1,5.000000e-01,8.075000e-01,1.0,4.0,39.62526,2.0,8,41.389736,high,1.7644764,1.2355236,41.908707,44.875576,44.87801,46.881,7.255739,46.881382,47.68288
6,6,4,2,2,1,5.000000e-01,8.075000e-01,1.0,5.0,47.796738,1.0,4,49.623253,high,1.8265148,1.1734852,50.1421,53.047947,53.049866,55.0526,7.2558646,55.05298,55.854866
7,7,0,4,2,0,5.000000e-01,8.075000e-01,1.0,6.0,55.96732,2.0,4,58.206116,high,2.2387967,0.76120317,58.72611,61.2179,61.2197,63.222076,7.254757,63.22248,64.024864
8,8,2,0,1,0,5.000000e-01,4.037500e+00,1.0,7.0,64.030556,1.0,2,66.089676,high,2.0591218,0.9408781,66.61023,69.28087,69.28282,71.28588,7.2553253,71.286255,75.31758
9,9,0,4,1,1,3.500000e+00,8.075000e-01,1.0,8.0,75.322174,2.0,4,77.15591,high,1.8337284,1.1662716,77.67512,83.57232,83.57447,85.57682,10.254647,85.5772,86.37987
10,10,2,8,2,0,2,8.075000e-01,1.0,9.0,86.492195,1.0,2,88.03924,low,1.5470427,1.4529573,88.55914,93.24291,93.244644,95.24761,8.755417,95.247986,96.049934
11,11,0,4,3,0,2,2.422500e+00,1.0,10.0,96.05961,2.0,4,98.10624,high,2.046626,0.953374,98.625206,102.80983,102.81151,104.81485,8.7552395,104.81523,107.23251
12,12,0,8,1,0,5.000000e-01,5.652500e+00,1.0,11.0,107.23715,999.0,999,110.23922,999,0.0,0.0,110.24295,112.48783,999.0,999.0,891.7628,114.49275,120.14082
13,13,0,2,1,1,2,2.422500e+00,1.0,12.0,120.144135,2.0,2,121.505585,high,1.3614478,1.6385522,122.02502,126.894516,126.89649,128.8988,8.754666,128.89919,131.31781
14,14,2,4,3,0,2,2.422500e+00,1.0,13.0,131.32741,2.0,4,132.85616,high,1.5287533,1.4712467,133.37505,138.07886,138.08055,140.08392,8.756515,140.08429,142.49963
15,15,8,2,3,1,5.000000e-01,7.267500e+00,1.0,14.0,142.50833,1.0,8,144.53989,high,2.031559,0.9684409,145.0589,147.75845,147.76024,149.76219,7.2538686,149.76257,157.0258
16,16,0,8,2,1,5.000000e-01,2.422500e+00,1.0,15.0,157.13698,2.0,8,159.35599,high,2.2189972,0.7810028,159.87523,162.38745,162.38936,164.39288,7.255905,164.39326,166.80956
17,17,2,8,1,0,5.000000e-01,8.075000e-01,1.0,16.0,166.8139,2.0,8,169.12227,high,2.3083575,0.6916426,169.64238,172.06476,172.06667,174.06964,7.255743,174.07005,174.87137
18,18,4,8,1,1,5.000000e-01,8.075000e-01,1.0,17.0,174.87477,2.0,8,177.37267,high,2.4978862,0.5021138,177.89166,180.1249,180.12686,182.12961,7.254829,182.12997,182.93274
19,19,4,2,2,0,5.000000e-01,2.422500e+00,1.0,18.0,183.0435,1.0,4,185.03925,high,1.9957409,1.0042591,185.55833,188.29474,188.29648,190.29875,7.2552433,190.29913,192.71632
20,20,0,2,2,0,2,8.075000e-01,1.0,19.0,192.82549,2.0,2,194.53935,high,1.7138783,1.2861217,195.05821,199.57576,199.57614,201.5786,8.753127,201.57901,202.38379
21,21,8,4,2,1,2,2.422500e+00,1.0,20.0,202.49576,1.0,8,205.02263,high,2.5268764,0.4731235,205.54167,209.24573,209.2476,211.25021,8.754462,211.2506,213.66873
22,22,8,4,3,1,5.000000e-01,7.267500e+00,1.0,21.0,213.67583,1.0,8,215.23944,high,1.5636041,1.4363959,215.7581,218.92589,218.92769,220.92972,7.25389,220.93011,228.19502
23,23,2,8,3,0,2,8.075000e-01,1.0,22.0,228.2038,2.0,8,230.70572,high,2.5019288,0.4980713,231.22508,234.95413,234.95589,236.95767,8.75388,236.95805,237.7627
24,24,0,4,3,1,2,8.075000e-01,1.0,23.0,237.77144,2.0,4,239.30515,high,1.5337048,1.4662952,239.82487,244.52168,244.52345,246.52571,8.754267,246.5261,247.32935
25,25,4,0,2,1,2,4.037500e+00,1.0,24.0,247.43826,1.0,4,249.2057,high,1.7674432,1.2325568,249.72484,254.18869,254.19063,256.19366,8.7554035,256.19406,260.22678
26,26,0,8,2,0,5.000000e-01,8.075000e-01,1.0,25.0,260.3366,2.0,8,262.50565,high,2.1690435,0.8309564,263.0248,265.58768,265.5895,267.59134,7.254749,267.59174,268.39465
27,27,8,2,1,0,2,2.422500e+00,1.0,26.0,268.40012,1.0,8,270.58917,high,2.1890447,0.8109553,271.10788,275.15067,275.1526,277.15533,8.755199,277.1557,279.57306
28,28,8,2,1,1,3.500000e+00,2.422500e+00,1.0,27.0,279.57498,1.0,8,281.77222,high,2.1972344,0.8027657,282.2921,287.82565,287.82767,289.82965,10.25467,289.83002,292.2473
29,29,2,4,1,0,2,8.075000e-01,1.0,28.0,292.25174,2.0,4,293.92233,high,1.6705933,1.3294067,294.44186,299.00262,299.00452,301.00763,8.7559,301.008,301.80963
30,30,8,0,3,0,5.000000e-01,2.422500e+00,1.0,29.0,301.81927,1.0,8,303.47238,high,1.6530929,1.3469071,303.99188,307.06934,307.0711,309.0738,7.254509,309.07416,311.49152
31,31,4,0,1,0,5.000000e-01,8.075000e-01,1.0,30.0,311.49588,1.0,4,313.13907,high,1.6431673,1.3568327,313.65787,316.7456,316.74808,318.7506,7.254715,318.751,319.55362
32,32,0,2,2,1,5.000000e-01,4.037500e+00,1.0,31.0,319.6657,2.0,2,322.23895,high,2.5732398,0.4267601,322.758,324.9165,324.91837,326.9206,7.2548895,326.921,330.9532
33,33,0,2,3,0,3.500000e+00,8.882500e+00,1.0,32.0,330.96045,2.0,2,332.2725,high,1.3120366,1.6879634,332.793,339.21075,339.21246,341.2156,10.255149,341.21597,350.09323
34,34,8,2,2,1,2,2.422500e+00,1.0,33.0,350.2008,999.0,999,353.2051,999,0.0,0.0,353.20813,356.95154,999.0,999.0,648.7992,358.95544,361.3726
35,35,2,4,1,1,5.000000e-01,2.422500e+00,1.0,34.0,361.37802,2.0,4,362.82205,high,1.4440314,1.5559686,363.34073,366.62833,366.63046,368.63358,7.2555623,368.63394,371.05124
36,36,2,8,2,0,5.000000e-01,8.075000e-01,1.0,35.0,371.15866,2.0,8,372.90533,high,1.7466782,1.2533218,373.42572,376.40955,376.41125,378.41357,7.254926,378.41397,379.21625
37,37,8,0,1,1,2,4.037500e+00,1.0,36.0,379.22174,1.0,8,381.35532,high,2.1335604,0.8664395,381.8749,385.97256,385.9745,387.97778,8.756054,387.97818,392.00946
38,38,2,8,3,1,5.000000e-01,5.652500e+00,1.0,37.0,392.0191,2.0,8,393.40485,high,1.3857405,1.6142595,393.92474,397.2692,397.27097,399.27356,7.2544365,399.27393,404.92154
39,39,4,2,3,1,2,8.075000e-01,1.0,38.0,404.9303,1.0,4,406.4715,high,1.5412041,1.4587959,406.9917,411.68005,411.68048,413.68253,8.752222,413.6829,414.48822
40,40,2,8,1,1,2,8.075000e-01,1.0,39.0,414.49377,2.0,8,416.2048,high,1.7110497,1.2889503,416.72473,421.2449,421.24692,423.2495,8.755752,423.24988,424.05103
41,41,2,0,3,1,3.500000e+00,8.075000e-01,1.0,40.0,424.0596,1.0,2,425.65485,high,1.595242,1.404758,426.17484,432.31052,432.31223,434.31516,10.255566,434.31555,435.11664
42,42,8,2,2,1,5.000000e-01,8.075000e-01,1.0,41.0,435.22565,1.0,8,436.805,high,1.5793628,1.4206372,437.32477,440.4765,440.47836,442.48117,7.2555394,442.48157,443.2835
