Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,2,8,3,0,5.000000e-01,4.037500e+00
2,0,2,2,1,2,8.075000e-01
3,2,4,3,1,5.000000e-01,8.075000e-01
4,8,4,2,1,5.000000e-01,8.075000e-01
5,2,8,1,0,2,8.075000e-01
6,2,8,2,0,2,8.882500e+00
7,8,2,2,1,5.000000e-01,8.075000e-01
8,4,0,1,1,5.000000e-01,8.075000e-01
9,0,8,1,1,5.000000e-01,4.037500e+00
10,2,0,2,0,2,8.075000e-01
11,4,0,3,0,2,8.075000e-01
12,4,8,1,0,5.000000e-01,4.037500e+00
13,8,0,2,1,5.000000e-01,5.652500e+00
14,0,8,3,0,2,4.037500e+00
15,8,2,3,0,5.000000e-01,4.037500e+00
16,0,8,2,0,2,8.075000e-01
17,4,2,2,1,5.000000e-01,2.422500e+00
18,2,8,1,0,3.500000e+00,2.422500e+00
19,8,0,3,1,5.000000e-01,8.075000e-01
20,8,2,2,1,5.000000e-01,8.075000e-01
21,2,0,1,1,5.000000e-01,7.267500e+00
22,8,4,3,1,5.000000e-01,2.422500e+00
23,8,2,1,1,2,8.075000e-01
24,4,8,1,1,2,8.075000e-01
25,4,2,2,0,2,8.075000e-01
26,2,4,1,0,3.500000e+00,2.422500e+00
27,0,2,3,0,2,2.422500e+00
28,0,8,1,0,3.500000e+00,8.075000e-01
29,0,4,2,1,5.000000e-01,8.075000e-01
30,2,8,3,1,5.000000e-01,8.075000e-01
31,8,2,3,1,5.000000e-01,7.267500e+00
32,4,8,2,0,5.000000e-01,8.075000e-01
33,4,0,2,0,5.000000e-01,8.075000e-01
34,8,4,3,0,2,2.422500e+00
35,0,4,3,1,5.000000e-01,2.422500e+00
36,0,2,3,1,2,2.422500e+00
37,2,0,1,0,2,2.422500e+00
38,4,2,1,1,5.000000e-01,5.652500e+00
39,4,2,3,0,5.000000e-01,8.075000e-01
40,2,8,2,0,3.500000e+00,2.422500e+00
41,0,4,1,0,2,8.075000e-01
42,8,2,1,1,5.000000e-01,2.422500e+00
