TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,8,2,1,0,2,4,1.0,0.0,4.011067,999.0,999.0,7.012107,999.0,0.0,0.0,7.018774,10.761785,999.0,999.0,994.98895,12.769816,16.762018
2,2,8,0,1,1,5.000000e-01,4,1.0,1.0,16.767836,1.0,8,18.053057,high,1.2852212,1.7147788,18.575026,22.018461,22.02201,24.024374,7.256538,24.025103,28.018053
3,3,0,4,2,1,5.000000e-01,2,1.0,2.0,28.036484,2.0,4,29.560541,high,1.5240586,1.4759414,30.083721,33.28709,33.29077,35.293808,7.2573256,35.29453,37.286785
4,4,0,8,2,1,5.000000e-01,2,1.0,3.0,37.299953,2.0,8,38.71936,high,1.4194078,1.5805922,39.241886,42.550938,42.5514,44.553818,7.253863,44.554523,46.550503
5,5,8,4,1,0,5.000000e-01,2,1.0,4.0,46.561058,1.0,8,48.628166,high,2.0671113,0.9328888,49.15097,51.81076,51.814117,53.816498,7.2554393,53.817154,55.811363
6,6,4,2,1,1,5.000000e-01,2,1.0,5.0,55.819256,2.0,2,58.03713,low,2.217873,0.7821269,58.55923,61.069603,61.073627,63.0763,7.257045,63.077023,65.07033
7,7,4,8,3,0,2,2,1.0,6.0,65.077415,1.0,4,66.99638,low,1.9189631,1.0810369,67.51833,71.82752,71.830765,73.833084,8.755668,73.83375,75.82781
8,8,2,0,3,0,5.000000e-01,2,1.0,7.0,75.83532,2.0,0,78.22048,low,2.385161,0.614839,78.74382,81.08644,81.0866,83.08901,7.253693,83.089714,85.08568
9,9,8,4,2,0,2,2,1.0,8.0,85.1032,2.0,4,86.39715,low,1.293945,1.706055,86.9197,91.85417,91.857346,93.859764,8.756558,93.86045,95.853874
10,10,0,4,1,0,2,8,1.0,9.0,95.86276,2.0,4,98.10411,high,2.241349,0.758651,98.627045,102.61348,102.61731,104.619705,8.756943,104.62043,112.61378
11,11,4,2,3,1,5.000000e-01,2,1.0,10.0,112.62388,1.0,4,114.29078,high,1.6668968,1.3331032,114.81319,117.87482,117.87871,119.88131,7.257425,119.881996,121.874306
12,12,2,8,3,0,5.000000e-01,2,1.0,11.0,121.88169,2.0,8,123.23342,high,1.3517264,1.6482736,123.75537,127.13191,127.13543,129.13824,7.2565503,129.13895,131.13213
13,13,4,2,2,0,5.000000e-01,6,1.0,12.0,131.15099,2.0,2,133.37512,low,2.2241385,0.7758616,133.89902,136.40169,136.40486,138.40779,7.2568164,138.40843,144.40147
14,14,2,0,2,0,5.000000e-01,2,1.0,13.0,144.41785,1.0,2,146.51427,high,2.0964136,0.9035864,147.0362,149.66774,149.6682,151.67044,7.252593,151.67114,153.66814
15,15,8,0,3,0,5.000000e-01,6,1.0,14.0,153.6764,999.0,999,156.68895,999,0.0,0.0,156.69589,158.92659,999.0,999.0,845.3236,160.93338,166.92621
16,16,4,2,3,0,5.000000e-01,2,1.0,15.0,166.93456,1.0,4,168.36292,high,1.4283555,1.5716445,168.88628,172.184,172.18758,174.18971,7.255151,174.19037,176.18544
17,17,0,4,1,1,3.500000e+00,6,1.0,16.0,176.19655,2.0,4,177.8385,high,1.6419537,1.3580463,178.361,184.4474,184.4521,186.45428,10.257737,186.455,192.44728
18,18,4,0,2,0,2,2,1.0,17.0,192.46536,2.0,0,193.79173,low,1.3263656,1.6736344,194.31482,199.21616,199.21635,201.21907,8.7537,201.21974,203.21568
19,19,8,0,2,0,5.000000e-01,2,1.0,18.0,203.2286,1.0,8,204.96587,high,1.7372652,1.2627348,205.48833,208.48056,208.48376,210.48643,7.257835,210.48712,212.47926
20,20,0,4,3,1,5.000000e-01,8,1.0,19.0,212.48972,2.0,4,213.99207,high,1.5023571,1.4976429,214.51483,217.74022,217.74698,219.74979,7.260067,219.75053,227.74066
21,21,8,2,3,1,5.000000e-01,4,1.0,20.0,227.74844,1.0,8,230.41182,high,2.6633816,0.3366184,230.93405,232.99974,233.00018,235.00232,7.25388,235.00311,238.99913
22,22,2,4,2,1,5.000000e-01,8,1.0,21.0,239.0174,1.0,2,240.5211,low,1.5037218,1.4962782,241.0428,244.26851,244.27174,246.27402,7.2566237,246.27472,254.26804
23,23,8,4,3,1,2,4,1.0,22.0,254.27573,1.0,8,256.32382,high,2.0480983,0.9519017,256.84555,261.0268,261.03024,263.03278,8.757043,263.03345,267.0265
24,24,8,2,1,1,2,6,1.0,23.0,267.03546,1.0,8,268.4972,high,1.4617192,1.5382808,269.01935,273.78577,273.7901,275.7923,8.756823,275.793,281.78595
25,25,0,2,2,1,3.500000e+00,4,1.0,24.0,281.8016,2.0,2,283.60138,high,1.7997662,1.2002338,284.12393,290.05276,290.05618,292.05835,10.256726,292.059,296.05167
26,26,4,2,1,0,3.500000e+00,2,1.0,25.0,296.06012,1.0,4,297.47327,high,1.4131467,1.5868533,297.995,304.31046,304.31406,306.31647,10.2563505,306.31714,308.31113
27,27,8,4,1,1,5.000000e-01,6,1.0,26.0,308.31955,2.0,4,310.1296,low,1.810063,1.189937,310.65216,313.56964,313.57355,315.5766,7.257058,315.57727,321.57043
28,28,8,0,1,0,5.000000e-01,4,1.0,27.0,321.5762,1.0,8,323.56854,high,1.9923416,1.0076584,324.09067,326.82715,326.83063,328.83282,7.256627,328.8336,332.82697
29,29,8,2,2,0,2,2,1.0,28.0,332.84244,2.0,2,334.62616,low,1.7837214,1.2162786,335.14957,339.59238,339.5961,341.5986,8.75616,341.5993,343.59305
30,30,4,8,2,1,2,4,1.0,29.0,343.60916,2.0,8,345.98346,high,2.3742967,0.6257034,346.5064,350.35956,350.36362,352.36612,8.756941,352.36676,356.35995
31,31,0,2,1,0,5.000000e-01,2,1.0,30.0,356.3718,1.0,0,358.20642,low,1.8346245,1.1653755,358.7297,361.62146,361.6216,363.6238,7.2520003,363.62448,365.6227
32,32,2,0,3,1,3.500000e+00,4,1.0,31.0,365.63205,2.0,0,368.5482,low,2.9161344,0.0838656,369.06992,373.88226,373.88242,375.88458,10.252545,375.88525,379.88336
33,33,2,0,1,1,2,4,1.0,32.0,379.8893,1.0,2,382.0537,high,2.16442,0.83558,382.57596,386.64093,386.64453,388.64743,8.758125,388.6482,392.6395
34,34,8,0,3,1,3.500000e+00,4,1.0,33.0,392.6471,1.0,8,394.75995,high,2.1128695,0.8871305,395.2818,400.8979,400.90152,402.9045,10.257421,402.9056,406.8971
