onset	duration	trial_type	rt	resp	gender	image_left	image_right
0.6366073000244796	3.0011393000604585	decision	1.7832365999929607	left	M	MF001.jpg	MF002.jpg
4.186543400050141	1.0006082999752834	win	n/a	n/a	n/a	MF001.jpg	MF002.jpg
11.153252699994482	3.0012400000123307	decision	1.5326736000133678	right	M	MF003.jpg	MF004.jpg
14.703274800092913	1.0002141000004485	loss	n/a	n/a	n/a	MF003.jpg	MF004.jpg
17.453183700097725	3.001368499943055	decision	1.532736099907197	right	M	MF005.jpg	MF006.jpg
21.00355160003528	1.0160388000076637	win	n/a	n/a	n/a	MF005.jpg	MF006.jpg
23.77002050005831	3.001839300035499	decision	1.2837124000070617	left	F	FF001.jpg	FF002.jpg
27.319834600086324	1.0166294999653473	win	n/a	n/a	n/a	FF001.jpg	FF002.jpg
32.18646630004514	3.0008694999851286	decision	1.7833699999609962	left	F	FF003.jpg	FF004.jpg
35.73656940006185	1.0166212000185624	loss	n/a	n/a	n/a	FF003.jpg	FF004.jpg
42.70350550010335	3.0000177999027073	decision	1.532389499945566	right	M	MF007.jpg	MF008.jpg
46.25316040008329	1.0165932999225333	loss	n/a	n/a	n/a	MF007.jpg	MF008.jpg
51.1197916000383	3.0021122000180185	decision	1.7826435000170022	left	M	MF009.jpg	MF010.jpg
54.669520499999635	1.0001902000512928	win	n/a	n/a	n/a	MF009.jpg	MF010.jpg
59.51991460006684	3.000765400007367	decision	2.0330899000400677	left	F	FF005.jpg	FF006.jpg
63.06966900010593	1.0000934998970479	loss	n/a	n/a	n/a	FF005.jpg	FF006.jpg
65.81975520006381	3.002122599980794	decision	1.7827131999656558	right	F	FF007.jpg	FF008.jpg
69.36965090001468	1.0000750999897718	win	n/a	n/a	n/a	FF007.jpg	FF008.jpg
72.11964070005342	3.0011462999973446	decision	1.2828292000340298	left	F	FF009.jpg	FF010.jpg
75.66967930004466	1.016749000060372	win	n/a	n/a	n/a	FF009.jpg	FF010.jpg
78.43648190004751	3.0009520000312477	decision	1.7824964000610635	right	F	FF011.jpg	FF012.jpg
81.98642770003062	1.0166559000499547	loss	n/a	n/a	n/a	FF011.jpg	FF012.jpg
86.8530375000555	3.001782099949196	decision	1.782983500044793	left	M	MF011.jpg	MF012.jpg
90.40307340002619	1.0002822000533342	loss	n/a	n/a	n/a	MF011.jpg	MF012.jpg
93.15310049999971	3.001839700038545	decision	1.5324786000419408	right	M	MF013.jpg	MF014.jpg
96.70307460008189	1.016563699929975	win	n/a	n/a	n/a	MF013.jpg	MF014.jpg
103.66976479999721	3.001040200004354	decision	2.033221899997443	left	M	MF015.jpg	MF016.jpg
107.21964280004613	1.0167921000393108	win	n/a	n/a	n/a	MF015.jpg	MF016.jpg
109.98641450004652	3.0010555000044405	decision	1.5323893000604585	right	F	FF013.jpg	FF014.jpg
113.53669900004752	1.016217099968344	win	n/a	n/a	n/a	FF013.jpg	FF014.jpg
120.50351690000389	3.001369500067085	decision	1.5323030001018196	right	M	MF017.jpg	MF018.jpg
124.0529975000536	1.0165830999612808	win	n/a	n/a	n/a	MF017.jpg	MF018.jpg
128.91966020001564	3.001270500011742	decision	1.5331326000159606	right	F	FF015.jpg	FF016.jpg
132.4696060999995	1.016698700026609	win	n/a	n/a	n/a	FF015.jpg	FF016.jpg
137.3362027000403	3.001264499966055	decision	1.53325209999457	right	M	MF019.jpg	MF020.jpg
140.88622790004592	1.0000648000277579	win	n/a	n/a	n/a	MF019.jpg	MF020.jpg
145.7363095000619	3.0015084999613464	decision	2.0333748999983072	left	F	FF017.jpg	FF018.jpg
149.28619650006294	1.0003571000415832	win	n/a	n/a	n/a	FF017.jpg	FF018.jpg
162.53629370010458	3.0016097999177873	decision	2.0327031000051647	left	M	MF021.jpg	MF022.jpg
166.0861934000859	1.016613099956885	loss	n/a	n/a	n/a	MF021.jpg	MF022.jpg
173.0528653000947	3.001101900008507	decision	1.5336341999936849	right	M	MF023.jpg	MF024.jpg
176.60285830008797	1.0002730999840423	win	n/a	n/a	n/a	MF023.jpg	MF024.jpg
183.55277770000976	3.000774500076659	decision	2.2831064000492916	left	M	MF025.jpg	MF026.jpg
187.10257290001027	1.0000150999985635	loss	n/a	n/a	n/a	MF025.jpg	MF026.jpg
191.95280670002103	3.0009879000717774	decision	1.782683200086467	left	M	MF027.jpg	MF028.jpg
195.50280370004475	1.0166673000203446	loss	n/a	n/a	n/a	MF027.jpg	MF028.jpg
198.26954400003888	3.0018663000082597	decision	1.7823917999630794	right	F	FF019.jpg	FF020.jpg
201.81939830002375	1.0000750999897718	loss	n/a	n/a	n/a	FF019.jpg	FF020.jpg
204.56952850008383	3.000964400009252	decision	1.5321067000040784	left	F	FF021.jpg	FF022.jpg
208.1193942000391	1.0001321999588981	win	n/a	n/a	n/a	FF021.jpg	FF022.jpg
215.0698076999979	3.001258200034499	decision	1.783036500099115	right	M	MF029.jpg	MF030.jpg
218.6193761000177	1.0005231000250205	loss	n/a	n/a	n/a	MF029.jpg	MF030.jpg
225.5694882000098	3.000990300090052	decision	1.283378200023435	left	M	MF031.jpg	MF032.jpg
229.11923810001463	1.0001590000465512	win	n/a	n/a	n/a	MF031.jpg	MF032.jpg
233.96947380003985	3.0013672000495717	decision	2.03334329999052	right	F	FF023.jpg	FF024.jpg
237.51939160004258	1.016662499983795	loss	n/a	n/a	n/a	FF023.jpg	FF024.jpg
240.28612280008383	3.0011523999273777	decision	1.7825680000241846	left	F	FF025.jpg	FF026.jpg
243.8360643000342	1.0165656000608578	win	n/a	n/a	n/a	FF025.jpg	FF026.jpg
