TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,4,2,1,2.422500e+00,8.075000e-01,1.0,0.0,2.5999034e-06,0.0106974,4.0257545,1.0,5.276057,1.2503023,5.3764696,2.2571976,7.635661,7.0,7.6358094,8.24306,4.217306,8.24324,10.668588,--
2,2,2,1,2,4.037500e+00,1.615000e+00,1.0,1.0,--,--,10.674031,1.0,11.609275,0.935243,11.709609,3.379757,15.090918,5.0,15.091034,15.696576,5.022545,15.696725,19.736929,--
3,3,1,1,1,8.075000e-01,2.422500e+00,1.0,2.0,--,--,19.73874,1.0,20.475822,0.7370821,20.57615,4.385418,24.963686,8.0,24.9638,25.570057,5.8313165,25.570204,26.379929,--
4,4,6,2,3,8.075000e-01,2.422500e+00,1.0,3.0,--,--,26.393036,1.0,27.942482,1.5494454,28.042822,3.5730546,31.617842,2.0,31.617956,32.224644,5.8316064,32.22479,33.034084,--
5,5,1,1,1,2.422500e+00,2.422500e+00,1.0,4.0,--,--,33.037197,1.0,34.492382,1.4551822,34.592724,3.6673179,38.261833,8.0,38.26195,38.86662,5.8294196,38.866764,41.29195,--
6,6,9,3,3,2.422500e+00,8.075000e-01,1.0,5.0,--,--,41.304855,2.0,42.44237,1.1375159,42.542706,2.3699841,44.91435,9.0,44.914463,45.519627,4.214773,45.51977,47.943993,--
7,7,6,2,3,8.075000e-01,8.075000e-01,1.0,6.0,--,--,47.955204,2.0,49.309097,1.3538915,49.40951,2.1536086,51.565563,8.0,51.565678,52.169044,4.21384,52.16919,52.978626,--
8,8,9,3,3,8.075000e-01,2.422500e+00,1.0,7.0,--,--,52.989796,1.0,54.227043,1.2372468,54.327377,3.8852532,58.214954,3.0,58.21507,58.819046,5.8292513,58.81919,59.628838,--
9,9,8,3,2,8.075000e-01,1.615000e+00,1.0,8.0,--,--,59.638668,2.0,60.99251,1.353844,61.09284,2.961156,64.0559,5.0,64.05602,64.66117,5.0225034,64.661316,65.4708,--
10,10,9,3,3,4.037500e+00,8.075000e-01,1.0,9.0,--,--,65.48056,2.0,66.92587,1.4453121,67.0262,2.062188,69.08992,6.0,69.090034,69.69603,4.2154717,69.696175,73.73593,--
11,11,4,2,1,8.075000e-01,1.615000e+00,1.0,10.0,--,--,73.74725,1.0,75.70924,1.9619882,75.80959,2.3530118,78.16596,8.0,78.16608,78.77071,5.0234575,78.77086,79.58022,--
12,12,2,1,2,8.075000e-01,1.615000e+00,1.0,11.0,--,--,79.583115,1.0,81.54288,1.9597594,81.64321,2.3552406,84.00049,5.0,84.000595,84.60698,5.0238647,84.607124,85.41692,--
13,13,4,2,1,8.075000e-01,2.422500e+00,1.0,12.0,--,--,85.42886,1.0,86.97563,1.5467657,87.07597,3.5757344,90.65298,7.0,90.65309,91.257774,5.828909,91.25792,92.068,--
14,14,4,2,1,2.422500e+00,1.615000e+00,1.0,13.0,--,--,92.078415,1.0,94.14244,2.0640287,94.2428,2.2509713,96.49494,9.0,96.49506,97.09906,5.0206423,97.099205,99.52364,--
15,15,1,1,1,8.075000e-01,2.422500e+00,1.0,14.0,--,--,99.52664,1.0,100.97558,1.4489343,101.07602,3.6735656,104.75196,6.0,104.752075,105.35578,5.8291326,105.35593,106.16592,--
16,16,9,3,3,2.422500e+00,2.422500e+00,1.0,15.0,--,--,106.17692,1.0,107.62551,1.4485922,107.72592,3.6739078,111.40113,3.0,111.401245,112.00575,5.8288307,112.0059,114.43093,--
17,17,1,1,1,2.422500e+00,8.075000e-01,1.0,16.0,--,--,114.43391,1.0,115.47552,1.041611,115.57584,2.465889,118.04383,6.0,118.043945,118.64906,4.2151556,118.64921,121.07383,--
18,18,6,2,3,8.075000e-01,1.615000e+00,1.0,17.0,--,--,121.085365,1.0,122.542366,1.4570006,122.64271,2.8579993,125.50162,3.0,125.501724,126.107124,5.0217605,126.10727,126.91676,--
19,19,3,1,3,7.267500e+00,2.422500e+00,1.0,18.0,--,--,126.91973,2.0,127.75911,0.8393806,127.85947,4.283119,132.14488,9.0,132.145,132.74905,5.829321,132.74919,140.01892,--
20,20,7,3,1,8.075000e-01,2.422500e+00,1.0,19.0,--,--,140.02988,2.0,140.65913,0.6292576,140.75948,4.4932423,145.25493,2.0,145.25505,145.86009,5.830219,145.86023,146.66966,--
21,21,1,1,1,4.037500e+00,8.075000e-01,1.0,20.0,--,--,146.6725,2.0,148.0254,1.3529133,148.12575,2.1545868,150.28195,2.0,150.28207,150.88705,4.214561,150.8872,154.92662,--
22,22,7,3,1,5.652500e+00,1.615000e+00,1.0,21.0,--,--,154.93747,2.0,156.39236,1.4549012,156.4927,2.8600988,159.35481,3.0,159.35493,159.95941,5.0219336,159.95955,165.61394,--
23,23,3,1,3,8.075000e-01,2.422500e+00,1.0,22.0,--,--,165.61679,1.0,166.24217,0.6253887,166.34251,4.4971113,170.84227,4.0,170.84238,171.44962,5.832819,171.44977,172.25894,--
24,24,1,1,1,8.075000e-01,2.422500e+00,1.0,23.0,--,--,172.26076,2.0,172.8924,0.6316302,172.99274,4.49087,177.48595,3.0,177.48607,178.0907,5.829932,178.09084,178.90007,--
25,25,3,1,3,8.075000e-01,2.422500e+00,1.0,24.0,--,--,178.90204,1.0,179.84225,0.9402118,179.94258,4.182288,184.1274,1.0,184.1275,184.73262,5.830584,184.73277,185.54295,--
26,26,5,2,2,8.075000e-01,8.075000e-01,1.0,25.0,--,--,185.55484,2.0,187.0089,1.4540529,187.10925,2.053447,189.16556,5.0,189.16566,189.77028,4.215437,189.77043,190.5799,--
27,27,9,3,3,2.422500e+00,1.615000e+00,1.0,26.0,--,--,190.60117,1.0,192.04387,1.4427052,192.1442,2.872295,195.01802,3.0,195.01813,195.62344,5.0222816,195.6236,198.04869,--
28,28,4,2,1,7.267500e+00,8.075000e-01,1.0,27.0,--,--,198.06001,1.0,199.82617,1.7661505,199.92651,1.7413495,201.66988,7.0,201.67,202.27509,4.215069,202.27522,209.54462,--
29,29,5,2,2,4.037500e+00,1.615000e+00,1.0,28.0,--,--,209.55516,2.0,210.19229,0.6371406,210.29263,3.6778593,213.97304,5.0,213.97316,214.57864,5.0234947,214.5788,218.61841,--
30,30,3,1,3,8.882500e+00,2.422500e+00,1.0,29.0,--,--,218.6217,2.0,219.45886,0.83717,219.55922,4.28533,223.84596,9.0,223.84607,224.45107,5.8293686,224.45122,233.33582,--
31,31,6,2,3,5.652500e+00,2.422500e+00,1.0,30.0,--,--,233.34772,2.0,234.19205,0.8443382,234.2924,4.278162,238.57214,6.0,238.57227,239.1767,5.8289733,239.17683,244.83153,--
32,32,3,1,3,8.075000e-01,8.075000e-01,1.0,31.0,--,--,244.83446,2.0,245.67538,0.8409151,245.77573,2.666585,248.44495,7.0,248.4451,249.04889,4.2144265,249.04904,249.85805,--
33,33,7,3,1,8.075000e-01,8.075000e-01,1.0,32.0,--,--,249.86945,1.0,251.00865,1.1392103,251.109,2.3682897,253.47896,7.0,253.47908,254.08505,4.2156134,254.08519,254.89496,--
34,34,3,1,3,8.075000e-01,8.075000e-01,1.0,33.0,--,--,254.89778,1.0,257.05908,2.1612816,257.1594,1.3462185,258.50797,1.0,258.50806,259.11304,4.215257,259.1132,259.9226,--
35,35,9,3,3,2.422500e+00,2.422500e+00,1.0,34.0,--,--,259.93375,1.0,261.49222,1.558458,261.59256,3.564042,265.15897,3.0,265.15906,265.76306,5.829314,265.7632,268.18765,--
36,36,8,3,2,5.652500e+00,1.615000e+00,1.0,35.0,--,--,268.1976,2.0,268.92535,0.7277451,269.02567,3.587255,272.61533,5.0,272.61545,273.22385,5.0262604,273.224,278.87903,--
37,37,6,2,3,2.422500e+00,8.075000e-01,1.0,36.0,--,--,278.89035,2.0,279.40955,0.519214,279.50992,2.988286,282.49997,9.0,282.5001,283.10468,4.2143307,283.1048,285.529,--
38,38,9,3,3,4.037500e+00,8.075000e-01,1.0,37.0,--,--,285.5401,1.0,287.2918,1.7517201,287.39215,1.7557799,289.14996,1.0,289.1501,289.75406,4.213983,289.7542,293.7937,--
39,39,4,2,1,4.037500e+00,2.422500e+00,1.0,38.0,--,--,293.80472,2.0,295.25864,1.4539233,295.35898,3.6685767,299.02902,4.0,299.0291,299.63382,5.8291097,299.63397,303.67392,--
40,40,7,3,1,4.037500e+00,1.615000e+00,1.0,39.0,--,--,303.685,1.0,304.52536,0.8403586,304.6257,3.4746413,308.1014,7.0,308.10153,308.7051,5.0200887,308.70523,312.7447,--
41,41,6,2,3,5.652500e+00,8.075000e-01,1.0,40.0,--,--,312.7556,1.0,314.10846,1.3528332,314.2088,2.154667,316.365,2.0,316.36508,316.9701,4.2144513,316.9702,322.62485,--
42,42,6,2,3,8.075000e-01,1.615000e+00,1.0,41.0,--,--,322.63513,2.0,323.87512,1.2399768,323.97546,3.0750232,327.05292,6.0,327.05304,327.65704,5.0219135,327.6572,328.46695,--
43,43,7,3,1,8.075000e-01,1.615000e+00,1.0,42.0,--,--,328.4781,2.0,329.82516,1.347078,329.92548,2.967922,332.895,3.0,332.8951,333.50006,5.0219874,333.5002,334.3099,--
44,44,9,3,3,2.422500e+00,8.075000e-01,1.0,43.0,--,--,334.3197,2.0,335.87515,1.5554652,335.9755,1.9520348,337.93085,9.0,337.93097,338.5362,4.2165112,338.53635,340.96097,--
45,45,6,2,3,2.422500e+00,8.075000e-01,1.0,44.0,--,--,340.97192,2.0,342.6253,1.6533871,342.72565,1.8541129,344.5833,9.0,344.58344,345.18707,4.215165,345.18723,347.61197,--
46,46,1,1,1,8.075000e-01,1.615000e+00,1.0,45.0,--,--,347.61487,1.0,349.05832,1.4434586,349.15866,2.8715415,352.03226,9.0,352.03238,352.63712,5.022248,352.63724,353.44705,--
47,47,1,1,1,8.075000e-01,2.422500e+00,1.0,46.0,--,--,353.44882,1.0,355.10858,1.6597531,355.20892,3.4627469,358.67267,8.0,358.6728,359.27707,5.828248,359.27722,360.08737,--
48,48,4,2,1,8.075000e-01,1.615000e+00,1.0,47.0,--,--,360.09875,1.0,362.67505,2.5762925,362.7754,1.7387074,364.51596,6.0,364.51608,365.12015,5.021417,365.12033,365.93,--
49,49,4,2,1,8.075000e-01,8.075000e-01,1.0,48.0,--,--,365.94028,2.0,367.39166,1.4513628,367.4922,2.056137,369.5509,2.0,369.55103,370.1547,4.214395,370.15482,370.96405,--
50,50,3,1,3,2.422500e+00,1.615000e+00,1.0,49.0,--,--,370.96686,2.0,372.82504,1.8581766,372.92538,2.4568233,375.38354,7.0,375.38367,375.98834,5.0214996,375.9885,378.4132,--
51,51,7,3,1,2.422500e+00,8.075000e-01,1.0,50.0,--,--,378.42487,1.0,379.8749,1.4500623,379.97537,2.0574377,382.03546,8.0,382.03558,382.64047,4.215632,382.64062,385.06485,--
52,52,7,3,1,8.075000e-01,1.615000e+00,1.0,51.0,--,--,385.07477,1.0,386.32516,1.2504231,386.42557,3.0645769,389.4916,6.0,389.49173,390.09607,5.0213275,390.09622,390.90598,--
53,53,7,3,1,8.075000e-01,1.615000e+00,1.0,52.0,--,--,390.91583,2.0,391.64154,0.7257253,391.74188,3.5892746,395.33282,4.0,395.33295,395.9391,5.023271,395.93924,396.74866,--
54,54,3,1,3,8.075000e-01,2.422500e+00,1.0,53.0,--,--,396.7515,2.0,398.4083,1.6568094,398.50867,3.4656906,401.97562,6.0,401.97574,402.58054,5.8290443,402.58066,403.38998,411.9996
