TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,7,3,1,2,2.550000e+00,1.0,0.0,3.9e-06,9.044746,13.04473,13.050542,2.0,15.240324,2.1897824,15.340904,2.7602177,18.104235,2.0,18.104425,19.116741,6.066199,19.116985,21.119146,--
2,2,3,1,3,4,2.550000e+00,1.0,1.0,--,--,--,21.12773,0.0,23.61838,2.490651,23.718887,2.4593492,26.181246,999.0,26.181398,27.189919,6.0621905,27.19011,31.192324,--
3,3,4,2,1,4,1.700000e+00,1.0,2.0,--,--,--,31.19919,7.0,31.82874,0.6295499,31.929232,3.4704502,35.4026,8.0,35.402752,36.41408,5.21489,36.414272,40.416435,--
4,4,6,2,3,4,1.700000e+00,1.0,3.0,--,--,--,40.416817,7.0,41.052364,0.6355475,41.152866,3.4644525,44.620228,2.0,44.620403,45.630093,5.2132764,45.63033,49.632675,--
5,5,6,2,3,1,2.550000e+00,1.0,4.0,--,--,--,49.6331,2.0,50.378124,0.7450263,50.478603,4.2049737,54.68592,6.0,54.686077,55.69435,6.0612526,55.69456,56.696873,--
6,6,8,3,2,3,8.500000e-01,1.0,5.0,--,--,--,56.69951,7.0,57.855286,1.155779,57.955788,2.094221,60.053078,5.0,60.05323,61.06462,4.365115,61.064827,64.06695,--
7,7,2,1,2,4,1.700000e+00,1.0,6.0,--,--,--,64.06966,7.0,64.80181,0.732153,64.90234,3.367847,68.27365,5.0,68.2738,69.27945,5.209791,69.27964,73.28199,--
8,8,3,1,3,4,1.700000e+00,1.0,7.0,--,--,--,73.282364,2.0,73.80872,0.5263604,73.909225,3.5736396,77.48551,9.0,77.485664,78.54612,5.263756,78.54631,82.54833,--
9,9,7,3,1,2,8.500000e-01,1.0,8.0,--,--,--,82.55081,7.0,83.28433,0.7335226,83.38482,2.5164773,85.90397,7.0,85.90413,86.91392,4.363109,86.91417,88.91651,--
10,10,8,3,2,3,1.700000e+00,1.0,9.0,--,--,--,88.916885,2.0,89.66252,0.7456307,89.763,3.3543694,93.120125,5.0,93.12028,94.12781,5.21092,94.128,97.131096,--
11,11,9,3,3,1,8.500000e-01,1.0,10.0,--,--,--,97.13149,7.0,97.65728,0.5257836,97.7578,2.7242165,100.485115,1.0,100.485306,101.49532,4.363829,101.495514,102.49827,--
12,12,2,1,2,4,8.500000e-01,1.0,11.0,--,--,--,102.50074,2.0,103.33674,0.8359986,103.43727,2.4140015,105.85449,5.0,105.854645,106.862175,4.361439,106.862366,110.86483,--
13,13,8,3,2,2,8.500000e-01,1.0,12.0,--,--,--,110.86823,2.0,111.39454,0.5263059,111.49525,2.723694,114.2211,5.0,114.22125,115.22728,4.359048,115.22747,117.22965,--
14,14,5,2,2,3,1.700000e+00,1.0,13.0,--,--,--,117.23189,7.0,117.656166,0.4242747,117.75666,3.6757252,121.434944,5.0,121.435104,122.441185,5.2092986,122.44138,125.4436,--
15,15,9,3,3,4,1.700000e+00,1.0,14.0,--,--,--,125.44629,7.0,125.98268,0.5363949,126.08317,3.563605,129.64948,4.0,129.64967,130.65948,5.213189,130.65967,134.66168,--
16,16,9,3,3,3,1.700000e+00,1.0,15.0,--,--,--,134.6621,2.0,135.3939,0.7318119,135.49438,3.3681881,138.8656,7.0,138.86577,139.87141,5.2093263,139.87161,142.87396,--
17,17,1,1,1,1,8.500000e-01,1.0,16.0,--,--,--,142.87767,2.0,143.51825,0.640577,143.61874,2.609423,146.23099,1.0,146.23114,147.23871,4.361034,147.23889,148.2412,--
