TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,2,8,1,0,2,8.075000e-01,1.0,0.0,4.0248747,999.0,999.0,7.030832,999.0,0.0,0.0,7.0345087,10.77505,999.0,999.0,994.9751,12.782439,13.583359
2,2,8,4,2,0,5.000000e-01,8.075000e-01,1.0,1.0,13.713611,999.0,999.0,16.714357,999.0,0.0,0.0,16.717655,18.964031,999.0,999.0,985.2864,20.966251,21.772078
3,3,0,2,2,0,5.000000e-01,4.037500e+00,1.0,2.0,21.891003,1.0,0,24.415249,low,2.524245,0.4757549,24.934172,27.141058,27.141178,29.142714,7.25171,29.143097,33.178192
4,4,2,4,3,1,5.000000e-01,2.422500e+00,1.0,3.0,33.203472,2.0,4,35.181244,high,1.9777718,1.0222282,35.700413,38.453716,38.45644,40.458057,7.254583,40.45844,42.87605
5,5,0,4,1,0,2,8.075000e-01,1.0,4.0,42.88097,2.0,4,45.48116,high,2.6001878,0.3998122,46.000484,49.631977,49.63474,51.636715,8.755742,51.63709,52.438168
6,6,8,2,1,1,5.000000e-01,8.075000e-01,1.0,5.0,52.442562,999.0,999,55.44728,999,0.0,0.0,55.45039,57.693047,999.0,999.0,946.55743,59.697468,60.501057
7,7,8,0,2,0,2,8.075000e-01,1.0,6.0,60.61554,1.0,8,61.664318,high,1.0487789,1.9512211,62.184208,67.36605,67.3678,69.36972,8.754179,69.37016,70.17421
8,8,0,2,3,1,5.000000e-01,4.037500e+00,1.0,7.0,70.191185,2.0,2,71.7475,high,1.5563093,1.4436907,72.26817,75.44198,75.443886,77.446045,7.254855,77.446434,81.47973
9,9,2,0,3,0,5.000000e-01,8.075000e-01,1.0,8.0,81.49567,2.0,0,83.39792,low,1.9022543,1.0977457,83.91697,86.74605,86.74617,88.74808,7.252409,88.74847,89.55397
10,10,2,8,3,0,5.000000e-01,8.075000e-01,1.0,9.0,89.56899,2.0,8,92.58053,high,3.0115376,-0.0115375,93.10015,94.81931,94.821266,96.823906,7.2549133,96.8243,97.62715
