Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,8,2,2,1,5.000000e-01,4.037500e+00
2,2,8,1,0,2,5.652500e+00
3,2,8,3,0,2,2.422500e+00
4,4,0,1,0,2,4.037500e+00
5,8,0,3,0,2,2.422500e+00
6,4,2,1,1,2,2.422500e+00
7,2,8,2,1,5.000000e-01,4.037500e+00
8,4,2,1,0,2,2.422500e+00
9,2,4,2,0,5.000000e-01,2.422500e+00
10,2,0,3,1,5.000000e-01,8.075000e-01
11,8,2,3,0,5.000000e-01,2.422500e+00
12,2,8,1,0,2,8.075000e-01
13,4,2,3,1,5.000000e-01,8.075000e-01
14,0,4,3,1,5.000000e-01,2.422500e+00
15,2,8,2,0,5.000000e-01,8.075000e-01
16,8,2,3,1,3.500000e+00,8.075000e-01
17,0,4,1,1,5.000000e-01,7.267500e+00
18,4,0,2,1,3.500000e+00,4.037500e+00
19,0,2,2,0,3.500000e+00,4.037500e+00
20,2,4,2,1,5.000000e-01,8.075000e-01
21,2,8,1,1,2,5.652500e+00
22,2,4,3,0,2,8.075000e-01
23,4,8,2,1,5.000000e-01,8.075000e-01
24,8,2,3,1,5.000000e-01,8.075000e-01
25,0,2,1,0,2,8.075000e-01
26,0,2,2,1,5.000000e-01,8.075000e-01
27,0,8,2,1,5.000000e-01,8.075000e-01
28,8,4,1,0,2,2.422500e+00
29,0,8,1,0,2,8.075000e-01
30,2,0,3,0,5.000000e-01,8.882500e+00
31,8,4,1,1,5.000000e-01,2.422500e+00
32,0,4,2,0,5.000000e-01,8.075000e-01
33,4,8,3,1,5.000000e-01,8.075000e-01
34,8,0,2,0,2,8.075000e-01
35,8,4,3,0,5.000000e-01,2.422500e+00
36,4,0,3,0,2,8.075000e-01
37,8,4,2,0,5.000000e-01,8.075000e-01
38,0,8,1,1,3.500000e+00,8.075000e-01
39,0,2,1,1,5.000000e-01,8.075000e-01
40,2,8,1,1,2,7.267500e+00
41,0,8,3,1,5.000000e-01,2.422500e+00
42,2,8,2,0,5.000000e-01,8.075000e-01
