Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,8,2,3,1,5.000000e-01,5.652500e+00
2,2,8,1,1,5.000000e-01,8.075000e-01
3,2,0,3,1,5.000000e-01,4.037500e+00
4,0,8,3,0,2,8.075000e-01
5,8,4,2,0,5.000000e-01,8.075000e-01
6,0,4,1,0,2,2.422500e+00
7,4,2,3,1,2,2.422500e+00
8,4,8,1,0,3.500000e+00,5.652500e+00
9,8,2,3,1,5.000000e-01,4.037500e+00
10,4,8,1,1,5.000000e-01,8.075000e-01
11,8,4,3,0,5.000000e-01,2.422500e+00
12,0,2,1,1,5.000000e-01,8.075000e-01
13,2,8,2,0,2,8.075000e-01
14,4,8,2,1,3.500000e+00,4.037500e+00
15,2,8,2,1,5.000000e-01,4.037500e+00
16,2,8,3,0,2,8.075000e-01
17,2,8,2,1,5.000000e-01,2.422500e+00
18,0,8,1,1,3.500000e+00,8.075000e-01
19,2,8,3,0,5.000000e-01,2.422500e+00
20,4,2,2,0,2,4.037500e+00
21,4,0,3,0,5.000000e-01,8.075000e-01
22,0,4,2,1,2,2.422500e+00
23,0,8,3,1,5.000000e-01,8.075000e-01
24,4,2,1,0,5.000000e-01,8.075000e-01
25,4,0,2,0,2,2.422500e+00
26,2,0,1,0,2,2.422500e+00
27,2,8,1,0,5.000000e-01,2.422500e+00
28,8,0,2,1,5.000000e-01,8.075000e-01
29,0,8,2,0,2,7.267500e+00
30,0,2,2,0,5.000000e-01,7.267500e+00
31,2,8,2,0,2,8.075000e-01
32,2,0,2,1,2,2.422500e+00
33,4,2,1,1,5.000000e-01,8.075000e-01
34,4,0,1,1,5.000000e-01,8.882500e+00
35,2,4,3,0,2,8.075000e-01
36,8,0,1,0,5.000000e-01,8.075000e-01
37,4,8,3,1,5.000000e-01,8.075000e-01
38,2,8,1,0,2,2.422500e+00
39,2,0,3,0,5.000000e-01,8.075000e-01
40,8,2,1,1,5.000000e-01,8.075000e-01
41,2,4,2,1,2,8.075000e-01
42,0,4,3,1,3.500000e+00,8.075000e-01
