Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,2,8,1,0,5.000000e-01,7.267500e+00
2,0,8,1,1,2,7.267500e+00
3,0,2,2,1,2,2.422500e+00
4,0,4,2,1,5.000000e-01,8.075000e-01
5,4,0,1,1,2,2.422500e+00
6,0,4,2,0,5.000000e-01,8.075000e-01
7,8,2,1,0,5.000000e-01,8.075000e-01
8,2,0,1,1,5.000000e-01,4.037500e+00
9,2,0,3,1,5.000000e-01,8.075000e-01
10,4,2,2,0,5.000000e-01,8.075000e-01
11,0,8,2,1,2,4.037500e+00
12,2,8,3,0,5.000000e-01,8.075000e-01
13,2,0,3,0,5.000000e-01,2.422500e+00
14,8,2,2,0,5.000000e-01,8.075000e-01
15,2,4,3,1,2,2.422500e+00
16,0,4,3,1,5.000000e-01,8.075000e-01
17,0,2,2,0,5.000000e-01,8.075000e-01
18,2,8,2,1,5.000000e-01,4.037500e+00
19,2,0,1,0,5.000000e-01,2.422500e+00
20,4,2,1,0,2,2.422500e+00
21,8,2,3,1,2,8.075000e-01
22,8,0,3,1,2,2.422500e+00
23,2,8,2,0,5.000000e-01,8.075000e-01
24,2,8,3,0,2,8.075000e-01
25,4,0,3,0,3.500000e+00,2.422500e+00
26,2,4,2,1,5.000000e-01,2.422500e+00
27,2,4,1,1,3.500000e+00,8.075000e-01
28,2,8,3,1,5.000000e-01,8.075000e-01
29,0,8,2,0,5.000000e-01,2.422500e+00
30,4,8,3,0,2,8.075000e-01
31,4,0,1,0,5.000000e-01,8.075000e-01
32,2,8,1,1,2,4.037500e+00
33,2,8,1,1,2,8.075000e-01
34,2,4,3,0,5.000000e-01,8.075000e-01
35,8,4,3,1,2,8.075000e-01
36,8,0,3,0,5.000000e-01,8.882500e+00
37,4,8,2,1,2,2.422500e+00
38,0,8,1,0,2,4.037500e+00
39,8,4,1,0,3.500000e+00,8.075000e-01
40,8,4,2,0,5.000000e-01,5.652500e+00
41,8,2,2,1,5.000000e-01,5.652500e+00
42,8,4,1,1,3.500000e+00,8.075000e-01
