Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,2,8,3,1,5.000000e-01,2.422500e+00
2,2,8,1,1,5.000000e-01,8.075000e-01
3,8,2,3,0,2,8.075000e-01
4,4,2,2,0,3.500000e+00,8.075000e-01
5,2,4,3,1,5.000000e-01,2.422500e+00
6,8,2,2,0,5.000000e-01,8.075000e-01
7,8,4,1,1,5.000000e-01,8.075000e-01
8,8,2,1,0,3.500000e+00,8.075000e-01
9,2,8,3,0,5.000000e-01,8.075000e-01
10,8,0,1,1,5.000000e-01,2.422500e+00
11,8,0,3,0,2,8.075000e-01
12,8,2,1,1,5.000000e-01,2.422500e+00
13,2,4,1,1,5.000000e-01,8.075000e-01
14,2,0,1,1,5.000000e-01,8.075000e-01
15,4,2,1,0,2,8.075000e-01
16,8,2,3,1,5.000000e-01,4.037500e+00
17,2,8,2,1,3.500000e+00,2.422500e+00
18,0,8,2,1,5.000000e-01,8.075000e-01
19,8,0,2,0,5.000000e-01,2.422500e+00
20,0,4,1,0,2,2.422500e+00
21,2,8,1,0,3.500000e+00,8.075000e-01
22,0,4,3,0,5.000000e-01,2.422500e+00
23,0,8,3,1,2,8.075000e-01
24,4,8,3,1,2,8.075000e-01
25,4,0,3,1,2,8.075000e-01
26,4,0,2,1,2,2.422500e+00
27,2,4,2,1,5.000000e-01,8.882500e+00
28,4,8,2,1,2,4.037500e+00
29,2,4,3,0,2,5.652500e+00
30,2,0,2,0,2,8.075000e-01
31,2,0,3,1,2,7.267500e+00
32,0,8,1,0,2,4.037500e+00
33,8,4,2,0,5.000000e-01,4.037500e+00
34,4,8,3,0,2,8.075000e-01
35,2,0,3,0,5.000000e-01,8.075000e-01
36,0,4,2,0,5.000000e-01,8.075000e-01
37,8,2,2,1,5.000000e-01,2.422500e+00
38,2,0,2,1,5.000000e-01,2.422500e+00
39,2,0,1,0,5.000000e-01,8.075000e-01
40,8,4,1,0,5.000000e-01,5.652500e+00
41,4,0,1,1,5.000000e-01,4.037500e+00
42,8,2,2,0,2,7.267500e+00
