Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,8,2,3,1,3.500000e+00,8.075000e-01
2,8,2,3,0,5.000000e-01,2.422500e+00
3,8,2,2,1,5.000000e-01,2.422500e+00
4,8,2,3,1,5.000000e-01,2.422500e+00
5,4,8,1,1,2,8.075000e-01
6,8,0,3,1,5.000000e-01,4.037500e+00
7,4,8,2,0,5.000000e-01,2.422500e+00
8,4,0,2,1,2,2.422500e+00
9,2,0,3,1,2,4.037500e+00
10,2,4,2,1,2,8.075000e-01
11,4,0,3,1,3.500000e+00,5.652500e+00
12,4,2,1,0,5.000000e-01,8.075000e-01
13,8,2,2,0,5.000000e-01,8.075000e-01
14,2,8,2,1,5.000000e-01,8.882500e+00
15,0,4,3,0,2,8.075000e-01
16,2,0,2,0,2,7.267500e+00
17,0,4,2,0,5.000000e-01,4.037500e+00
18,0,8,2,1,5.000000e-01,8.075000e-01
19,2,0,3,0,5.000000e-01,8.075000e-01
20,2,4,3,0,5.000000e-01,8.075000e-01
21,2,4,3,1,5.000000e-01,4.037500e+00
22,0,2,1,0,2,2.422500e+00
23,8,0,1,1,2,7.267500e+00
24,8,4,3,1,2,5.652500e+00
25,8,2,1,1,5.000000e-01,8.075000e-01
26,4,2,2,0,5.000000e-01,8.075000e-01
27,8,0,3,0,2,8.075000e-01
28,8,2,1,1,5.000000e-01,2.422500e+00
29,4,0,1,1,2,2.422500e+00
30,2,0,2,1,2,2.422500e+00
31,2,8,3,0,3.500000e+00,2.422500e+00
32,4,8,2,1,5.000000e-01,8.075000e-01
33,0,4,1,0,5.000000e-01,8.075000e-01
34,8,2,1,0,2,4.037500e+00
35,0,8,2,0,5.000000e-01,8.075000e-01
36,8,4,3,0,3.500000e+00,8.075000e-01
37,4,8,1,0,2,8.075000e-01
38,0,2,1,1,5.000000e-01,8.075000e-01
39,8,2,1,0,5.000000e-01,8.075000e-01
40,2,4,1,1,5.000000e-01,2.422500e+00
41,2,8,2,0,5.000000e-01,8.075000e-01
42,8,0,1,0,2,8.075000e-01
