onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.603385	2	cue_social	n/a	16	n/a	n/a
4.603385	2	cue_social_low	n/a	16	n/a	n/a
6.528038	0.816130	dec_social_low	0.816130	16	n/a	8
6.528038	0.816130	dec_social_low_accept	0.816130	16	accept	8
13.886174	2	cue_social	n/a	32	n/a	n/a
13.886174	2	cue_social_high	n/a	32	n/a	n/a
15.793942	0.700295	dec_social_high	0.700295	32	n/a	2
15.793942	0.700295	dec_social_high_accept	0.700295	32	accept	2
20.638092	2	cue_nonsocial	n/a	16	n/a	n/a
20.638092	2	cue_nonsocial_low	n/a	16	n/a	n/a
22.643818	0.867070	dec_nonsocial_low	0.867070	16	n/a	1
22.643818	0.867070	dec_nonsocial_low_accept	0.867070	16	accept	1
27.487993	2	cue_nonsocial	n/a	32	n/a	n/a
27.487993	2	cue_nonsocial_high	n/a	32	n/a	n/a
29.494234	0.866637	dec_nonsocial_high	0.866637	32	n/a	2
29.494234	0.866637	dec_nonsocial_high_accept	0.866637	32	accept	2
34.338116	2	cue_nonsocial	n/a	16	n/a	n/a
34.338116	2	cue_nonsocial_low	n/a	16	n/a	n/a
36.345060	0.749035	dec_nonsocial_low	0.749035	16	n/a	4
36.345060	0.749035	dec_nonsocial_low_accept	0.749035	16	accept	4
41.987970	2	cue_nonsocial	n/a	16	n/a	n/a
41.987970	2	cue_nonsocial_low	n/a	16	n/a	n/a
43.994003	0.583470	dec_nonsocial_low	0.583470	16	n/a	8
43.994003	0.583470	dec_nonsocial_low_accept	0.583470	16	accept	8
48.917150	2	cue_social	n/a	32	n/a	n/a
48.917150	2	cue_social_high	n/a	32	n/a	n/a
50.844242	0.683290	dec_social_high	0.683290	32	n/a	3
50.844242	0.683290	dec_social_high_accept	0.683290	32	accept	3
59.804367	2	cue_social	n/a	32	n/a	n/a
59.804367	2	cue_social_high	n/a	32	n/a	n/a
61.728035	0.916037	dec_social_high	0.916037	32	n/a	16
61.728035	0.916037	dec_social_high_accept	0.916037	32	accept	16
66.571640	2	cue_nonsocial	n/a	32	n/a	n/a
66.571640	2	cue_nonsocial_high	n/a	32	n/a	n/a
68.577190	0.833606	dec_nonsocial_high	0.833606	32	n/a	3
68.577190	0.833606	dec_nonsocial_high_accept	0.833606	32	accept	3
77.454750	2	cue_nonsocial	n/a	32	n/a	n/a
77.454750	2	cue_nonsocial_high	n/a	32	n/a	n/a
79.461010	0.582992	dec_nonsocial_high	0.582992	32	n/a	3
79.461010	0.582992	dec_nonsocial_high_accept	0.582992	32	accept	3
84.384410	2	cue_social	n/a	16	n/a	n/a
84.384410	2	cue_social_low	n/a	16	n/a	n/a
86.310684	0.666759	dec_social_low	0.666759	16	n/a	1
86.310684	0.666759	dec_social_low_accept	0.666759	16	accept	1
91.154680	2	cue_nonsocial	n/a	16	n/a	n/a
91.154680	2	cue_nonsocial_low	n/a	16	n/a	n/a
93.161310	0.765869	dec_nonsocial_low	0.765869	16	n/a	4
93.161310	0.765869	dec_nonsocial_low_accept	0.765869	16	accept	4
103.686070	2	cue_social	n/a	16	n/a	n/a
103.686070	2	cue_social_low	n/a	16	n/a	n/a
105.660080	0.900713	dec_social_low	0.900713	16	n/a	4
105.660080	0.900713	dec_social_low_accept	0.900713	16	accept	4
111.304634	2	cue_nonsocial	n/a	16	n/a	n/a
111.304634	2	cue_nonsocial_low	n/a	16	n/a	n/a
113.310460	0.650202	dec_nonsocial_low	0.650202	16	n/a	8
113.310460	0.650202	dec_nonsocial_low_accept	0.650202	16	accept	8
120.662670	2	cue_social	n/a	32	n/a	n/a
120.662670	2	cue_social_high	n/a	32	n/a	n/a
122.577410	0.783086	dec_social_high	0.783086	32	n/a	8
122.577410	0.783086	dec_social_high_accept	0.783086	32	accept	8
128.221080	2	cue_nonsocial	n/a	32	n/a	n/a
128.221080	2	cue_nonsocial_high	n/a	32	n/a	n/a
130.226960	0.600408	dec_nonsocial_high	0.600408	32	n/a	8
130.226960	0.600408	dec_nonsocial_high_accept	0.600408	32	accept	8
135.071150	2	cue_nonsocial	n/a	32	n/a	n/a
135.071150	2	cue_nonsocial_high	n/a	32	n/a	n/a
137.076840	1.050431	dec_nonsocial_high	1.050431	32	n/a	16
137.076840	1.050431	dec_nonsocial_high_accept	1.050431	32	accept	16
141.983220	2	cue_social	n/a	16	n/a	n/a
141.983220	2	cue_social_low	n/a	16	n/a	n/a
143.926620	0.650659	dec_social_low	0.650659	16	n/a	8
143.926620	0.650659	dec_social_low_accept	0.650659	16	accept	8
148.874160	2	cue_social	n/a	32	n/a	n/a
148.874160	2	cue_social_high	n/a	32	n/a	n/a
150.777340	0.699742	dec_social_high	0.699742	32	n/a	8
150.777340	0.699742	dec_social_high_accept	0.699742	32	accept	8
156.421360	2	cue_nonsocial	n/a	16	n/a	n/a
156.421360	2	cue_nonsocial_low	n/a	16	n/a	n/a
158.428180	0.682316	dec_nonsocial_low	0.682316	16	n/a	2
158.428180	0.682316	dec_nonsocial_low_accept	0.682316	16	accept	2
163.270920	2	cue_nonsocial	n/a	16	n/a	n/a
163.270920	2	cue_nonsocial_low	n/a	16	n/a	n/a
165.276580	0.734156	dec_nonsocial_low	0.734156	16	n/a	8
165.276580	0.734156	dec_nonsocial_low_accept	0.734156	16	accept	8
172.537920	2	cue_nonsocial	n/a	32	n/a	n/a
172.537920	2	cue_nonsocial_high	n/a	32	n/a	n/a
174.543900	0.666609	dec_nonsocial_high	0.666609	32	n/a	16
174.543900	0.666609	dec_nonsocial_high_accept	0.666609	32	accept	16
180.265690	2	cue_social	n/a	32	n/a	n/a
180.265690	2	cue_social_high	n/a	32	n/a	n/a
182.193970	0.666508	dec_social_high	0.666508	32	n/a	8
182.193970	0.666508	dec_social_high_accept	0.666508	32	accept	8
187.916690	2	cue_social	n/a	32	n/a	n/a
187.916690	2	cue_social_high	n/a	32	n/a	n/a
