Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,0,2,2,1,2,2.422500e+00
2,4,2,3,1,5.000000e-01,8.075000e-01
3,0,4,2,1,5.000000e-01,2.422500e+00
4,8,0,2,0,5.000000e-01,4.037500e+00
5,2,8,1,0,5.000000e-01,5.652500e+00
6,0,2,1,0,2,8.075000e-01
7,2,0,3,1,5.000000e-01,2.422500e+00
8,0,2,3,0,2,8.075000e-01
9,0,4,1,1,5.000000e-01,4.037500e+00
10,0,8,3,0,3.500000e+00,2.422500e+00
11,8,2,2,1,2,8.075000e-01
12,4,0,3,1,2,2.422500e+00
13,2,4,2,1,5.000000e-01,8.075000e-01
14,8,2,3,1,5.000000e-01,8.075000e-01
15,2,8,2,1,2,4.037500e+00
16,2,4,3,0,5.000000e-01,8.075000e-01
17,2,4,1,0,5.000000e-01,2.422500e+00
18,8,4,3,1,5.000000e-01,4.037500e+00
19,4,8,3,0,5.000000e-01,2.422500e+00
20,8,4,1,0,3.500000e+00,8.075000e-01
21,2,0,1,1,5.000000e-01,8.075000e-01
22,2,8,3,0,2,8.075000e-01
23,4,8,2,0,5.000000e-01,8.075000e-01
24,8,0,3,1,2,2.422500e+00
25,0,8,1,1,2,8.075000e-01
26,8,2,2,0,2,2.422500e+00
27,0,4,3,0,5.000000e-01,4.037500e+00
28,2,0,2,0,5.000000e-01,8.075000e-01
29,2,4,2,0,5.000000e-01,7.267500e+00
30,8,2,3,1,5.000000e-01,8.075000e-01
31,4,2,1,1,2,7.267500e+00
32,0,4,2,0,2,5.652500e+00
33,8,4,1,1,3.500000e+00,8.882500e+00
34,8,2,1,0,2,8.075000e-01
35,0,8,2,1,3.500000e+00,2.422500e+00
36,8,2,1,1,5.000000e-01,8.075000e-01
37,0,4,1,0,2,8.075000e-01
38,4,8,2,1,2,2.422500e+00
39,2,8,1,1,5.000000e-01,8.075000e-01
40,8,0,1,0,5.000000e-01,8.075000e-01
41,8,2,3,0,5.000000e-01,8.075000e-01
42,2,8,2,0,5.000000e-01,8.075000e-01
