Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,8,2,3,0,5.000000e-01,8.075000e-01
2,2,8,2,0,2,8.075000e-01
3,8,4,2,1,2,8.075000e-01
4,4,2,3,1,5.000000e-01,4.037500e+00
5,2,8,1,1,2,8.882500e+00
6,4,2,2,1,2,2.422500e+00
7,2,0,1,1,2,8.075000e-01
8,8,2,3,1,5.000000e-01,2.422500e+00
9,0,4,1,0,3.500000e+00,8.075000e-01
10,8,2,2,1,5.000000e-01,8.075000e-01
11,8,0,1,0,2,8.075000e-01
12,4,8,1,1,2,2.422500e+00
13,4,8,1,0,2,8.075000e-01
14,2,0,3,0,3.500000e+00,2.422500e+00
15,2,4,1,1,2,2.422500e+00
16,0,8,2,1,2,4.037500e+00
17,0,2,2,1,5.000000e-01,7.267500e+00
18,4,0,1,1,5.000000e-01,8.075000e-01
19,2,4,3,0,5.000000e-01,8.075000e-01
20,0,4,3,0,5.000000e-01,7.267500e+00
21,8,0,3,0,5.000000e-01,8.075000e-01
22,4,0,2,1,5.000000e-01,8.075000e-01
23,8,0,3,1,5.000000e-01,8.075000e-01
24,4,0,2,0,2,5.652500e+00
25,8,0,2,0,5.000000e-01,4.037500e+00
26,8,0,1,1,2,4.037500e+00
27,8,2,3,1,5.000000e-01,2.422500e+00
28,4,2,1,0,5.000000e-01,2.422500e+00
29,4,2,2,0,2,8.075000e-01
30,4,8,3,0,5.000000e-01,2.422500e+00
31,2,8,3,0,2,8.075000e-01
32,8,2,2,0,5.000000e-01,8.075000e-01
33,2,8,1,1,5.000000e-01,4.037500e+00
34,4,8,3,1,5.000000e-01,8.075000e-01
35,4,0,3,1,2,8.075000e-01
36,2,8,1,0,5.000000e-01,2.422500e+00
37,2,0,1,0,3.500000e+00,8.075000e-01
38,2,0,3,1,5.000000e-01,2.422500e+00
39,2,0,2,0,5.000000e-01,8.075000e-01
40,2,8,1,0,5.000000e-01,8.075000e-01
41,8,4,2,0,5.000000e-01,2.422500e+00
42,2,8,2,1,3.500000e+00,5.652500e+00
