Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,0,3,0,5.000000e-01,5.652500e+00
2,2,4,3,1,3.500000e+00,8.075000e-01
3,2,8,1,0,5.000000e-01,8.075000e-01
4,4,8,2,1,5.000000e-01,8.075000e-01
5,8,4,3,1,5.000000e-01,8.075000e-01
6,4,2,3,0,2,8.075000e-01
7,8,4,1,1,3.500000e+00,8.075000e-01
8,8,2,2,1,5.000000e-01,8.075000e-01
9,8,2,3,1,2,8.075000e-01
10,2,0,2,0,2,2.422500e+00
11,2,0,3,1,2,2.422500e+00
12,2,0,3,0,2,8.882500e+00
13,0,2,1,1,5.000000e-01,8.075000e-01
14,2,8,3,0,5.000000e-01,2.422500e+00
15,4,0,1,0,2,4.037500e+00
16,4,0,1,1,5.000000e-01,8.075000e-01
17,4,2,2,0,5.000000e-01,2.422500e+00
18,2,8,3,0,5.000000e-01,8.075000e-01
19,2,8,1,1,5.000000e-01,8.075000e-01
20,8,0,2,0,3.500000e+00,8.075000e-01
21,0,8,1,1,5.000000e-01,8.075000e-01
22,0,4,2,1,5.000000e-01,2.422500e+00
23,2,4,1,1,2,4.037500e+00
24,0,8,1,0,5.000000e-01,2.422500e+00
25,8,0,3,0,2,7.267500e+00
26,0,8,3,1,2,7.267500e+00
27,2,8,3,1,5.000000e-01,2.422500e+00
28,0,2,1,0,2,8.075000e-01
29,2,0,2,1,2,8.075000e-01
30,8,4,3,0,5.000000e-01,2.422500e+00
31,8,2,2,0,5.000000e-01,8.075000e-01
32,0,4,2,0,5.000000e-01,2.422500e+00
33,8,0,2,1,2,2.422500e+00
34,0,4,3,1,3.500000e+00,5.652500e+00
35,2,4,1,0,2,4.037500e+00
36,4,8,1,0,2,8.075000e-01
37,2,8,1,0,5.000000e-01,4.037500e+00
38,8,2,2,1,5.000000e-01,2.422500e+00
39,8,2,1,1,5.000000e-01,8.075000e-01
40,4,8,2,0,2,8.075000e-01
41,4,2,2,1,5.000000e-01,4.037500e+00
42,2,8,2,0,5.000000e-01,8.075000e-01
