onset	duration	trial_type	response_time	trust_value	choice	cLow	cHigh
4.123058	2.323636	choice_stranger	2.323636	0	low	0	2
13.912222	2.568628	choice_stranger	2.568628	8	high	4	8
19.163515	1.000000	outcome_stranger_defect	2.568628	8	high	4	8
28.434860	2.145638	choice_computer	2.145638	0	low	0	4
39.751550	2.344990	choice_friend	2.344990	2	low	2	4
45.004642	1.000000	outcome_friend_defect	2.344990	2	low	2	4
49.454407	2.025610	choice_friend	2.025610	0	low	0	4
57.517693	2.212132	choice_computer	2.212132	2	low	2	4
62.770810	1.000000	outcome_computer_defect	2.212132	2	low	2	4
68.833786	2.295677	choice_friend	2.295677	0	low	0	2
80.247260	1.732911	choice_stranger	1.732911	0	low	0	4
88.310710	2.302608	choice_computer	2.302608	8	high	2	8
95.062325	1.000000	outcome_computer_defect	2.302608	8	high	2	8
97.872100	1.825054	choice_computer	1.825054	2	low	2	4
103.124880	1.000000	outcome_computer_recip	1.825054	2	low	2	4
109.164020	2.382677	choice_computer	2.382677	8	high	4	8
114.415820	1.000000	outcome_computer_defect	2.382677	8	high	4	8
118.840910	1.505239	choice_computer	1.505239	0	low	0	2
130.014390	2.232645	choice_stranger	2.232645	0	low	0	8
139.603500	2.292998	choice_friend	2.292998	4	high	0	4
144.855590	1.000000	outcome_friend_defect	2.292998	4	high	0	4
147.667650	1.945633	choice_computer	1.945633	0	low	0	4
157.230320	2.166220	choice_computer	2.166220	2	low	2	8
163.982560	1.000000	outcome_computer_recip	2.166220	2	low	2	8
168.521400	1.791502	choice_stranger	1.791502	0	low	0	2
179.723530	1.872898	choice_friend	1.872898	8	high	0	8
186.476010	1.000000	outcome_friend_defect	1.872898	8	high	0	8
189.310470	2.635933	choice_friend	2.635933	4	low	4	8
196.062790	1.000000	outcome_friend_recip	2.635933	4	low	4	8
198.898200	2.065210	choice_friend	2.065210	2	low	2	8
207.150680	1.000000	outcome_friend_defect	2.065210	2	low	2	8
211.690060	1.523274	choice_stranger	1.523274	0	low	0	4
221.478040	2.168398	choice_stranger	2.168398	2	low	2	8
226.730830	1.000000	outcome_stranger_recip	2.168398	2	low	2	8
229.653440	2.159849	choice_stranger	2.159849	2	low	2	8
234.904450	1.000000	outcome_stranger_recip	2.159849	2	low	2	8
237.828900	2.167886	choice_stranger	2.167886	4	low	4	8
244.580370	1.000000	outcome_stranger_recip	2.167886	4	low	4	8
255.579790	1.766623	choice_stranger	1.766623	2	low	2	8
262.332370	1.000000	outcome_stranger_defect	1.766623	2	low	2	8
271.604100	2.125875	choice_computer	2.125875	2	low	2	8
278.356870	1.000000	outcome_computer_recip	2.125875	2	low	2	8
281.278840	1.817691	choice_stranger	1.817691	0	low	0	8
289.342900	2.053308	choice_computer	2.053308	4	low	4	8
296.093350	1.000000	outcome_computer_recip	2.053308	4	low	4	8
298.928770	1.801341	choice_friend	1.801341	8	high	2	8
304.181820	1.000000	outcome_friend_recip	1.801341	8	high	2	8
311.857240	2.022657	choice_friend	2.022657	8	high	2	8
317.107940	1.000000	outcome_friend_recip	2.022657	8	high	2	8
319.920100	1.843165	choice_computer	1.843165	0	low	0	8
330.979950	1.883005	choice_computer	1.883005	0	low	0	8
339.040950	2.039159	choice_computer	2.039159	0	low	0	2
350.137900	1.775217	choice_friend	1.775217	4	low	4	8
356.890700	1.000000	outcome_friend_defect	1.775217	4	low	4	8
359.701600	1.994675	choice_computer	1.994675	2	low	2	8
364.953860	1.000000	outcome_computer_defect	1.994675	2	low	2	8
369.404100	2.341659	choice_friend	2.341659	2	high	0	2
376.156800	1.000000	outcome_friend_recip	2.341659	2	high	0	2
383.923280	2.088963	choice_stranger	2.088963	2	low	2	8
389.176060	1.000000	outcome_stranger_defect	2.088963	2	low	2	8
393.711640	1.717729	choice_stranger	1.717729	2	low	2	4
398.963040	1.000000	outcome_stranger_defect	1.717729	2	low	2	4
403.414730	2.664824	choice_friend	2.664824	8	high	0	8
410.167720	1.000000	outcome_friend_recip	2.664824	8	high	0	8
413.088230	1.824629	choice_stranger	1.824629	2	low	2	4
418.341830	1.000000	outcome_stranger_recip	1.824629	2	low	2	4
421.175660	2.036636	choice_friend	2.036636	2	low	2	8
426.428830	1.000000	outcome_friend_defect	2.036636	2	low	2	8
432.491030	1.655042	choice_friend	1.655042	2	low	2	4
439.243960	1.000000	outcome_friend_recip	1.655042	2	low	2	4
