onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.573155	2	cue_social	n/a	32	n/a	n/a
4.573155	2	cue_social_high	n/a	32	n/a	n/a
6.517983	1.214925	dec_social_high	1.214925	32	n/a	16
6.517983	1.214925	dec_social_high_accept	1.214925	32	accept	16
13.857109	2	cue_social	n/a	32	n/a	n/a
13.857109	2	cue_social_high	n/a	32	n/a	n/a
15.782986	1.100395	dec_social_high	1.100395	32	n/a	3
15.782986	1.100395	dec_social_high_accept	1.100395	32	accept	3
20.610160	2	cue_nonsocial	n/a	16	n/a	n/a
20.610160	2	cue_nonsocial_low	n/a	16	n/a	n/a
22.617008	0.799829	dec_nonsocial_low	0.799829	16	n/a	8
22.617008	0.799829	dec_nonsocial_low_accept	0.799829	16	accept	8
27.516300	2	cue_social	n/a	16	n/a	n/a
27.516300	2	cue_social_low	n/a	16	n/a	n/a
29.449043	1.051138	dec_social_low	1.051138	16	n/a	2
29.449043	1.051138	dec_social_low_accept	1.051138	16	accept	2
34.364746	2	cue_social	n/a	32	n/a	n/a
34.364746	2	cue_social_high	n/a	32	n/a	n/a
36.284000	0.982976	dec_social_high	0.982976	32	n/a	16
36.284000	0.982976	dec_social_high_accept	0.982976	32	accept	16
41.926780	2	cue_nonsocial	n/a	32	n/a	n/a
41.926780	2	cue_nonsocial_high	n/a	32	n/a	n/a
43.934647	0.948525	dec_nonsocial_high	0.948525	32	n/a	8
43.934647	0.948525	dec_nonsocial_high_accept	0.948525	32	accept	8
52.898970	2	cue_social	n/a	32	n/a	n/a
52.898970	2	cue_social_high	n/a	32	n/a	n/a
54.801040	0.749001	dec_social_high	0.749001	32	n/a	16
54.801040	0.749001	dec_social_high_accept	0.749001	32	accept	16
59.626717	2	cue_nonsocial	n/a	16	n/a	n/a
59.626717	2	cue_nonsocial_low	n/a	16	n/a	n/a
61.633995	1.049222	dec_nonsocial_low	1.049222	16	n/a	2
61.633995	1.049222	dec_nonsocial_low_accept	1.049222	16	accept	2
68.876700	2	cue_nonsocial	n/a	32	n/a	n/a
68.876700	2	cue_nonsocial_high	n/a	32	n/a	n/a
70.883270	0.550212	dec_nonsocial_high	0.550212	32	n/a	2
70.883270	0.550212	dec_nonsocial_high_accept	0.550212	32	accept	2
75.779526	2	cue_social	n/a	32	n/a	n/a
75.779526	2	cue_social_high	n/a	32	n/a	n/a
77.716080	1.017136	dec_social_high	1.017136	32	n/a	3
77.716080	1.017136	dec_social_high_reject	1.017136	32	reject	3
84.959970	2	cue_nonsocial	n/a	16	n/a	n/a
84.959970	2	cue_nonsocial_low	n/a	16	n/a	n/a
86.967010	1.449846	dec_nonsocial_low	1.449846	16	n/a	2
86.967010	1.449846	dec_nonsocial_low_accept	1.449846	16	accept	2
91.793260	2	cue_nonsocial	n/a	16	n/a	n/a
91.793260	2	cue_nonsocial_low	n/a	16	n/a	n/a
93.799065	0.884100	dec_nonsocial_low	0.884100	16	n/a	8
93.799065	0.884100	dec_nonsocial_low_accept	0.884100	16	accept	8
98.692700	2	cue_social	n/a	32	n/a	n/a
98.692700	2	cue_social_high	n/a	32	n/a	n/a
100.633430	1.233130	dec_social_high	1.233130	32	n/a	2
100.633430	1.233130	dec_social_high_accept	1.233130	32	accept	2
107.876490	2	cue_nonsocial	n/a	32	n/a	n/a
107.876490	2	cue_nonsocial_high	n/a	32	n/a	n/a
109.883460	1.349910	dec_nonsocial_high	1.349910	32	n/a	2
109.883460	1.349910	dec_nonsocial_high_accept	1.349910	32	accept	2
115.526800	2	cue_nonsocial	n/a	32	n/a	n/a
115.526800	2	cue_nonsocial_high	n/a	32	n/a	n/a
117.534020	0.882838	dec_nonsocial_high	0.882838	32	n/a	16
117.534020	0.882838	dec_nonsocial_high_accept	0.882838	32	accept	16
122.434400	2	cue_social	n/a	32	n/a	n/a
122.434400	2	cue_social_high	n/a	32	n/a	n/a
124.366230	1.167618	dec_social_high	1.167618	32	n/a	8
124.366230	1.167618	dec_social_high_accept	1.167618	32	accept	8
130.071320	2	cue_social	n/a	16	n/a	n/a
130.071320	2	cue_social_low	n/a	16	n/a	n/a
132.016390	1.700440	dec_social_low	1.700440	16	n/a	4
132.016390	1.700440	dec_social_low_accept	1.700440	16	accept	4
137.742460	2	cue_social	n/a	32	n/a	n/a
137.742460	2	cue_social_high	n/a	32	n/a	n/a
