TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,4,8,1,1,2,7.267500e+00,1.0,0.0,4.0143557,2.0,8,6.1460376,high,2.1316822,0.8683179,6.665306,10.765507,10.767698,12.77083,8.7564745,12.77128,20.03198
2,2,2,8,2,0,3.500000e+00,8.075000e-01,1.0,1.0,20.138844,1.0,2,22.02903,low,1.8901857,1.1098143,22.548435,28.390244,28.392038,30.394873,10.256029,30.395273,31.196833
3,3,0,4,3,0,2,5.652500e+00,1.0,2.0,31.204247,2.0,4,32.862034,high,1.657785,1.342215,33.38201,37.955746,37.958103,39.96146,8.757215,39.961872,45.607796
4,4,8,2,3,0,5.000000e-01,8.075000e-01,1.0,3.0,45.614086,1.0,8,47.896297,high,2.2822096,0.7177904,48.416325,50.864784,50.86521,52.867783,7.2536945,52.868168,53.671814
5,5,0,2,1,0,5.000000e-01,4.037500e+00,1.0,4.0,53.676006,1.0,0,56.662605,low,2.9865966,0.0134034995,57.18205,58.926456,58.92658,60.92819,7.2521796,60.928577,64.96276
6,6,2,8,1,0,3.500000e+00,7.267500e+00,1.0,5.0,64.967316,1.0,2,67.328835,low,2.361525,0.638475,67.84901,73.21777,73.21987,75.222755,10.25544,75.22314,82.48492
7,7,8,0,1,0,2,8.075000e-01,1.0,6.0,82.489296,999.0,999,85.49533,999,0.0,0.0,85.49847,89.23881,999.0,999.0,916.5107,91.242805,92.0469
8,8,8,2,1,0,2,4.037500e+00,1.0,7.0,92.05008,2.0,2,93.91209,low,1.862012,1.137988,94.43193,98.799866,98.80181,100.80476,8.754688,100.80515,104.83872
9,9,8,0,3,1,2,8.075000e-01,1.0,8.0,104.84494,1.0,8,106.612366,high,1.7674227,1.2325773,107.132126,111.59524,111.59723,113.59975,8.754805,113.60013,114.402725
10,10,2,8,3,1,5.000000e-01,4.037500e+00,1.0,9.0,114.40934,2.0,8,117.012024,high,2.602682,0.3973179,117.531975,119.66026,119.6607,121.663216,7.2538767,121.6636,125.696846
11,11,0,8,2,0,2,8.075000e-01,1.0,10.0,125.806335,2.0,8,128.17894,high,2.3726106,0.6273894,128.69818,132.5567,132.55844,134.56038,8.754045,134.56076,135.36475
