TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,3,32,2.98,1,3,0,1.0,0.0,4.598654,5.5078545,5.5240045,5.52411,6.5248456,6.5250177,1.0,1.800469,8.325487,10.292277,3.76793,10.293073,13.274771
2,2,3,16,1.365,1,8,0,1.0,1.0,13.845633,14.774004,14.791073,14.79116,15.79061,15.790759,1.0,0.8673176,16.658077,19.557842,3.7676442,19.558512,20.924831
3,3,3,16,0.5575,1,2,0,1.0,2.0,21.49899,22.424133,22.441494,22.44163,23.441078,23.441221,2.0,1.4338838,24.875105,27.20833,3.767667,27.208994,27.76793
4,4,2,32,1.365,1,0,16,1.0,3.0,28.268524,29.257421,29.274584,29.274673,30.27475,30.274893,1.0,1.483661,31.758554,34.042805,3.7684357,34.04345,35.41092
5,5,3,16,1.365,1,0,2,1.0,4.0,35.976444,36.907402,36.9244,36.924477,37.92383,37.92397,1.0,1.9171824,39.841152,41.69076,3.767388,41.69148,43.058807
6,6,2,16,4.595,1,0,2,1.0,5.0,43.568096,44.557316,44.57448,44.57456,45.574852,45.574997,1.0,1.5329529,47.10795,49.34294,3.768478,49.343586,53.93984
7,7,2,32,4.595,1,0,2,1.0,6.0,54.43507,55.423965,55.441086,55.441177,56.442146,56.442295,1.0,1.2153227,57.65762,60.210457,3.7687128,60.211117,64.80783
8,8,3,32,2.98,1,0,2,1.0,7.0,65.38699,66.30762,66.32451,66.324646,67.32511,67.325264,1.0,2.4657826,69.791046,71.092606,3.7678702,71.093254,74.07584
9,9,3,16,0.5575,1,1,0,1.0,8.0,74.66795,75.57408,75.59065,75.59073,76.59031,76.59045,2.0,1.6510582,78.24151,80.35586,3.7659378,80.35648,80.91649
10,10,2,32,0.5575,1,8,0,1.0,9.0,81.41799,82.40721,82.42437,82.42447,83.4243,83.42445,1.0,1.5501546,84.9746,87.19083,3.7669067,87.19147,87.75082
11,11,2,32,0.5575,1,3,0,1.0,10.0,88.251465,89.24069,89.258064,89.25821,90.25833,90.258484,2.0,1.7158966,91.97438,94.02602,3.7680688,94.02667,94.58693
12,12,2,32,2.98,1,3,0,1.0,11.0,95.08499,96.07387,96.09109,96.09118,97.09213,97.09227,2.0,1.9154905,99.00777,100.859955,3.7682083,100.860596,103.84168
13,13,2,16,0.5575,1,8,0,1.0,12.0,104.35152,105.3409,105.35775,105.35788,106.35881,106.358955,1.0,1.6325767,107.99153,110.12585,3.7674365,110.126495,110.68536
14,14,2,32,2.98,1,8,0,1.0,13.0,111.18487,112.17413,112.19125,112.19139,113.191864,113.19201,1.0,1.2329277,114.424934,116.95982,3.7683542,116.960464,119.941345
15,15,3,32,1.365,1,0,8,1.0,14.0,120.49976,121.44129,121.4578,121.45794,122.45868,122.458824,2.0,1.3491944,123.80802,126.22488,3.76658,126.22551,127.59189
16,16,3,32,0.5575,1,16,0,1.0,15.0,128.1761,129.09103,129.10736,129.10751,130.10722,130.10736,1.0,1.5176663,131.62503,133.87297,3.7662063,133.8737,134.43279
17,17,2,16,1.365,1,8,0,1.0,16.0,134.93471,135.92386,135.94093,135.94101,136.94081,136.94096,1.0,1.316781,138.25774,140.70781,3.767445,140.70853,142.07533
18,18,3,32,2.98,1,0,2,1.0,17.0,142.6548,143.57416,143.59131,143.59145,144.5917,144.59186,1.0,1.2830309,145.87488,148.35782,3.7665083,148.35846,151.3398
19,19,3,32,0.5575,1,8,0,1.0,18.0,151.9319,152.82428,152.84085,152.84093,153.84184,153.84198,1.0,1.249314,155.0913,157.60805,3.7666354,157.60872,158.16772
20,20,2,32,1.365,1,2,0,1.0,19.0,158.66798,159.65736,159.67458,159.67476,160.67497,160.67511,2.0,1.2156194,161.89073,164.44302,3.768459,164.44368,165.80997
21,21,3,16,6.21,1,8,0,1.0,20.0,166.38899,167.30754,167.32379,167.32387,168.32468,168.32483,1.0,1.1497478,169.47458,172.0914,3.767151,172.09209,178.3048
22,22,2,16,0.5575,1,0,4,1.0,21.0,178.80118,179.79054,179.80775,179.80789,180.80736,180.8075,1.0,1.3839813,182.19148,184.57469,3.767723,184.57533,185.1349
23,23,3,16,0.5575,1,0,2,1.0,22.0,185.70473,186.62402,186.64107,186.6412,187.6417,187.64185,1.0,1.1654823,188.80733,191.41025,3.7706096,191.41264,191.97446
24,24,2,16,0.5575,1,0,1,1.0,23.0,192.48495,193.47372,193.49083,193.4909,194.49182,194.49197,1.0,1.215326,195.7073,198.25874,3.767327,198.25943,198.81993
25,25,2,16,0.5575,1,4,0,1.0,24.0,199.31795,200.30698,200.32407,200.3242,201.3237,201.32385,2.0,1.1839296,202.50778,205.0918,3.7684817,205.09244,205.65207
26,26,3,32,1.365,1,0,2,1.0,25.0,206.24788,207.14085,207.15762,207.15776,208.15784,208.15797,1.0,1.4162972,209.57428,211.92583,3.768394,211.92648,213.2948
27,27,3,32,0.5575,1,0,16,1.0,26.0,213.85576,214.79048,214.80742,214.80756,215.80779,215.80794,2.0,1.2163274,217.02426,219.5749,3.7674909,219.57553,220.13458
28,28,3,16,0.5575,1,1,0,1.0,27.0,220.69308,221.62366,221.64075,221.64082,222.64072,222.64085,2.0,1.1662695,223.80713,226.40788,3.7675645,226.40854,226.96782
29,29,2,32,0.5575,1,0,16,1.0,28.0,227.46783,228.45697,228.47397,228.47404,229.47343,229.47357,2.0,1.2171298,230.6907,233.24086,3.7678318,233.24152,233.8008
30,30,2,32,0.5575,1,0,16,1.0,29.0,234.30113,235.29022,235.30777,235.30792,236.30795,236.3081,2.0,0.9997984,237.30789,240.0749,3.7673337,240.07555,240.63498
31,31,3,16,1.365,1,0,4,1.0,30.0,241.23949,242.12369,242.14081,242.14093,243.14125,243.14139,1.0,1.4661793,244.60757,246.90782,3.7669663,246.90846,248.27516
32,32,2,32,1.365,1,16,0,1.0,31.0,248.78452,249.77388,249.79091,249.79105,250.79054,250.79068,1.0,1.116568,251.90726,254.55736,3.767231,254.55801,255.92389
33,33,2,16,1.365,1,4,0,1.0,32.0,256.43448,257.42355,257.44055,257.44064,258.44077,258.4409,2.0,2.350253,260.79114,262.20746,3.7671084,262.2081,263.57455
34,34,3,32,2.98,1,3,0,1.0,33.0,264.1552,265.07343,265.09058,265.09067,266.09174,266.09186,2.0,1.2156019,267.30746,269.85852,3.7672093,269.8592,272.84082
35,35,3,32,0.5575,1,8,0,1.0,34.0,273.4021,274.3408,274.35742,274.35757,275.35764,275.3578,1.0,1.5497136,276.9075,279.12482,3.7675664,279.12546,279.68427
36,36,2,32,0.5575,1,2,0,1.0,35.0,280.1843,281.1736,281.1908,281.19092,282.19092,282.19104,2.0,1.1334752,283.32452,285.9571,3.7665951,285.95776,286.51788
37,37,3,16,0.5575,1,8,0,1.0,36.0,287.0717,288.00732,288.02414,288.02426,289.0238,289.02396,1.0,2.216341,291.2403,292.7906,3.7671916,292.79126,293.35126
38,38,2,32,1.365,1,0,3,1.0,37.0,293.85098,294.84012,294.8572,294.8573,295.8578,295.8579,1.0,1.63277,297.4907,299.62457,3.7671773,299.6252,300.99286
39,39,3,32,1.365,1,8,0,1.0,38.0,301.5551,302.4905,302.50726,302.50732,303.50784,303.50797,1.0,1.333094,304.84106,307.27475,3.7672887,307.27536,308.64178
40,40,2,16,1.365,1,0,1,1.0,39.0,309.15085,310.14035,310.15768,310.1578,311.15887,311.159,1.0,1.5487547,312.70776,314.92523,3.766769,314.92596,316.29266
41,41,2,32,0.5575,1,0,2,1.0,40.0,316.801,317.79034,317.80716,317.80728,318.80826,318.80838,1.0,1.2655752,320.07397,322.57538,3.767546,322.57605,323.1358
42,42,3,32,0.5575,1,0,3,1.0,41.0,323.67554,324.62402,324.64084,324.641,325.6415,325.64166,1.0,1.0494714,326.69113,329.4078,3.7666674,329.40845,329.9678
43,43,3,16,0.5575,1,4,0,1.0,42.0,330.58685,331.45703,331.47394,331.47406,332.47482,332.47498,2.0,1.5825,334.05746,336.24283,3.7683868,336.24347,336.8034
44,44,2,16,2.98,1,0,4,1.0,43.0,337.3009,338.28976,338.30753,338.30765,339.30768,339.30783,1.0,1.2157258,340.52356,343.07678,3.7695725,343.07755,346.05978
45,45,2,32,0.5575,1,3,0,1.0,44.0,346.5672,347.55673,347.5738,347.57394,348.5749,348.575,2.0,1.0492043,349.62424,352.34113,3.766636,352.34177,352.90088
46,46,3,16,0.5575,1,0,1,1.0,45.0,353.48398,354.39053,354.40677,354.40686,355.40692,355.40707,1.0,1.1001643,356.50723,359.1731,3.7665536,359.17374,359.7339
47,47,2,16,0.5575,1,0,2,1.0,46.0,360.23407,361.22336,361.24045,361.24054,362.2408,362.24094,1.0,0.9998258,363.24078,366.00818,3.7677996,366.00885,366.5678
48,48,3,32,4.595,1,0,16,1.0,47.0,367.1325,368.0567,368.07376,368.07385,369.07452,369.07468,2.0,1.1993647,370.27402,372.8408,3.7666485,372.84143,377.4379
