Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,2,4,3,1,3.500000e+00,2.422500e+00
2,2,0,2,0,5.000000e-01,8.075000e-01
3,4,8,2,0,5.000000e-01,2.422500e+00
4,2,4,2,1,2,2.422500e+00
5,2,8,3,1,5.000000e-01,5.652500e+00
6,4,8,1,0,5.000000e-01,4.037500e+00
7,8,0,3,0,3.500000e+00,8.075000e-01
8,8,2,2,1,2,2.422500e+00
9,8,4,2,1,2,8.075000e-01
10,2,8,1,0,5.000000e-01,8.075000e-01
11,2,0,3,0,2,4.037500e+00
12,0,8,1,1,5.000000e-01,8.075000e-01
13,2,8,3,1,5.000000e-01,8.075000e-01
14,0,4,1,1,5.000000e-01,8.075000e-01
15,8,2,1,0,5.000000e-01,4.037500e+00
16,2,4,3,0,5.000000e-01,2.422500e+00
17,0,8,2,0,2,4.037500e+00
18,8,0,1,0,5.000000e-01,8.075000e-01
19,8,0,3,1,5.000000e-01,8.075000e-01
20,4,8,3,1,2,8.075000e-01
21,2,8,2,1,3.500000e+00,2.422500e+00
22,2,8,1,1,5.000000e-01,7.267500e+00
23,4,0,2,1,5.000000e-01,2.422500e+00
24,0,8,2,1,5.000000e-01,8.075000e-01
25,2,8,2,0,2,8.075000e-01
26,2,8,2,0,5.000000e-01,8.075000e-01
27,8,4,1,1,2,5.652500e+00
28,2,0,2,1,5.000000e-01,8.882500e+00
29,4,0,2,0,2,8.075000e-01
30,2,4,1,0,3.500000e+00,8.075000e-01
31,0,2,1,0,2,2.422500e+00
32,4,8,3,0,5.000000e-01,8.075000e-01
33,0,2,3,1,2,2.422500e+00
34,2,8,3,0,2,8.075000e-01
35,8,2,1,1,2,8.075000e-01
36,0,2,1,1,5.000000e-01,2.422500e+00
37,2,8,3,0,5.000000e-01,8.075000e-01
38,4,2,2,0,2,8.075000e-01
39,4,0,3,1,5.000000e-01,7.267500e+00
40,0,4,1,0,5.000000e-01,4.037500e+00
41,4,0,3,0,5.000000e-01,8.075000e-01
42,2,4,1,1,2,2.422500e+00
