Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,8,3,0,3.500000e+00,2.422500e+00
2,0,4,2,1,2,2.422500e+00
3,8,0,3,1,2,8.075000e-01
4,2,8,3,0,5.000000e-01,8.075000e-01
5,2,0,1,1,5.000000e-01,2.422500e+00
6,4,2,3,1,2,2.422500e+00
7,2,0,3,0,2,7.267500e+00
8,4,2,3,0,5.000000e-01,4.037500e+00
9,2,0,3,1,5.000000e-01,2.422500e+00
10,2,8,2,1,2,8.075000e-01
11,8,4,3,1,5.000000e-01,8.075000e-01
12,0,4,3,0,2,5.652500e+00
13,0,2,1,0,2,4.037500e+00
14,0,4,1,1,2,2.422500e+00
15,4,8,1,0,2,8.075000e-01
16,8,2,2,0,5.000000e-01,2.422500e+00
17,8,2,2,1,5.000000e-01,8.075000e-01
18,4,8,1,1,2,8.075000e-01
19,8,2,3,1,3.500000e+00,8.075000e-01
20,2,4,1,1,5.000000e-01,8.075000e-01
21,2,4,2,0,5.000000e-01,2.422500e+00
22,0,8,3,0,5.000000e-01,2.422500e+00
23,8,0,2,0,2,4.037500e+00
24,8,2,1,0,5.000000e-01,8.075000e-01
25,8,2,2,0,2,8.075000e-01
26,0,4,1,0,5.000000e-01,8.882500e+00
27,8,4,2,1,5.000000e-01,8.075000e-01
28,2,0,2,1,5.000000e-01,8.075000e-01
29,2,0,2,0,5.000000e-01,8.075000e-01
30,2,8,3,0,5.000000e-01,8.075000e-01
31,2,8,3,1,5.000000e-01,8.075000e-01
32,8,2,1,1,5.000000e-01,5.652500e+00
33,2,4,2,1,3.500000e+00,2.422500e+00
34,8,0,1,0,5.000000e-01,2.422500e+00
35,4,2,1,0,2,8.075000e-01
36,4,8,2,0,2,4.037500e+00
37,0,8,2,1,3.500000e+00,8.075000e-01
38,4,0,3,1,5.000000e-01,4.037500e+00
39,8,2,1,0,5.000000e-01,8.075000e-01
40,8,0,1,1,2,8.075000e-01
41,8,2,1,1,5.000000e-01,7.267500e+00
42,0,4,2,0,5.000000e-01,8.075000e-01
