TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,3,16,0.5575,1,4,0,1.0,0.0,4.5787196,5.5049467,5.5220003,5.5221753,6.521895,6.522066,1.0,1.0500995,7.572166,10.288224,3.7668304,10.289036,10.848001
2,2,3,16,0.5575,1,1,0,1.0,1.0,11.394138,12.338816,12.355292,12.355439,13.355881,13.356022,2.0,0.9495785,14.3056,17.122837,3.7673702,17.123497,17.683052
3,3,2,16,0.5575,1,2,0,1.0,2.0,18.182425,19.171217,19.188387,19.188473,20.188326,20.188469,2.0,1.1170571,21.305527,23.955935,3.7680354,23.956633,24.516928
4,4,3,16,1.365,1,1,0,1.0,3.0,25.091225,26.004995,26.020943,26.021017,27.020815,27.02096,2.0,0.934044,27.955004,30.787094,3.7667384,30.787806,32.153934
5,5,3,16,4.595,1,8,0,1.0,4.0,32.77456,33.638996,33.654896,33.655144,34.65591,34.65605,1.0,1.266222,35.92227,38.42285,3.767334,38.423504,43.019096
6,6,3,32,0.5575,1,3,0,1.0,5.0,43.591293,44.505146,44.52147,44.521603,45.52099,45.52113,2.0,1.0836556,46.604786,49.28949,3.7689083,49.290157,49.84997
7,7,2,32,1.365,1,16,0,1.0,6.0,50.34882,51.338196,51.35544,51.355583,52.355923,52.356064,1.0,0.9495938,53.30566,56.121914,3.7664075,56.122585,57.488987
8,8,2,32,4.595,1,0,8,1.0,7.0,57.9988,58.987686,59.00517,59.005245,60.00519,60.00534,2.0,1.4158026,61.421143,63.772976,3.7681828,63.77363,68.37116
9,9,2,32,0.5575,1,16,0,1.0,8.0,68.8823,69.855316,69.8715,69.87163,70.87195,70.87209,1.0,0.9827851,71.85488,74.639946,3.7683759,74.64059,75.20047
10,10,2,16,0.5575,1,4,0,1.0,9.0,75.69919,76.68769,76.7049,76.70501,77.70492,77.70506,1.0,1.0840648,78.78913,81.4701,3.765571,81.4708,82.03083
11,11,2,32,2.98,1,2,0,1.0,10.0,82.53226,83.5215,83.538704,83.53884,84.5388,84.53895,2.0,1.083233,85.622185,88.30501,3.766628,88.30571,91.28759
12,12,2,32,1.365,1,8,0,1.0,11.0,91.78224,92.77126,92.78835,92.7885,93.788826,93.78897,1.0,0.9327667,94.72173,97.55593,3.7675438,97.55663,98.92396
13,13,2,32,2.98,1,8,0,1.0,12.0,99.43241,100.4215,100.43858,100.43873,101.43899,101.43913,1.0,0.9829899,102.42212,105.20755,3.768983,105.20823,108.19086
