TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,5,2,2,8.075000e-01,2.422500e+00,1.0,0.0,2.5999616e-06,0.0094756,4.0245395,2.0,5.4707093,1.4461697,5.5710716,3.6763303,9.249916,5.0,9.250047,9.857747,5.833207,9.857912,10.667916,--
2,2,7,3,1,8.075000e-01,2.422500e+00,1.0,1.0,--,--,10.680562,1.0,12.136417,1.4558558,12.236698,3.666644,15.905506,9.0,15.90561,16.512907,5.8323445,16.513033,17.322458,--
3,3,9,3,3,4.037500e+00,1.615000e+00,1.0,2.0,--,--,17.33213,2.0,18.169779,0.8376476,18.27008,3.4773524,21.748903,8.0,21.74901,22.355942,5.023811,22.35607,26.39579,--
4,4,4,2,1,8.882500e+00,8.075000e-01,1.0,3.0,--,--,26.40772,2.0,27.036266,0.6285463,27.136597,2.8789537,30.017803,2.0,30.017914,30.623913,4.216192,30.624046,39.508762,--
5,5,3,1,3,8.075000e-01,8.075000e-01,1.0,4.0,--,--,39.51379,1.0,42.00297,2.48918,42.103283,1.01832,43.123917,4.0,43.124023,43.72986,4.2160654,43.72999,44.53971,--
6,6,1,1,1,2.422500e+00,2.422500e+00,1.0,5.0,--,--,44.54151,1.0,44.86998,0.3284648,44.97033,4.7940354,49.768173,9.0,49.76828,50.37557,5.834057,50.3757,52.79975,--
7,7,8,3,2,8.075000e-01,8.075000e-01,1.0,6.0,--,--,52.81033,2.0,53.436077,0.6257467,53.536404,2.8817532,56.42074,5.0,56.42084,57.02628,4.2159476,57.026405,57.8367,--
8,8,6,2,3,5.652500e+00,1.615000e+00,1.0,7.0,--,--,57.848026,0.0,60.627445,2.779417,60.727757,1.535583,62.265778,999.0,62.265884,62.871838,5.02381,62.871967,68.52643,--
9,9,1,1,1,7.267500e+00,2.422500e+00,1.0,8.0,--,--,68.52951,1.0,68.75275,0.2232304,68.853035,4.8992696,73.75442,8.0,73.754524,74.359856,5.8303423,74.359985,81.62948,--
10,10,3,1,3,2.422500e+00,8.075000e-01,1.0,9.0,--,--,81.63129,1.0,82.16947,0.5381864,82.269775,2.9693136,85.24163,2.0,85.24174,85.84682,4.21553,85.84694,88.271835,--
11,11,9,3,3,8.075000e-01,1.615000e+00,1.0,10.0,--,--,88.2822,2.0,88.80266,0.5204545,88.90297,3.7945454,92.6997,6.0,92.69981,93.30494,5.0227394,93.30507,94.11451,--
