TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,4,2,2,1,2,8.075000e-01,1.0,0.0,4.1266894,2.0,2,5.925673,low,1.7989833,1.2010167,6.4459167,10.876853,10.878833,12.881003,8.754313,12.88146,13.684869
2,2,4,8,2,0,5.000000e-01,8.075000e-01,1.0,1.0,13.796867,1.0,4,15.44233,low,1.6454632,1.3545368,15.96162,19.047812,19.049747,21.051477,7.25461,21.051859,21.854765
3,3,8,4,1,0,3.500000e+00,2.422500e+00,1.0,2.0,21.860277,2.0,4,23.425581,low,1.5653044,1.4346956,23.94537,30.110514,30.112434,32.113964,10.253688,32.114353,34.53259
4,4,0,2,2,0,2,2.422500e+00,1.0,3.0,34.64682,1.0,0,36.409424,low,1.7626046,1.2373954,36.928917,41.39758,41.397705,43.39985,8.75303,43.400238,45.819344
5,5,8,2,2,0,5.000000e-01,4.037500e+00,1.0,4.0,45.931793,2.0,2,47.52561,low,1.593819,1.406181,48.04504,51.183342,51.185158,53.18686,7.2550673,53.18725,57.21975
6,6,0,4,2,0,2,8.075000e-01,1.0,5.0,57.333366,2.0,4,58.8927,high,1.5593334,1.4406666,59.411514,64.08379,64.084206,66.08685,8.753487,66.08724,66.891426
7,7,4,2,2,0,5.000000e-01,8.075000e-01,1.0,6.0,67.005486,2.0,2,68.65979,low,1.6543064,1.3456936,69.17912,72.256226,72.256645,74.25852,7.253034,74.25893,75.06327
8,8,0,4,2,1,5.000000e-01,8.882500e+00,1.0,7.0,75.17909,1.0,0,76.39264,low,1.2135487,1.7864513,76.91205,80.42851,80.42864,82.43093,7.251841,82.43133,91.31185
9,9,8,0,1,1,5.000000e-01,2.422500e+00,1.0,8.0,91.31733,2.0,0,93.29281,low,1.9754795,1.0245205,93.812096,96.56787,96.56799,98.57028,7.252952,98.57066,100.99002
10,10,0,4,1,0,5.000000e-01,7.267500e+00,1.0,9.0,100.99451,1.0,0,103.05912,low,2.064607,0.9353932,103.578285,106.24489,106.24501,108.24674,7.2522287,108.24713,115.51233
11,11,2,0,3,1,3.500000e+00,2.422500e+00,1.0,10.0,115.534325,1.0,2,117.29252,high,1.7581989,1.2418011,117.81352,123.78481,123.78677,125.78935,10.255027,125.789764,128.20682
