Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,2,8,1,1,5.000000e-01,8.075000e-01
2,8,4,3,0,2,4.037500e+00
3,4,0,1,0,5.000000e-01,4.037500e+00
4,0,2,3,0,2,4.037500e+00
5,2,8,1,0,5.000000e-01,8.075000e-01
6,4,0,1,1,3.500000e+00,7.267500e+00
7,8,0,1,1,5.000000e-01,2.422500e+00
8,2,8,2,1,2,8.075000e-01
9,4,0,2,0,3.500000e+00,4.037500e+00
10,8,0,3,1,5.000000e-01,2.422500e+00
11,4,2,2,1,5.000000e-01,8.075000e-01
12,8,2,1,1,2,4.037500e+00
13,2,4,1,0,2,2.422500e+00
14,8,4,1,1,5.000000e-01,8.075000e-01
15,2,4,1,1,5.000000e-01,8.075000e-01
16,8,4,1,0,2,2.422500e+00
17,2,8,1,0,5.000000e-01,8.882500e+00
18,4,8,2,1,5.000000e-01,2.422500e+00
19,8,2,2,1,5.000000e-01,8.075000e-01
20,8,2,3,1,5.000000e-01,8.075000e-01
21,0,2,2,0,5.000000e-01,8.075000e-01
22,8,0,3,0,2,8.075000e-01
23,2,4,3,0,2,8.075000e-01
24,2,0,2,1,5.000000e-01,2.422500e+00
25,2,8,2,0,3.500000e+00,2.422500e+00
26,8,4,3,1,2,2.422500e+00
27,4,2,2,0,5.000000e-01,8.075000e-01
28,4,2,3,1,2,7.267500e+00
29,8,2,3,0,5.000000e-01,8.075000e-01
30,2,0,3,1,5.000000e-01,2.422500e+00
31,8,0,2,0,5.000000e-01,8.075000e-01
32,8,4,2,0,5.000000e-01,2.422500e+00
33,0,4,2,1,2,8.075000e-01
34,8,0,1,0,5.000000e-01,8.075000e-01
35,2,8,2,0,2,5.652500e+00
36,4,0,3,1,5.000000e-01,8.075000e-01
37,0,2,1,1,5.000000e-01,2.422500e+00
38,8,2,3,1,2,8.075000e-01
39,0,2,1,0,2,8.075000e-01
40,8,2,3,0,3.500000e+00,5.652500e+00
41,8,0,2,1,5.000000e-01,8.075000e-01
42,0,4,3,0,2,8.075000e-01
