TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,6,2,3,8.075000e-01,1.615000e+00,1.0,0.0,2.7000206e-06,0.0087063,4.0255704,1.0,5.994308,1.9687372,6.0947433,2.3462627,8.442692,3.0,8.44284,9.051095,5.025524,9.051288,9.862309,--
2,2,1,1,1,2.422500e+00,2.422500e+00,1.0,1.0,--,--,9.86851,2.0,11.527969,1.6594592,11.628336,3.4630408,15.094895,4.0,15.095013,15.702185,5.8336735,15.702332,18.126772,--
3,3,8,3,2,8.075000e-01,8.075000e-01,1.0,2.0,--,--,18.149979,1.0,19.811426,1.661447,19.911772,1.8460529,21.760395,5.0,21.76052,22.368101,4.2181225,22.368248,23.177404,--
4,4,4,2,1,4.037500e+00,1.615000e+00,1.0,3.0,--,--,23.19026,1.0,24.227604,1.0373436,24.32795,3.2776563,27.607777,6.0,27.60789,28.214928,5.024668,28.21508,32.25437,--
5,5,2,1,2,2.422500e+00,8.075000e-01,1.0,4.0,--,--,32.257317,1.0,33.09475,0.837434,33.19515,2.670066,35.868214,5.0,35.86833,36.473988,4.2166715,36.474136,38.898857,--
6,6,7,3,1,2.422500e+00,8.075000e-01,1.0,5.0,--,--,38.909775,1.0,39.544376,0.6345994,39.64474,2.8729005,42.520294,9.0,42.520412,43.12676,4.2169805,43.12692,45.55115,--
7,7,9,3,3,8.075000e-01,2.422500e+00,1.0,6.0,--,--,45.561077,2.0,46.194553,0.6334778,46.294914,4.4890223,50.78685,8.0,50.78697,51.39209,5.831011,51.39224,52.201473,--
8,8,6,2,3,8.075000e-01,1.615000e+00,1.0,7.0,--,--,52.21315,2.0,53.14545,0.9322998,53.245823,3.3827002,56.630966,6.0,56.63108,57.235973,5.0228224,57.236137,58.045868,--
9,9,6,2,3,4.037500e+00,1.615000e+00,1.0,8.0,--,--,58.056473,1.0,58.679737,0.6232613,58.78007,3.6917386,62.47383,2.0,62.473953,63.07858,5.022106,63.078735,67.11786,--
10,10,1,1,1,5.652500e+00,1.615000e+00,1.0,9.0,--,--,67.12086,1.0,67.9612,0.8403375,68.0616,3.4746625,71.53801,6.0,71.538124,72.14362,5.022764,72.14379,77.797844,--
