TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,4,8,2,0,2,4.037500e+00,1.0,0.0,4.1218553,1.0,4,6.020782,low,1.8989271,1.1010729,6.5404906,10.871403,10.873381,12.875711,8.753857,12.876182,16.90982
2,2,4,0,1,1,5.000000e-01,8.075000e-01,1.0,1.0,16.91428,999.0,999,19.920528,999,0.0,0.0,19.923788,22.164783,999.0,999.0,982.0857,24.168798,24.972595
3,3,8,0,3,1,2,7.267500e+00,1.0,2.0,24.982098,1.0,8,26.28773,high,1.305633,1.694367,26.807306,31.732779,31.7346,33.73687,8.754773,33.737263,41.001274
4,4,2,8,3,1,5.000000e-01,8.882500e+00,1.0,3.0,41.011223,2.0,8,43.803963,high,2.7927377,0.2072622,44.324326,46.262512,46.262917,48.26501,7.2537847,48.265408,57.14348
5,5,0,8,2,0,5.000000e-01,5.652500e+00,1.0,4.0,57.258095,999.0,999,60.27067,999,0.0,0.0,60.27388,62.508762,999.0,999.0,941.7419,64.51297,70.16168
6,6,8,0,3,0,5.000000e-01,8.075000e-01,1.0,5.0,70.17217,2.0,0,72.35445,low,2.1822722,0.8177277,72.874176,75.42231,75.42243,77.42441,7.252235,77.42481,78.2308
7,7,8,0,1,1,2,8.075000e-01,1.0,6.0,78.23393,2.0,0,79.98703,low,1.7530957,1.2469043,80.507385,84.98496,84.985085,86.98715,8.753215,86.98754,87.79083
8,8,8,2,1,1,5.000000e-01,8.075000e-01,1.0,7.0,87.794235,2.0,2,89.187645,low,1.393413,1.606587,89.70694,93.045044,93.04709,95.04869,7.254457,95.049095,95.852806
9,9,4,0,3,1,2,2.422500e+00,1.0,8.0,95.86358,2.0,0,97.90386,low,2.0402858,0.9597141,98.423256,102.6148,102.61492,104.61637,8.752796,104.61678,107.03706
10,10,2,4,2,1,3.500000e+00,8.075000e-01,1.0,9.0,107.15261,2.0,4,109.004295,high,1.851685,1.148315,109.52313,115.402756,115.404785,117.407196,10.254585,117.4076,118.21066
11,11,0,2,2,1,5.000000e-01,8.075000e-01,1.0,10.0,118.32634,999.0,999,121.33736,999,0.0,0.0,121.340675,123.57665,999.0,999.0,880.67365,125.58112,126.384895
12,12,8,2,2,0,5.000000e-01,8.075000e-01,1.0,11.0,126.5251,999.0,999,129.53712,999,0.0,0.0,129.5405,131.77518,999.0,999.0,872.4749,133.7789,134.58302
13,13,2,8,2,1,2,8.075000e-01,1.0,12.0,134.69778,1.0,2,136.57071,low,1.8729229,1.1270771,137.0899,141.44829,141.45026,143.45375,8.755953,143.45415,144.25575
14,14,8,0,2,1,5.000000e-01,8.075000e-01,1.0,13.0,144.36824,2.0,0,145.90352,low,1.5352839,1.4647161,146.42325,149.6188,149.61893,151.62033,7.2520914,151.62071,152.42574
15,15,2,8,3,0,5.000000e-01,2.422500e+00,1.0,14.0,152.44753,2.0,8,154.2369,high,1.7893684,1.2106316,154.75816,157.69797,157.6998,159.70247,7.254951,159.70287,162.11992
16,16,4,2,1,1,5.000000e-01,7.267500e+00,1.0,15.0,162.12569,999.0,999,165.13692,999,0.0,0.0,165.14023,167.37675,999.0,999.0,836.8743,169.38165,176.6437
17,17,8,2,2,1,5.000000e-01,8.075000e-01,1.0,16.0,176.75578,2.0,2,178.5536,low,1.7978243,1.2021757,179.07407,182.00572,182.00763,184.00955,7.2537704,184.00993,184.81326
18,18,4,2,2,0,5.000000e-01,2.422500e+00,1.0,17.0,184.92581,1.0,4,187.37018,high,2.4443645,0.5556354,187.89091,190.17651,190.17831,192.18034,7.2545376,192.18076,194.59862
19,19,2,8,2,0,5.000000e-01,8.075000e-01,1.0,18.0,194.71194,999.0,999,197.7204,999,0.0,0.0,197.7239,199.96194,999.0,999.0,804.2881,201.96588,202.76997
20,20,2,4,3,0,5.000000e-01,4.037500e+00,1.0,19.0,202.7794,999.0,999,205.78706,999,0.0,0.0,205.79028,208.02979,999.0,999.0,796.2206,210.03195,214.06694
21,21,2,0,3,0,2,2.422500e+00,1.0,20.0,214.07553,1.0,2,215.87016,high,1.7946285,1.2053715,216.38959,220.8266,220.82837,222.83005,8.754508,222.83044,225.24799
22,22,2,8,1,0,5.000000e-01,4.037500e+00,1.0,21.0,225.25249,2.0,8,227.48691,high,2.2344205,0.7655794,228.00728,230.50258,230.50455,232.50658,7.25409,232.50696,236.5406
23,23,4,0,1,0,5.000000e-01,2.422500e+00,1.0,22.0,236.54518,999.0,999,239.55316,999,0.0,0.0,239.55638,241.79573,999.0,999.0,762.45483,243.8,246.21773
24,24,4,0,3,0,2,4.037500e+00,1.0,23.0,246.22581,999.0,999,249.23695,999,0.0,0.0,249.24039,252.97668,999.0,999.0,752.7742,254.97969,259.0138
25,25,2,0,1,1,2,5.652500e+00,1.0,24.0,259.01813,1.0,2,260.65317,high,1.635048,1.364952,261.17432,265.7688,265.77087,267.7728,8.754681,267.7732,273.4204
26,26,0,8,1,0,5.000000e-01,2.422500e+00,1.0,25.0,273.42493,999.0,999,276.43652,999,0.0,0.0,276.43976,278.67575,999.0,999.0,725.5751,280.6804,283.0983
27,27,2,0,3,1,3.500000e+00,4.037500e+00,1.0,26.0,283.10904,1.0,2,284.95343,high,1.8443846,1.1556154,285.47348,291.3592,291.361,293.3655,10.256468,293.3659,297.3974
28,28,2,4,1,0,2,2.422500e+00,1.0,27.0,297.4017,2.0,4,299.68668,high,2.2849572,0.7150428,300.20816,304.15256,304.15457,306.15665,8.754952,306.15707,308.57474
29,29,2,8,1,0,5.000000e-01,8.075000e-01,1.0,28.0,308.57803,999.0,999,311.58615,999,0.0,0.0,311.58954,313.82822,999.0,999.0,690.422,315.83295,316.635
30,30,4,8,1,0,2,2.422500e+00,1.0,29.0,316.6386,2.0,8,319.4204,high,2.7817912,0.2182089,319.94086,323.3891,323.39108,325.3941,8.755479,325.39456,327.8108
31,31,4,0,2,0,5.000000e-01,2.422500e+00,1.0,30.0,327.93036,1.0,4,329.6534,high,1.7230433,1.2769567,330.1726,333.1808,333.1826,335.18472,7.254368,335.18512,337.60367
32,32,0,2,1,0,2,8.075000e-01,1.0,31.0,337.60944,999.0,999,340.61972,999,0.0,0.0,340.6231,344.36008,999.0,999.0,661.39056,346.3649,347.16714
33,33,8,4,3,0,3.500000e+00,8.075000e-01,1.0,32.0,347.178,1.0,8,349.27014,high,2.0921435,0.9078565,349.79007,355.42902,355.4308,357.43356,10.255545,357.43396,358.23517
34,34,8,4,3,1,2,8.075000e-01,1.0,33.0,358.2424,2.0,4,360.22012,low,1.9777429,1.0222571,360.74017,364.99292,364.99475,366.99814,8.755741,366.99854,367.80054
35,35,8,4,1,1,5.000000e-01,8.075000e-01,1.0,34.0,367.8035,2.0,4,370.46982,low,2.6663172,0.3336828,370.98984,373.05466,373.05685,375.05954,7.2560306,375.05994,375.8617
36,36,4,2,3,1,3.500000e+00,8.075000e-01,1.0,35.0,375.87228,999.0,999,378.88663,999,0.0,0.0,378.8899,384.12274,999.0,999.0,623.12775,386.1267,386.92972
37,37,2,8,3,0,2,8.075000e-01,1.0,36.0,386.93967,999.0,999,389.95325,999,0.0,0.0,389.9565,393.6891,999.0,999.0,612.0603,395.69122,396.49823
38,38,2,8,1,1,2,8.075000e-01,1.0,37.0,396.50122,2.0,8,398.35333,high,1.8520956,1.1479044,398.87314,403.25198,403.25403,405.25845,8.757232,405.25885,406.05975
39,39,0,4,2,1,2,2.422500e+00,1.0,38.0,406.1773,999.0,999,409.18698,999,0.0,0.0,409.19037,412.92767,999.0,999.0,592.8227,414.93195,417.35007
40,40,4,8,2,1,5.000000e-01,8.075000e-01,1.0,39.0,417.4644,1.0,4,419.25287,low,1.7884943,1.2115057,419.77274,422.71365,422.7156,424.7172,7.2528186,424.7176,425.52206
41,41,2,0,2,0,5.000000e-01,8.075000e-01,1.0,40.0,425.63745,1.0,2,427.10345,high,1.4660085,1.5339915,427.62292,430.8876,430.88943,432.89127,7.2538204,432.89166,433.69482
42,42,2,8,3,1,5.000000e-01,2.422500e+00,1.0,41.0,433.70438,2.0,8,435.43665,high,1.7322668,1.2677332,435.95593,438.9542,438.95618,440.9584,7.254036,440.95883,443.37762
