instrText,stimDoor,stimDoorLure,stimFace,stimFaceLure,Instructions.thisRepN,Instructions.thisTrialN,Instructions.thisN,Instructions.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Func,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,Stim,Lure,Participant*,Age,date,expName,psychopyVersion,frameRate,
"In the earlier Feedback Games, you chose which doors contained a prize, and which peers liked you. 

You then saw positive or negative feedback (green check mark or red X) from the door or peer you selected.

You will now see a series of doors and peers, some of which you saw during the earlier Feedback Games, and some that you have never seen before.

Please press the spacebar to continue.",,,,,0,0,0,0,,,,,instrFunc,space,"In the earlier Feedback Games, you chose which doors contained a prize, and which peers liked you. 

You then saw positive or negative feedback (green check mark or red X) from the door or peer you selected.

You will now see a series of doors and peers, some of which you saw during the earlier Feedback Games, and some that you have never seen before.

Please press the spacebar to continue.",28.967661699978635,26.062674499931745,55.12648173014168,2023-04-04 14:48:24.577976,2023-04-04 14:48:53.640175,,,10402,30-49,2023_Apr_04_1448,Recall,2021.2.3,60.05901400303004,
"For doors/peers that you remember selecting and getting feedback from, your job is to RECALL what feedback you received. 

Press '1' if you recall positive feedback. 

Press '2' if you recall negative feedback

Press the spacebar to continue.",,,,,0,1,1,1,,,,,instrFunc,space,"For doors/peers that you remember selecting and getting feedback from, your job is to RECALL what feedback you received. 

Press '1' if you recall positive feedback. 

Press '2' if you recall negative feedback

Press the spacebar to continue.",17.208332300069742,55.078039399930276,72.3318003899185,2023-04-04 14:48:53.640967,2023-04-04 14:49:10.884845,,,10402,30-49,2023_Apr_04_1448,Recall,2021.2.3,60.05901400303004,
"For doors/peers that you don't remember getting feedback from, your job is to PREDICT what feedback you WOULD HAVE received.

Press '9' if you predict positive feedback.

Press '0' if you predict negative feedback. 

Please press the spacebar to continue.",,,,,0,2,2,2,,,,,instrFunc,space,"For doors/peers that you don't remember getting feedback from, your job is to PREDICT what feedback you WOULD HAVE received.

Press '9' if you predict positive feedback.

Press '0' if you predict negative feedback. 

Please press the spacebar to continue.",18.38828959991224,72.32202819990925,90.76206038985401,2023-04-04 14:49:10.885649,2023-04-04 14:49:29.314673,,,10402,30-49,2023_Apr_04_1448,Recall,2021.2.3,60.05901400303004,
"This task is self-paced, and the prompts will always stay on the screen so that you know which buttons to press.

On the next screen we will show you what those prompts look like, so that you know exactly what to expect. 

You will start with either doors or peers, and then switch halfway through. 

Please press the spacebar to continue.",,,,,0,3,3,3,,,,,instrFunc,space,"This task is self-paced, and the prompts will always stay on the screen so that you know which buttons to press.

On the next screen we will show you what those prompts look like, so that you know exactly what to expect. 

You will start with either doors or peers, and then switch halfway through. 

Please press the spacebar to continue.",20.074835899984464,90.74712109996472,110.8713927899953,2023-04-04 14:49:29.316470,2023-04-04 14:49:49.429187,,,10402,30-49,2023_Apr_04_1448,Recall,2021.2.3,60.05901400303004,
,,,,,,,,,,,,,imgtextFunc,space,"Here is what the screen will look like while you make your ratings.
The green circles remind you to press 1 or 9 for positive feedback.
The red circles remind you to press 2 or 0 for positive feedback.









Please let the experimenter know if you have any questions.

Whenever you're ready, press the spacebar to start the task.",15.306640000082552,111.00349689996801,126.47310909000225,2023-04-04 14:49:49.440245,2023-04-04 14:50:04.907457,,,10402,30-49,2023_Apr_04_1448,Recall,2021.2.3,60.05901400303004,
,SD013.jpg,0,MF013.jpg,0,,,,,0,0,0,62,imgFunc,0,NA,13.290672299917787,126.48354929999914,139.9142799701076,2023-04-04 14:50:04.951968,2023-04-04 14:50:18.383528,MF013.jpg,0,10402,30-49,2023_Apr_04_1448,Recall,2021.2.3,60.05901400303004,
,SD030.jpg,0,MF030.jpg,0,,,,,0,1,1,79,imgFunc,9,NA,5.767673299997114,139.91047349991277,145.8038172898814,2023-04-04 14:50:18.394294,2023-04-04 14:50:24.287732,MF030.jpg,0,10402,30-49,2023_Apr_04_1448,Recall,2021.2.3,60.05901400303004,
,SD010.jpg,0,MF010.jpg,0,,,,,0,2,2,59,imgFunc,1,NA,5.277885799994692,145.79228819999844,151.1715282900259,2023-04-04 14:50:24.297503,2023-04-04 14:50:29.674919,MF010.jpg,0,10402,30-49,2023_Apr_04_1448,Recall,2021.2.3,60.05901400303004,
,SD033.jpg,0,MF033.jpg,0,,,,,0,3,3,82,imgFunc,9,NA,3.5853396999882534,151.18082049989607,154.85818048997317,2023-04-04 14:50:29.684687,2023-04-04 14:50:33.361670,MF033.jpg,0,10402,30-49,2023_Apr_04_1448,Recall,2021.2.3,60.05901400303004,
,L_DD506.jpg,1,L_FF506.jpg,1,,,,,0,4,4,45,imgFunc,1,NA,8.03998080000747,154.86230489995796,162.99703238997608,2023-04-04 14:50:33.368654,2023-04-04 14:50:41.500868,L_FF506.jpg,1,10402,30-49,2023_Apr_04_1448,Recall,2021.2.3,60.05901400303004,
