instrText,stimDoor,stimDoorLure,stimFace,stimFaceLure,Instructions.thisRepN,Instructions.thisTrialN,Instructions.thisN,Instructions.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Func,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,Stim,Lure,Participant*,Age,date,expName,psychopyVersion,frameRate,
"In the earlier Feedback Games, you chose which doors contained a prize, and which peers liked you. 

You then saw positive or negative feedback (green check mark or red X) from the door or peer you selected.

You will now see a series of doors and peers, some of which you saw during the earlier Feedback Games, and some that you have never seen before.

Please press the spacebar to continue.",,,,,0,0,0,0,,,,,instrFunc,space,"In the earlier Feedback Games, you chose which doors contained a prize, and which peers liked you. 

You then saw positive or negative feedback (green check mark or red X) from the door or peer you selected.

You will now see a series of doors and peers, some of which you saw during the earlier Feedback Games, and some that you have never seen before.

Please press the spacebar to continue.",24.084067800082266,16.213368099182844,40.476674129255116,2023-05-26 11:53:50.246351,2023-05-26 11:54:14.507077,,,10644,40-69,2023_May_26_1153,Recall,2021.2.3,59.91489692988485,
"For doors/peers that you remember selecting and getting feedback from, your job is to RECALL what feedback you received. 

Press '1' if you recall positive feedback. 

Press '2' if you recall negative feedback

Press the spacebar to continue.",,,,,0,1,1,1,,,,,instrFunc,space,"For doors/peers that you remember selecting and getting feedback from, your job is to RECALL what feedback you received. 

Press '1' if you recall positive feedback. 

Press '2' if you recall negative feedback

Press the spacebar to continue.",14.55932080000639,40.34606269933283,54.96384102944285,2023-05-26 11:54:14.508074,2023-05-26 11:54:29.115923,,,10644,40-69,2023_May_26_1153,Recall,2021.2.3,59.91489692988485,
"For doors/peers that you don't remember getting feedback from, your job is to PREDICT what feedback you WOULD HAVE received.

Press '9' if you predict positive feedback.

Press '0' if you predict negative feedback. 

Please press the spacebar to continue.",,,,,0,2,2,2,,,,,instrFunc,space,"For doors/peers that you don't remember getting feedback from, your job is to PREDICT what feedback you WOULD HAVE received.

Press '9' if you predict positive feedback.

Press '0' if you predict negative feedback. 

Please press the spacebar to continue.",15.696643499657512,54.952747899107635,70.70796832907945,2023-05-26 11:54:29.116899,2023-05-26 11:54:44.861122,,,10644,40-69,2023_May_26_1153,Recall,2021.2.3,59.91489692988485,
"This task is self-paced, and the prompts will always stay on the screen so that you know which buttons to press.

On the next screen we will show you what those prompts look like, so that you know exactly what to expect. 

You will start with either doors or peers, and then switch halfway through. 

Please press the spacebar to continue.",,,,,0,3,3,3,,,,,instrFunc,space,"This task is self-paced, and the prompts will always stay on the screen so that you know which buttons to press.

On the next screen we will show you what those prompts look like, so that you know exactly what to expect. 

You will start with either doors or peers, and then switch halfway through. 

Please press the spacebar to continue.",20.764347299933434,70.70101989991963,91.52586142998189,2023-05-26 11:54:44.862091,2023-05-26 11:55:05.676471,,,10644,40-69,2023_May_26_1153,Recall,2021.2.3,59.91489692988485,
,,,,,,,,,,,,,imgtextFunc,space,"Here is what the screen will look like while you make your ratings.
The green circles remind you to press 1 or 9 for positive feedback.
The red circles remind you to press 2 or 0 for negative feedback.









Please let the experimenter know if you have any questions.

Whenever you're ready, press the spacebar to start the task.",23.397116700187325,91.66025959979743,115.23868202976882,2023-05-26 11:55:05.685420,2023-05-26 11:55:29.261193,,,10644,40-69,2023_May_26_1153,Recall,2021.2.3,59.91489692988485,
,DD017.jpg,0,FF017.jpg,0,,,,,0,0,0,16,imgFunc,1,NA,35.19943899940699,115.22576249949634,150.55799861997366,2023-05-26 11:55:29.312058,2023-05-26 11:56:04.636274,DD017.jpg,0,10644,40-69,2023_May_26_1153,Recall,2021.2.3,59.91489692988485,
,DD032.jpg,0,FF032.jpg,0,,,,,0,1,1,31,imgFunc,2,NA,6.529133199714124,150.56016009952873,157.22035522852093,2023-05-26 11:56:04.647245,2023-05-26 11:56:11.308082,DD032.jpg,0,10644,40-69,2023_May_26_1153,Recall,2021.2.3,59.91489692988485,
,SD024.jpg,0,MF024.jpg,0,,,,,0,2,2,73,imgFunc,1,NA,3.9418128998950124,157.20335229951888,161.24789282958955,2023-05-26 11:56:11.317036,2023-05-26 11:56:15.360864,SD024.jpg,0,10644,40-69,2023_May_26_1153,Recall,2021.2.3,59.91489692988485,
,DD020.jpg,0,FF020.jpg,0,,,,,0,3,3,19,imgFunc,1,NA,2.0692827003076673,161.2600296996534,163.44058212917298,2023-05-26 11:56:15.367857,2023-05-26 11:56:17.545817,DD020.jpg,0,10644,40-69,2023_May_26_1153,Recall,2021.2.3,59.91489692988485,
,SD005.jpg,0,MF005.jpg,0,,,,,0,4,4,54,imgFunc,1,NA,1.6064806003123522,163.43478749971837,165.13159902952611,2023-05-26 11:56:17.552798,2023-05-26 11:56:19.246995,SD005.jpg,0,10644,40-69,2023_May_26_1153,Recall,2021.2.3,59.91489692988485,
,SD015.jpg,0,MF015.jpg,0,,,,,0,5,5,64,imgFunc,2,NA,2.0222835997119546,165.13098339922726,167.2448033289984,2023-05-26 11:56:19.253976,2023-05-26 11:56:21.365447,SD015.jpg,0,10644,40-69,2023_May_26_1153,Recall,2021.2.3,59.91489692988485,
