TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,2,1,0,2,8.075000e-01,1.0,0.0,4.0146737,2.0,2,6.0207224,high,2.006049,0.9939512,6.5403657,10.765075,10.767041,12.770966,8.756291,12.771357,13.572626
2,2,2,8,3,0,3.500000e+00,2.422500e+00,1.0,1.0,13.581015,2.0,8,14.987407,high,1.4063928,1.5936072,15.5072365,21.830868,21.832695,23.83698,10.255966,23.837324,26.253992
3,3,8,0,1,0,2,8.075000e-01,1.0,2.0,26.259657,1.0,8,28.25397,high,1.9943117,1.0056883,28.77336,33.01097,33.012905,35.02095,8.761293,35.021286,35.817963
4,4,4,8,1,0,2,8.075000e-01,1.0,3.0,35.822784,2.0,8,37.137333,high,1.3145504,1.6854496,37.656864,42.57262,42.57297,44.5877,8.764917,44.588036,45.380962
5,5,0,4,2,1,2,2.422500e+00,1.0,4.0,45.495804,2.0,4,47.43728,high,1.9414734,1.0585266,47.9571,52.246975,52.248974,54.253952,8.758147,54.254272,56.66858
6,6,4,2,1,1,5.000000e-01,7.267500e+00,1.0,5.0,56.675945,1.0,4,58.73724,high,2.0612943,0.9387057,59.256943,61.92597,61.92797,63.93707,7.261122,63.937443,71.193726
7,7,0,2,1,1,5.000000e-01,8.882500e+00,1.0,6.0,71.196945,2.0,2,73.504005,high,2.3070574,0.6929427,74.02368,76.44697,76.44733,78.45376,7.2568126,78.454094,87.33105
8,8,2,8,2,0,5.000000e-01,2.422500e+00,1.0,7.0,87.44517,2.0,8,89.73716,high,2.2919922,0.7080079,90.25889,92.69497,92.6968,94.70345,7.2582846,94.703804,97.118
9,9,4,0,1,0,5.000000e-01,8.075000e-01,1.0,8.0,97.12351,1.0,4,98.77047,high,1.6469591,1.3530409,99.28988,102.37392,102.37591,104.38694,7.2634287,104.38728,105.182
10,10,2,8,2,1,2,8.075000e-01,1.0,9.0,105.29552,2.0,8,106.6538,high,1.3582869,1.6417131,107.17311,112.04492,112.04845,114.053894,8.758376,114.05422,114.85299
