onset	duration	trial_type	response_time	trust_value	choice	cLow	cHigh
4.040371	2.730950	choice_friend	2.730950	2	high	0	2
9.295697	1.000000	outcome_friend_defect	2.730950	2	high	0	2
12.110641	2.210371	choice_friend	2.210371	8	high	0	8
17.361490	1.000000	outcome_friend_defect	2.210371	8	high	0	8
20.182976	2.404922	choice_friend	2.404922	4	high	2	4
25.435970	1.000000	outcome_friend_recip	2.404922	4	high	2	4
29.865728	1.988769	choice_friend	1.988769	4	low	4	8
36.618530	1.000000	outcome_friend_defect	1.988769	4	low	4	8
39.430386	3.000000	missed_trial	3.000000	n/a	n/a	2	8
52.340065	2.297629	choice_stranger	2.297629	2	low	2	8
60.591927	1.000000	outcome_stranger_defect	2.297629	2	low	2	8
65.128500	2.509529	choice_stranger	2.509529	4	high	2	4
70.379540	1.000000	outcome_stranger_defect	2.509529	4	high	2	4
76.429085	2.208998	choice_friend	2.208998	8	high	2	8
83.180930	1.000000	outcome_friend_recip	2.208998	8	high	2	8
85.992714	1.861532	choice_computer	1.861532	2	low	2	8
91.245260	1.000000	outcome_computer_recip	1.861532	2	low	2	8
94.161380	1.592987	choice_stranger	1.592987	2	low	2	8
99.412840	1.000000	outcome_stranger_recip	1.592987	2	low	2	8
103.845100	2.342869	choice_friend	2.342869	4	low	4	8
109.097130	1.000000	outcome_friend_recip	2.342869	4	low	4	8
115.244960	1.659557	choice_stranger	1.659557	2	low	2	8
123.497940	1.000000	outcome_stranger_defect	1.659557	2	low	2	8
126.308590	2.446087	choice_computer	2.446087	0	low	0	4
136.092850	1.594685	choice_stranger	1.594685	2	low	2	4
141.346080	1.000000	outcome_stranger_recip	1.594685	2	low	2	4
145.777600	3.000000	missed_trial	3.000000	n/a	n/a	2	8
157.063490	1.757647	choice_stranger	1.757647	0	low	0	4
165.126280	1.461326	choice_computer	1.461326	0	low	0	8
173.188540	1.649393	choice_computer	1.649393	2	low	2	4
178.441210	1.000000	outcome_computer_defect	1.649393	2	low	2	4
181.358100	1.496476	choice_stranger	1.496476	2	low	2	8
188.110630	1.000000	outcome_stranger_recip	1.496476	2	low	2	8
191.026690	2.543983	choice_stranger	2.543983	0	low	0	2
207.054610	1.833565	choice_friend	1.833565	2	high	0	2
213.807880	1.000000	outcome_friend_recip	1.833565	2	high	0	2
219.847380	1.724134	choice_computer	1.724134	2	low	2	8
226.598850	1.000000	outcome_computer_defect	1.724134	2	low	2	8
229.416890	1.687319	choice_friend	1.687319	4	high	2	4
234.668820	1.000000	outcome_friend_defect	1.687319	4	high	2	4
242.324800	1.679689	choice_computer	1.679689	4	low	4	8
247.577870	1.000000	outcome_computer_defect	1.679689	4	low	4	8
250.493900	1.777393	choice_stranger	1.777393	0	low	0	8
263.408450	1.679254	choice_friend	1.679254	8	high	2	8
270.161300	1.000000	outcome_friend_defect	1.679254	8	high	2	8
274.593300	1.960614	choice_friend	1.960614	4	high	0	4
281.345520	1.000000	outcome_friend_recip	1.960614	4	high	0	4
285.770870	1.833437	choice_computer	1.833437	4	low	4	8
292.523380	1.000000	outcome_computer_recip	1.833437	4	low	4	8
296.947360	1.756514	choice_computer	1.756514	0	low	0	8
305.120200	2.000494	choice_stranger	2.000494	4	low	4	8
310.373200	1.000000	outcome_stranger_defect	2.000494	4	low	4	8
314.798580	2.522434	choice_computer	2.522434	0	low	0	2
324.476320	2.227942	choice_computer	2.227942	0	low	0	4
335.646880	1.624086	choice_stranger	1.624086	4	low	4	8
342.399170	1.000000	outcome_stranger_recip	1.624086	4	low	4	8
345.317800	3.000000	missed_trial	3.000000	n/a	n/a	0	4
361.455570	1.364675	choice_computer	1.364675	2	low	2	4
368.208370	1.000000	outcome_computer_recip	1.364675	2	low	2	4
377.485170	2.068836	choice_friend	2.068836	2	low	2	8
385.738530	1.000000	outcome_friend_defect	2.068836	2	low	2	8
388.657040	1.946788	choice_stranger	1.946788	0	low	0	2
398.327400	1.976959	choice_stranger	1.976959	0	low	0	8
406.389800	1.747681	choice_computer	1.747681	2	low	2	8
411.642360	1.000000	outcome_computer_defect	1.747681	2	low	2	8
414.459140	1.811749	choice_friend	1.811749	4	high	0	4
419.712280	1.000000	outcome_friend_defect	1.811749	4	high	0	4
422.526860	2.510054	choice_friend	2.510054	8	high	0	8
427.780400	1.000000	outcome_friend_recip	2.510054	8	high	0	8
433.820920	1.733241	choice_computer	1.733241	2	high	0	2
440.573360	1.000000	outcome_computer_defect	1.733241	2	high	0	2
