Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,8,1,1,2,8.075000e-01
2,4,0,2,0,5.000000e-01,2.422500e+00
3,4,8,2,0,2,7.267500e+00
4,2,0,2,1,5.000000e-01,8.075000e-01
5,2,8,3,1,5.000000e-01,4.037500e+00
6,8,0,3,0,5.000000e-01,2.422500e+00
7,4,0,2,1,5.000000e-01,8.075000e-01
8,8,4,2,1,5.000000e-01,8.075000e-01
9,2,8,3,1,2,8.075000e-01
10,4,0,1,0,2,2.422500e+00
11,0,8,2,1,5.000000e-01,2.422500e+00
12,4,8,3,1,5.000000e-01,8.075000e-01
13,4,2,2,0,3.500000e+00,4.037500e+00
14,2,4,3,1,5.000000e-01,8.075000e-01
15,8,4,1,0,5.000000e-01,8.075000e-01
16,2,4,2,1,5.000000e-01,8.075000e-01
17,8,4,3,0,3.500000e+00,5.652500e+00
18,8,2,1,0,2,8.075000e-01
19,2,0,1,1,2,4.037500e+00
20,0,8,1,0,5.000000e-01,2.422500e+00
21,8,0,3,1,2,8.075000e-01
22,8,2,3,0,2,2.422500e+00
23,8,2,2,0,2,2.422500e+00
24,2,8,1,0,5.000000e-01,8.075000e-01
25,2,8,2,0,5.000000e-01,8.075000e-01
26,2,8,2,1,3.500000e+00,8.075000e-01
27,0,8,1,1,5.000000e-01,5.652500e+00
28,8,2,3,0,5.000000e-01,2.422500e+00
29,0,2,3,0,2,8.075000e-01
30,8,2,2,1,5.000000e-01,8.075000e-01
31,2,4,1,0,2,2.422500e+00
32,2,4,1,1,5.000000e-01,7.267500e+00
33,0,2,2,0,5.000000e-01,8.075000e-01
34,2,8,1,1,2,8.075000e-01
35,4,0,3,1,2,8.075000e-01
36,0,4,1,1,2,2.422500e+00
37,2,0,3,1,5.000000e-01,4.037500e+00
38,0,4,3,0,5.000000e-01,4.037500e+00
39,0,2,1,0,5.000000e-01,8.075000e-01
40,4,2,3,0,2,8.882500e+00
41,8,2,1,1,5.000000e-01,2.422500e+00
42,0,8,2,0,3.500000e+00,8.075000e-01
