TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,4,2,1,1,5.000000e-01,2.422500e+00,1.0,0.0,4.014911,2.0,2,6.018407,low,2.0034957,0.9965044,6.538261,9.265219,9.267299,11.269923,7.255012,11.27038,13.687507
2,2,8,2,2,1,5.000000e-01,8.075000e-01,1.0,1.0,13.798317,1.0,8,15.418609,high,1.6202918,1.3797082,15.937827,19.049692,19.05184,21.053755,7.255437,21.054148,21.856806
3,3,4,8,1,0,2,8.075000e-01,1.0,2.0,21.862213,1.0,4,23.435377,low,1.573163,1.426837,23.954918,28.612167,28.614159,30.61736,8.755147,30.61776,31.420757
4,4,4,2,2,1,5.000000e-01,8.075000e-01,1.0,3.0,31.53167,2.0,2,33.068367,low,1.5366979,1.4633021,33.58811,36.78178,36.783913,38.785244,7.253572,38.785633,39.58906
5,5,2,8,2,1,2,2.422500e+00,1.0,4.0,39.702133,2.0,8,41.035347,high,1.333215,1.666785,41.55548,46.4523,46.45272,48.45528,8.753146,48.45566,50.874916
6,6,4,2,1,0,5.000000e-01,2.422500e+00,1.0,5.0,50.880333,2.0,2,52.26849,low,1.388157,1.611843,52.78766,56.130547,56.132496,58.135788,7.2554526,58.13618,60.55376
7,7,0,4,2,1,2,8.075000e-01,1.0,6.0,60.667397,2.0,4,62.08543,high,1.4180315,1.5819685,62.60504,67.41874,67.42073,69.42256,8.755167,69.422966,70.22403
8,8,8,0,2,1,5.000000e-01,2.422500e+00,1.0,7.0,70.33668,1.0,8,71.58494,high,1.2482623,1.7517377,72.10426,75.58751,75.58792,77.59094,7.254271,77.59135,80.0098
9,9,2,8,3,0,2,4.037500e+00,1.0,8.0,80.01929,1.0,2,81.53539,low,1.5161029,1.4838971,82.054985,86.76962,86.771416,88.77569,8.756403,88.776085,92.80734
10,10,8,2,3,0,2,2.422500e+00,1.0,9.0,92.81518,2.0,2,94.18535,low,1.370175,1.629825,94.70423,99.56571,99.56613,101.56928,8.754104,101.56968,103.98817
11,11,8,4,1,1,5.000000e-01,4.037500e+00,1.0,10.0,103.9925,2.0,4,105.71868,low,1.7261839,1.2738161,106.23845,109.242935,109.24501,111.248146,7.255647,111.24855,115.2796
12,12,2,4,3,1,5.000000e-01,8.075000e-01,1.0,11.0,115.287346,2.0,4,116.851616,high,1.5642713,1.4357287,117.37136,120.53749,120.539444,122.54107,7.253726,122.541466,123.3448
13,13,2,8,1,1,2,4.037500e+00,1.0,12.0,123.34909,1.0,2,125.201416,low,1.8523201,1.1476799,125.72093,130.09988,130.10223,132.10466,8.755563,132.10504,136.13731
14,14,0,8,1,1,3.500000e+00,8.075000e-01,1.0,13.0,136.1405,1.0,0,137.96858,low,1.828072,1.171928,138.48798,144.39072,144.39084,146.39276,10.25225,146.39316,147.19835
15,15,8,0,1,0,2,8.075000e-01,1.0,14.0,147.20284,1.0,8,148.75157,high,1.5487341,1.4512659,149.2712,153.9534,153.95537,155.9568,8.753974,155.9572,156.76073
16,16,2,0,1,1,3.500000e+00,7.267500e+00,1.0,15.0,156.76392,1.0,2,158.20175,high,1.4378325,1.5621675,158.72133,165.01476,165.01678,167.01869,10.2547655,167.01909,174.28229
17,17,0,2,3,1,3.500000e+00,8.075000e-01,1.0,16.0,174.29123,2.0,2,176.71858,high,2.427338,0.5726621,177.23714,182.54175,182.54367,184.54535,10.254109,184.54575,185.34901
18,18,8,2,3,1,5.000000e-01,4.037500e+00,1.0,17.0,185.35577,1.0,8,186.71863,high,1.3628511,1.6371489,187.23753,190.60619,190.6066,192.60867,7.2528973,192.60907,196.6447
19,19,8,4,3,0,2,8.075000e-01,1.0,18.0,196.6516,1.0,8,198.1517,high,1.5001131,1.4998869,198.67119,203.4018,203.4036,205.40549,8.753898,205.40588,206.20985
20,20,0,8,2,0,3.500000e+00,2.422500e+00,1.0,19.0,206.32085,2.0,8,207.78494,high,1.4640968,1.5359032,208.30443,214.57178,214.5736,216.57541,10.25456,216.5758,218.99303
21,21,0,2,1,0,2,2.422500e+00,1.0,20.0,218.99728,2.0,2,220.90115,high,1.9038785,1.0961215,221.42145,225.7477,225.74985,227.75233,8.755055,227.75272,230.17043
22,22,2,8,2,0,5.000000e-01,2.422500e+00,1.0,21.0,230.28229,1.0,2,231.8679,low,1.5856212,1.4143788,232.38788,235.53244,235.53423,237.53667,7.2543817,237.53708,239.9556
23,23,8,4,3,1,2,8.075000e-01,1.0,22.0,239.9646,1.0,8,241.45096,high,1.4863669,1.5136331,241.97112,246.71529,246.7174,248.72064,8.75605,248.72102,249.52223
24,24,2,8,3,1,5.000000e-01,8.075000e-01,1.0,23.0,249.53017,2.0,8,250.8675,high,1.3373231,1.6626769,251.38799,254.77974,254.78015,256.7827,7.252534,256.78308,257.5886
25,25,0,2,2,1,5.000000e-01,8.075000e-01,1.0,24.0,257.70105,2.0,2,259.83435,high,2.1333015,0.8666984,260.35394,262.9512,262.95312,264.95667,7.2556114,264.95706,265.7583
26,26,2,8,1,0,5.000000e-01,8.075000e-01,1.0,25.0,265.76395,1.0,2,267.2514,low,1.4874644,1.5125356,267.77057,271.01468,271.01666,273.01965,7.2557144,273.02005,273.82175
27,27,0,4,2,0,5.000000e-01,8.075000e-01,1.0,26.0,273.9335,2.0,4,275.33475,high,1.4012299,1.5987701,275.85535,279.18478,279.18658,281.18967,7.2561636,281.19006,281.9913
28,28,4,2,3,0,5.000000e-01,8.075000e-01,1.0,27.0,282.00076,1.0,4,283.5016,high,1.500827,1.499173,284.02054,287.2514,287.2532,289.256,7.2552733,289.2564,290.0587
29,29,8,4,2,1,5.000000e-01,7.267500e+00,1.0,28.0,290.16855,2.0,4,291.7349,low,1.5663482,1.4336518,292.25375,295.4197,295.4216,297.42462,7.2560806,297.42502,304.687
30,30,8,0,3,1,5.000000e-01,8.075000e-01,1.0,29.0,304.69513,1.0,8,306.1515,high,1.4563595,1.5436405,306.67102,309.94577,309.94772,311.94965,7.2545114,311.95004,312.75272
31,31,8,2,2,0,2,8.075000e-01,1.0,30.0,312.8619,1.0,8,314.55093,high,1.6890385,1.3109615,315.07208,319.6122,319.61398,321.6165,8.754593,321.6169,322.42007
32,32,2,0,3,0,2,8.075000e-01,1.0,31.0,322.42966,1.0,2,324.31757,high,1.8879312,1.1120688,324.83804,329.18073,329.18253,331.1848,8.75516,331.18518,331.9878
33,33,0,4,3,1,2,2.422500e+00,1.0,32.0,331.99567,2.0,4,333.50165,high,1.5059733,1.4940267,334.02094,338.74637,338.7483,340.75067,8.755008,340.75107,343.16873
34,34,8,4,2,0,5.000000e-01,2.422500e+00,1.0,33.0,343.2812,2.0,4,344.75125,low,1.470056,1.529944,345.27032,348.5322,348.534,350.5357,7.2545037,350.5361,352.9543
35,35,0,2,2,0,5.000000e-01,8.075000e-01,1.0,34.0,353.06503,2.0,2,354.618,high,1.5529854,1.4470146,355.13788,358.31613,358.31656,360.3188,7.2537675,360.31918,361.1228
36,36,0,4,1,0,5.000000e-01,2.422500e+00,1.0,35.0,361.12704,2.0,4,362.85132,high,1.724263,1.275737,363.37085,366.3781,366.38007,368.38333,7.256275,368.38376,370.79984
