Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,8,2,1,0,2,8.075000e-01
2,8,4,2,1,3.500000e+00,4.037500e+00
3,4,0,3,1,5.000000e-01,8.075000e-01
4,0,4,2,1,2,8.075000e-01
5,2,4,1,1,2,2.422500e+00
6,0,2,2,1,5.000000e-01,4.037500e+00
7,8,4,3,0,3.500000e+00,8.075000e-01
8,2,8,3,0,2,8.075000e-01
9,0,2,1,1,2,2.422500e+00
10,2,8,1,1,5.000000e-01,8.075000e-01
11,4,8,1,0,2,8.075000e-01
12,2,8,1,0,2,5.652500e+00
13,8,2,3,0,5.000000e-01,8.882500e+00
14,4,2,1,0,5.000000e-01,4.037500e+00
15,2,4,3,0,2,8.075000e-01
16,8,4,3,1,2,8.075000e-01
17,2,4,3,1,5.000000e-01,2.422500e+00
18,8,4,2,0,5.000000e-01,8.075000e-01
19,8,0,2,1,5.000000e-01,8.075000e-01
20,2,8,2,0,5.000000e-01,7.267500e+00
21,4,0,1,0,5.000000e-01,8.075000e-01
22,2,8,3,1,2,5.652500e+00
23,0,2,3,1,5.000000e-01,8.075000e-01
24,4,0,1,1,5.000000e-01,2.422500e+00
25,2,8,1,1,3.500000e+00,2.422500e+00
26,8,2,2,1,5.000000e-01,8.075000e-01
27,2,8,3,1,5.000000e-01,4.037500e+00
28,0,4,2,0,2,8.075000e-01
29,4,0,3,0,5.000000e-01,2.422500e+00
30,8,2,2,1,2,8.075000e-01
31,2,0,1,0,5.000000e-01,2.422500e+00
32,8,0,1,1,2,8.075000e-01
33,2,4,2,1,2,2.422500e+00
34,8,4,1,1,5.000000e-01,8.075000e-01
35,0,2,2,0,5.000000e-01,8.075000e-01
36,8,0,3,1,5.000000e-01,8.075000e-01
37,2,0,3,0,5.000000e-01,8.075000e-01
38,2,4,2,0,2,4.037500e+00
39,2,8,2,0,5.000000e-01,2.422500e+00
40,8,0,3,0,3.500000e+00,2.422500e+00
41,8,0,1,0,5.000000e-01,7.267500e+00
42,8,0,2,0,5.000000e-01,2.422500e+00
