TrialNumber,Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,4,2,2,1,5.000000e-01,2.422500e+00,1.0,0.0,4.130893,2.0,2,6.3438506,low,2.2129576,0.7870424,6.863403,9.38101,9.384031,11.386376,7.2554836,11.38693,13.802895
2,2,2,4,3,0,2,7.267500e+00,1.0,1.0,13.821096,2.0,4,15.776451,high,1.9553548,1.0446452,16.29876,20.57101,20.574228,22.57685,8.755754,22.577229,29.838556
3,3,4,8,3,0,2,2.422500e+00,1.0,2.0,29.85378,1.0,4,31.543524,low,1.6897424,1.3102576,32.062775,36.604847,36.60525,38.607643,8.753863,38.608025,41.026173
4,4,0,2,3,1,5.000000e-01,5.652500e+00,1.0,3.0,41.040535,1.0,0,43.259823,low,2.2192862,0.7807138,43.778973,46.290527,46.290646,48.292816,7.252279,48.29319,53.943417
5,5,0,8,1,0,5.000000e-01,2.422500e+00,1.0,4.0,53.948895,1.0,0,56.259624,low,2.3107307,0.6892693,56.78016,59.19982,59.199936,61.201855,7.2529607,61.20225,63.622227
6,6,4,2,1,0,5.000000e-01,8.075000e-01,1.0,5.0,63.626656,2.0,2,65.94325,low,2.3165991,0.6834008,66.4631,68.877815,68.87977,70.88195,7.255296,70.88233,71.68463
7,7,2,8,3,1,2,8.075000e-01,1.0,6.0,71.700386,1.0,2,73.74342,low,2.0430386,0.9569615,74.2622,78.45052,78.45264,80.45596,8.755578,80.456345,81.25788
8,8,2,0,1,0,5.000000e-01,8.075000e-01,1.0,7.0,81.26207,1.0,2,83.27615,high,2.0140846,0.9859154,83.79713,86.51281,86.51472,88.51748,7.255406,88.51785,89.31982
9,9,8,0,3,1,5.000000e-01,4.037500e+00,1.0,8.0,89.3341,1.0,8,91.592636,high,2.2585385,0.7414616,92.11418,94.58578,94.58797,96.59081,7.256713,96.591194,100.62178
10,10,8,4,2,1,5.000000e-01,8.075000e-01,1.0,9.0,100.73476,2.0,4,102.910446,low,2.1756945,0.8243055,103.428955,105.98578,105.987724,107.98996,7.255207,107.99033,108.79279
11,11,2,8,3,1,5.000000e-01,8.075000e-01,1.0,10.0,108.808754,2.0,8,110.74255,high,1.9338018,1.0661982,111.26313,114.058464,114.060524,116.06386,7.2551055,116.06423,116.86677
12,12,2,4,1,1,2,8.075000e-01,1.0,11.0,116.8712,2.0,4,118.96014,high,2.0889368,0.9110631,119.47841,123.62131,123.62327,125.62676,8.755559,125.627144,126.42946
13,13,8,4,1,0,3.500000e+00,2.422500e+00,1.0,12.0,126.43292,1.0,8,128.71031,high,2.2773895,0.7226105,129.23,134.68378,134.68568,136.68925,10.256327,136.68964,139.10535
14,14,2,8,1,1,2,5.652500e+00,1.0,13.0,139.11006,2.0,8,141.72565,high,2.615587,0.3844129,142.24617,145.86034,145.86234,147.86575,8.755693,147.86612,153.51244
15,15,2,8,3,0,2,8.075000e-01,1.0,14.0,153.52571,2.0,8,155.70897,high,2.1832566,0.8167433,156.23013,160.2764,160.27835,162.28087,8.755144,162.28123,163.08382
16,16,8,2,3,0,5.000000e-01,8.075000e-01,1.0,15.0,163.09822,1.0,8,165.79326,high,2.695042,0.304958,166.31303,168.34875,168.34917,170.35143,7.2532167,170.3518,171.15575
17,17,4,2,3,1,2,2.422500e+00,1.0,16.0,171.16884,2.0,2,174.17561,low,3.0067792,-0.0067792004,174.69614,177.9197,177.92165,179.92508,8.756241,179.92545,182.34271
18,18,0,2,3,0,5.000000e-01,2.422500e+00,1.0,17.0,182.35588,2.0,2,184.19348,high,1.8376069,1.1623931,184.71234,187.60658,187.6085,189.61116,7.255286,189.61154,192.0297
19,19,2,8,2,0,5.000000e-01,8.075000e-01,1.0,18.0,192.14265,2.0,8,194.65979,high,2.517135,0.4828652,195.17896,197.39273,197.39445,199.39668,7.2540326,199.39706,200.20067
20,20,0,2,1,1,3.500000e+00,8.075000e-01,1.0,19.0,200.20619,2.0,2,202.2088,high,2.0026057,0.9973944,202.73003,208.4577,208.45987,210.46269,10.2564945,210.46323,211.26454
21,21,4,0,1,0,5.000000e-01,4.037500e+00,1.0,20.0,211.26929,1.0,4,213.35953,high,2.0902479,0.9097522,213.87798,216.51979,216.52173,218.52481,7.2555327,218.52519,222.55658
22,22,8,4,3,1,5.000000e-01,2.422500e+00,1.0,21.0,222.57248,2.0,4,225.24289,low,2.6704142,0.3295859,225.76222,227.82263,227.82475,229.82774,7.2552676,229.82814,232.24567
23,23,0,2,2,1,2,8.075000e-01,1.0,22.0,232.37721,2.0,2,234.3253,high,1.9481,1.0519,234.84795,239.12794,239.12994,241.13155,8.754337,241.13205,241.9354
24,24,4,0,1,1,5.000000e-01,8.075000e-01,1.0,23.0,241.94449,1.0,4,244.15868,high,2.2141895,0.7858105,244.67845,247.1952,247.19768,249.20006,7.2555757,249.20047,250.0028
25,25,4,0,2,0,2,8.075000e-01,1.0,24.0,250.1122,1.0,4,252.4926,high,2.3803952,0.6196048,253.01157,256.86267,256.86447,258.86713,8.754918,258.86758,259.67038
26,26,2,8,2,1,5.000000e-01,4.037500e+00,1.0,25.0,259.78207,1.0,2,261.74283,low,1.9607387,1.0392613,262.2629,265.03262,265.03455,267.0373,7.2552147,267.0377,271.06995
27,27,8,0,2,0,2,8.075000e-01,1.0,26.0,271.1808,1.0,8,272.92535,high,1.7445765,1.2554235,273.44653,277.9316,277.9334,279.93527,8.754498,279.93567,280.7385
28,28,0,4,2,1,5.000000e-01,8.075000e-01,1.0,27.0,280.8497,1.0,0,283.57617,low,2.726472,0.273528,284.09586,286.10004,286.10013,288.10168,7.252,288.10208,288.90762
29,29,4,2,2,0,5.000000e-01,2.422500e+00,1.0,28.0,289.0169,1.0,4,290.99295,high,1.9760377,1.0239623,291.51102,294.26633,294.2668,296.26877,7.2518654,296.26917,298.68958
30,30,4,0,3,0,2,8.075000e-01,1.0,29.0,298.70425,1.0,4,300.74286,high,2.0386105,0.9613895,301.26202,305.45364,305.45563,307.45847,8.754218,307.45886,308.26257
31,31,2,8,1,1,5.000000e-01,8.075000e-01,1.0,30.0,308.26816,2.0,8,310.39273,high,2.1245782,0.8754218,310.91272,313.51752,313.5195,315.5223,7.254156,315.5227,316.3265
32,32,0,8,1,1,3.500000e+00,7.267500e+00,1.0,31.0,316.32983,2.0,8,318.392,high,2.0621395,0.9378606,318.91266,324.5805,324.58093,326.58356,10.253701,326.58392,333.84747
33,33,8,0,2,1,2,8.075000e-01,1.0,32.0,333.95886,999.0,999,336.9592,999,0.0,0.0,336.96265,340.70956,999.0,999.0,665.04114,342.7145,343.51755
34,34,8,4,1,1,2,8.075000e-01,1.0,33.0,343.52185,1.0,8,345.32474,high,1.8028988,1.1971012,345.84473,350.27267,350.27475,352.2774,8.755551,352.27777,353.07913
35,35,8,0,3,0,2,8.075000e-01,1.0,34.0,353.0939,1.0,8,355.10828,high,2.0143714,0.9856285,355.62894,359.84454,359.84647,361.8496,8.75572,361.85,362.65128
36,36,8,2,1,0,2,8.882500e+00,1.0,35.0,362.65546,1.0,8,364.5423,high,1.8868479,1.1131521,365.061,369.40527,369.4072,371.41052,8.755057,371.4109,380.2885
37,37,8,2,2,1,5.000000e-01,4.037500e+00,1.0,36.0,380.39725,2.0,2,382.65897,low,2.2617118,0.7382882,383.179,385.64716,385.6491,387.65164,7.254383,387.652,391.68518
38,38,2,0,2,0,3.500000e+00,2.422500e+00,1.0,37.0,391.79736,1.0,2,394.00906,high,2.211694,0.788306,394.5283,400.04764,400.04935,402.05246,10.255112,402.05283,404.4709
39,39,4,8,2,0,5.000000e-01,2.422500e+00,1.0,38.0,404.57965,1.0,4,406.55942,low,1.9797634,1.0202366,407.07816,409.8292,409.8296,411.8316,7.2519484,411.83197,414.25232
40,40,2,8,1,0,5.000000e-01,8.075000e-01,1.0,39.0,414.25732,2.0,8,416.4917,high,2.234374,0.765626,417.01172,419.50735,419.50934,421.5119,7.2545733,421.5123,422.31442
41,41,0,4,3,1,5.000000e-01,4.037500e+00,1.0,40.0,422.3301,1.0,0,424.59164,low,2.2615216,0.7384785,425.1117,427.58044,427.58057,429.58212,7.252023,429.58252,433.61844
42,42,8,2,2,0,5.000000e-01,2.422500e+00,1.0,41.0,433.72775,2.0,2,435.70895,low,1.9811853,1.0188147,436.22867,438.97842,438.9802,440.98206,7.254285,440.98242,443.40152
